时间,fenci,主题概率,主题类型
2023-12-07,风衣 水街 拜读 谷水 集市 日子 歌词 描述 场景 拥挤 地方 孤单 吵杂 地方 早市 地方 选在 火车站 大集 核酸 检测点 信访局 进谷 水街 站立 地方 大爷 包围 左手边 号称 祖上 时期 事业 祖上 传下来 专治 艾滋病 白血病 股骨头 坏死 大爷 听说 全能 拍片 号脉 打针 大爷 咳嗽 回事 大爷 支原体 感染 大爷 药治 右手边 位卖 卫生纸 吆喝 超市 卫生纸 卫生纸 卫生纸 大爷 年轻 文学青年 小伙儿 红学 了有 啥意思 大爷 黑学 黑学 大爷 黑学 斧头 菜刀 禅杖 血战 黄学 大爷 黄学 书籍 回忆录 外传 秘史 大爷 聊得 出神 发来 急急 速转 被机 速转 信用卡 还款 零钱 停车场 停车费 没法 交人 停车场 理由 变相 借款 希望 年迈 诗歌 名字 面朝 发来 信息 感叹号 结尾 感叹号 战场 炮弹 感叹号 感觉 感叹号 泛滥 整治 地步 标点符号 焦虑 抑郁 精神 萎靡 感叹号 频繁 朋友圈 公众 文本 标点符号 感觉 垂死 坐起 暴击 感觉 送到 感觉 年轻 滥用 油炸 油渣 腹肌 没肥 猪体 脂率 短跑 名将 催红剂 滥用 黄剂 催绿剂 催熟 关注 精力 用在 关注 废水 致使 海带 致癌 大豆 涉嫌 转基因 牛肉 细菌 超标 扯远 回归 正题 收到 短信 放下 风衣 犊子 表达 愤怒 犊子 感叹号 保证 标点符号 收起,"[(5, 0.9954489)]",5
2023-12-08,废水 谴责 声讨 沉寂 危害 电视台 报道 死亡 蔓延 市民 愤怒 指出 污水 海水 核污染 海水 国家 地区 全球 损害 做好 海产品 收起,"[(5, 0.9649281)]",5
2023-12-09,阻止 排放 污水 阻止 排放 污水 建议 国际 压力 国际 社会 施加压力 停止 排放 污水 政府 国际 组织 方式 表达 关切 法律 国际 法律 途径 提起 停止 排放 污水 组织 时间 精力 技术手段 采用 技术手段 阻止 排放 污水 采用 先进 污水处理 技术 污水处理 排放 水质 控制 确保 污水 环境 人类 健康 消费者 消费者 阻止 排放 污水 抵制 购买 产品 选择 不到 方式 表达 收起,"[(4, 0.4406548), (5, 0.5490105)]",5
2023-12-21,废水 事情 生气 国家 无人 在意 猜想 废水 国家 核事故 小菜一碟 世界 角落里 发生 糟糕 破坏 地球 原因 利益冲突 民族 仇恨 世界 收起,"[(3, 0.96497524)]",3
2023-12-27,新品 废水 怪兽,"[(0, 0.04186437), (1, 0.04204305), (2, 0.04277276), (3, 0.7886951), (4, 0.04272358), (5, 0.041901145)]",3
2023-12-29,人类 会因 缺德 缺水 缺土 缺粮 缺水 废水 倾倒 成群 连船 死鱼 航行 启示录 天使 好像 死人 活物 肯定 存存 制造 核污染 动机 得逞 土地 产出 粮食 危害 危及 巴以 利用 水源 空气 病毒 真菌 制造 人道主义 危机 增加 世界 所有人 生存 危机 收起,"[(0, 0.90557957), (3, 0.079479106)]",0
2023-12-31,倒霉 废水 走私 魔王 科学 视频,"[(0, 0.023927217), (1, 0.023885), (2, 0.023989098), (3, 0.8801471), (4, 0.02394605), (5, 0.024105486)]",3
2024-01-14,废水 人类 变异 软糖 好吃 软糖 致死,"[(0, 0.89508414), (1, 0.020949729), (2, 0.020944176), (3, 0.02111453), (4, 0.02092235), (5, 0.020985087)]",0
2024-01-18,博士 导师 博士 炮轰 进汤 博士 厉害 呼喊 公开 辩论 评论 评论 关键 敏感 话题 废水 听说 核弹 数量 发文 国家 回复 国家 核弹 数量 收起,"[(0, 0.19469854), (1, 0.6455002), (3, 0.141132)]",1
2024-01-28,算了 废水 毒死,"[(0, 0.041826386), (1, 0.7906419), (2, 0.04174556), (3, 0.042150494), (4, 0.041724816), (5, 0.041910872)]",1
2024-02-08,矮子 恶心 废水 奇效 腹股沟 伤病 天能 中场 矮子 恶心,"[(0, 0.15311688), (1, 0.015288944), (2, 0.78559965), (3, 0.015379025), (4, 0.015214414), (5, 0.015401099)]",2
2024-02-28,废水 户口 检查员,"[(0, 0.041952282), (1, 0.04196748), (2, 0.04192163), (3, 0.79025596), (4, 0.041912604), (5, 0.04198999)]",3
2023-10-04,报道 计划 环境 生态 局局长 重申 单方面 污水 日方 改变 做法 禁止 水产品 禁令 短期内 放宽 空间 网页 链接,"[(5, 0.9581157)]",5
2023-10-05,海啸 海啸 地震 评论 火山 转发 污水 倒灌,"[(0, 0.018570488), (1, 0.018639917), (2, 0.2776884), (3, 0.018673608), (4, 0.018543562), (5, 0.647884)]",5
2023-10-05,污水 无害 排入 废水 超话 国际 时事新闻 超话 世界 视频,"[(0, 0.0152381575), (1, 0.015246227), (2, 0.015287638), (3, 0.923546), (4, 0.015340412), (5, 0.015341546)]",3
2023-10-05,突发 消息 电力公司 确认 正式 污水 计划 排放 污水 取样 确认 放射性 浓度 超标 披露 数值 低于 国家 标准 排放 时间 收起,"[(5, 0.9635657)]",5
2023-10-08,害人 终害 水产品 污水 水产品 受阻 库存 积压 坐不住 农林水产 大臣 下场 吆喝 访问 水产品 报道 农林水产 振兴 机构 食品 分发 扇贝 鼓励 参展者 品尝 料理 以求 水产品 销路 傻子 表面 称兄道弟 水产品 可要 掂量掂量 没排 拦不住 着急 干嘛 收起,"[(1, 0.70804715), (3, 0.07444079), (4, 0.20514934)]",1
2023-10-08,污水 计划 核电站 海啸 引发 泄漏 说法 视频 关系 视频 收起,"[(0, 0.013922315), (1, 0.013946457), (2, 0.013933233), (3, 0.014058641), (4, 0.013938794), (5, 0.9302005)]",5
2023-10-11,废水 排海 医学专家 全球 患癌 人数 不顾 国际 社会 污水 排放 电力公司 公布 计划 核电站 核污染 排放 总量 排放 基本相同 人类 健康 网页 链接 收起,"[(5, 0.96773773)]",5
2023-10-23,经济 深受 薪酬 增长 情况 众议院 全体会议 发表 演说 承诺 包括 减税 措施 决心 经济 摆脱 停滞 克服 政府 公平 地将 经济 稳健 增长 带来 税收 增长 返还 家庭 减轻 国民 负担 制定 经济 对策 提到 支持 地方 政府 低收入 家庭 发放 日圆 人民币 补贴 重点 支援 地方 财政 转移 支付 制度 框架 提出 汽油费 电费 燃气 补贴 措施 细节 执政党 税务 小组讨论 敲定 专注 削减 成本 经济 迹像 确保 持久 结构性 薪资 增长 公私 网页 链接 收起,"[(5, 0.9893464)]",5
2023-10-29,沾染 污水 半条命 污水 毒性 紧张 污水 流向 全世界 开口 统统 拒绝 国门 人心,"[(0, 0.01135673), (1, 0.65642023), (2, 0.011496537), (3, 0.29832223), (4, 0.011170866), (5, 0.011233402)]",1
2023-11-02,正式 排放 污水 排放量 意味着 排放 结束 流入 污水 累计 超过 核电站 包括 工作人员 污水 辐射 引发 担忧 正式 污水 排放 排放量 日方 公布 不到 时间 超过 污水 流入 排放 排放 备受 关注 核电站 污水处理 作业员 污水 溅射 情况 紧急 送医 确认 工人 男性 脸部 全身 辐射 男性 双手 下半身 辐射 医院 判明 放射性物质 皮肤 缝隙 出院 外界 疑问 重重 网友 公开 视频 收起,"[(5, 0.9870978)]",5
2023-11-02,正式 排放 污水 排放量 意味着 排放 结束 流入 污水 累计 来源 污水,"[(0, 0.012956203), (1, 0.012868479), (2, 0.012866038), (3, 0.012908224), (4, 0.012908338), (5, 0.9354927)]",5
2023-11-02,正式 排放 污水 排放量 意味着 排放 结束 流入 污水 累计 超过 漂亮 核污染 核污染,"[(0, 0.01120496), (1, 0.011149619), (2, 0.011145315), (3, 0.011179638), (4, 0.12138112), (5, 0.8339393)]",5
2023-11-06,时间 电力公司 污水 计划 排放 污水 污水 国际 社会 关注 走上 采访 民众 看法 民众 污水 做法 水域 毁灭性 导致 种群 灭绝 人类 健康 很大 视频 收起,"[(3, 0.969945)]",3
2023-11-18,排放 污水 结束 记住 国家 罪行 排放 污水 全世界 忘记 灾难 罪恶,"[(0, 0.9356736), (1, 0.0128371315), (2, 0.012848325), (3, 0.0128914155), (4, 0.012862713), (5, 0.012886801)]",0
2023-11-19,污水 水产品 发布 统计数据 显示 水产品 总额 减少 网页 链接 水产品 总额,"[(0, 0.012890344), (1, 0.012853184), (2, 0.012898534), (3, 0.013008924), (4, 0.5310268), (5, 0.41732225)]",4
2023-11-23,核污染 排入 国际 社会 建立 国际 安排 日方 严肃认真 态度 回应 国际 社会 关切 网页 链接 视频 视频,"[(5, 0.95596373)]",5
2023-12-04,公益 项目 机会 走进 儿童公园 地铁 发现 伙伴 办公室 对面 滋扰 伙伴 伙伴 广场 收起,"[(0, 0.010508197), (1, 0.010476409), (2, 0.9474895), (3, 0.010469496), (4, 0.010503485), (5, 0.010552929)]",2
2024-01-02,大公报 记者 发现 核电站 地区 沦为 死城 空气 辐射量 小时 核污染 记者 访问 居民 渔业 从业 人士 学生 华人 核电 专家 民众 排放 污水 专家 研究室 污水 放射性物质 污水 释放 国际原子能机构 报告 说法 释除 大众 疑虑 大公 视频 收起,"[(1, 0.16122736), (4, 0.5709475), (5, 0.25518954)]",4
2024-01-02,政府 大公报 记者 发现 核电站 地区 沦为 死城 空气 辐射量 小时 核污染 记者 访问 居民 渔业 从业 人士 学生 华人 核电 专家 民众 排放 污水 专家 研究室 污水 放射性物质 污水 释放 国际原子能机构 报告 说法 释除 大众 疑虑 大公 视频 收起,"[(1, 0.14782758), (4, 0.5346058), (5, 0.3052354)]",4
2024-02-03,网站 刊登 标题 厉害 文化 蔓延 球迷 垃圾 文章 指出 文化 蔓延 全世界 垃圾 情况 增加 垃圾 清洁 球迷 赛事 关注 焦点 球迷 球场上 报道 榜样 青蜂 视频 收起,"[(0, 0.13020374), (5, 0.8473714)]",5
2024-02-09,来活 核电站 水净化 装置 发生 泄漏 事故 报道 作业 人员 忘记 关闭 阀门 导致 泄漏 泄漏 水约 包含 放射性物质 来点 石锤 视频,"[(1, 0.33962104), (3, 0.4487458), (5, 0.18969864)]",3
2024-02-16,怀疑,"[(0, 0.58289087), (1, 0.083339095), (2, 0.083406135), (3, 0.08349952), (4, 0.08342327), (5, 0.083441116)]",0
2024-02-16,弯腰 鞠躬 完躬 心理 负担 精神,"[(0, 0.023836933), (1, 0.023921272), (2, 0.88069206), (3, 0.023870535), (4, 0.023837961), (5, 0.023841225)]",2
2024-02-16,荒谬 荒谬 星球 行不行,"[(0, 0.033365548), (1, 0.033499684), (2, 0.03346623), (3, 0.033967204), (4, 0.8322957), (5, 0.03340562)]",4
2024-02-16,制裁 核污染 水排,"[(0, 0.04173012), (1, 0.041703478), (2, 0.041937105), (3, 0.041909304), (4, 0.31510052), (5, 0.5176195)]",5
2024-02-18,排核 污水 国际原子能机构 排核 大户 沉默 支持 不用 宣称 国际 正义 化身 貌似 丑闻 宣称 发现 排核 污水 海域 最小 捞鱼 海域 排放 污水 半岛 远程 导弹 海域 货离 捞鱼 号称 胖子 发出 声音 渔民 国家 谴责 掀起 歌颂 浪潮 网络 集团 面向 观众 表演 节目 赢得 大选 塑造 对立 阵营 乌粉 物质 集团 网络 制造 对立 撕逼 提线木偶 哥俩 专业 团体 汇合 势力 网民 有钱 底层 谋福利 角度 底层 网民 共鸣 酝酿 计划 主演 利益 核污染 大户 屁股 污水 装么 收起,"[(2, 0.18724051), (3, 0.8046449)]",3
2023-10-01,距离 污水 到达,"[(0, 0.04178142), (1, 0.041850705), (2, 0.04175118), (3, 0.79094213), (4, 0.04184773), (5, 0.041826814)]",3
2023-11-01,抵制 发声 有没有 干预 感觉,"[(0, 0.028055193), (1, 0.02801043), (2, 0.027952716), (3, 0.58813274), (4, 0.29990548), (5, 0.027943466)]",3
2023-11-02,有没有 朋友 废水 时间,"[(0, 0.03357443), (1, 0.0336069), (2, 0.033448618), (3, 0.21599528), (4, 0.6496175), (5, 0.03375727)]",4
2023-11-18,希望 恢复 食品 视频,"[(0, 0.034206133), (1, 0.033484593), (2, 0.033550825), (3, 0.25185916), (4, 0.6131173), (5, 0.033781964)]",4
2023-10-06,生食 腌制 干净 辣椒 酱油 白酒 材料 推荐 实在 想要 建议 方法 控制 风险 不选 淡水 水产 寄生虫 病菌 感染 风险 想生 选择 买回 冷冻 小时 杀灭 海水鱼 异尖 线虫 正规 途径 购买 熟食品 国家标准 生鲜食品 食用 食品 购买 达标 鲜食 关注 海区 遭受 程度 食用 前应 关注 海域 情况 生食 医院 有没有 寄生虫 感染 收起,"[(4, 0.98535764)]",4
2024-02-17,核辐射 危害 排放 污水 危及 周边国家,"[(0, 0.023967385), (1, 0.02386124), (2, 0.5095183), (3, 0.024060944), (4, 0.024012718), (5, 0.39457938)]",2
2023-11-24,公民 说客 解除 水产品 禁令 大陆 立场 简单 就让 视频,"[(0, 0.015236132), (1, 0.4026568), (2, 0.5360142), (3, 0.015376693), (4, 0.015322218), (5, 0.01539394)]",2
2023-10-01,发现 变异 畸形 螃蟹 很小 钳子 很小 想起 废水 排放 收起,"[(0, 0.013973706), (1, 0.014094016), (2, 0.013960706), (3, 0.013968132), (4, 0.014489903), (5, 0.9295135)]",5
2023-10-02,污水 全球 致癌 看有 有钱 还能 只能 死亡 全球 分担 排放 污水 辐射 真值 事热,"[(0, 0.010502275), (1, 0.010464962), (2, 0.010460332), (3, 0.01052257), (4, 0.010513821), (5, 0.94753605)]",5
2023-10-03,排放 废水 进海 可悲 时代 雪崩 无辜 全球 空气 群落 植物 植物 光合作用 效率 森林 植物 数量 庞大 地球 水域 生长 代谢 速率 光合作用 氧气 全球 氧气 总量 氧气 最多 污水 核辐射 破坏 氧气 减少 危害 人能 只能 时间 证明 危害 危害 全人类 收起,"[(3, 0.9812942)]",3
2023-10-03,污水 热度 变小,"[(0, 0.04184086), (1, 0.34627226), (2, 0.041775405), (3, 0.48645982), (4, 0.041772332), (5, 0.041879352)]",3
2023-10-04,搜上 废水 疯马 抵制 日货 感觉 丧尸,"[(0, 0.020889416), (1, 0.020936552), (2, 0.020891858), (3, 0.81768656), (4, 0.09869472), (5, 0.020900901)]",3
2023-10-04,废水,"[(0, 0.08376247), (1, 0.08388924), (2, 0.08352567), (3, 0.581251), (4, 0.08345926), (5, 0.08411236)]",3
2023-10-04,分享 单曲 污水 排核 污水 希望 遗忘 淡忘 抵制 污水,"[(0, 0.015261455), (1, 0.015296812), (2, 0.015250663), (3, 0.9233696), (4, 0.015232488), (5, 0.01558898)]",3
2023-10-04,废水 超话 没人 关注 事儿,"[(0, 0.02782783), (1, 0.027969806), (2, 0.027931388), (3, 0.86003774), (4, 0.028211473), (5, 0.028021729)]",3
2023-10-04,摆盘 炸裂 废水 排海 引发 变异,"[(0, 0.023929633), (1, 0.023926014), (2, 0.023898037), (3, 0.024427904), (4, 0.023893356), (5, 0.8799251)]",5
2023-10-04,文化 入侵 白皮 色情 文化 入侵 入侵 废水 金蛙 奖热,"[(0, 0.9239823), (1, 0.01519977), (2, 0.015187487), (3, 0.015230693), (4, 0.015191902), (5, 0.015207833)]",0
2023-10-03,恶心 谣言 基础 证明 关心 废水 喜欢 操出,"[(0, 0.018589156), (1, 0.018639546), (2, 0.01859667), (3, 0.90658617), (4, 0.01861263), (5, 0.018975874)]",3
2023-10-05,浇灌 赞同 核污染 水排 提议 供水 紧张 核污染 建议 用于 烹饪 洗涤 用途 排入 核污染 水排 电力公司 放射性 浓度 符合 排放 标准 历时 排海 俄方 供水 紧张 建议 污水 用于 烹饪 用途 收起,"[(2, 0.47122145), (5, 0.50903016)]",5
2023-10-07,朋友 有没有 嗓子疼 打喷嚏 流鼻涕 回事儿 废水 瓜系,"[(0, 0.018671298), (1, 0.9057527), (2, 0.018611424), (3, 0.018894406), (4, 0.019287802), (5, 0.018782413)]",1
2023-10-07,长假 朋友 好奇 废水 排泄,"[(0, 0.027971478), (1, 0.028082209), (2, 0.028154317), (3, 0.028298946), (4, 0.028110007), (5, 0.859383)]",5
2023-10-08,预感 废水 排放 局部战争 扩大化 平民百姓 世界,"[(0, 0.02103857), (1, 0.020955382), (2, 0.02095048), (3, 0.8951169), (4, 0.020943716), (5, 0.020994956)]",3
2023-10-08,想起,"[(0, 0.08334967), (1, 0.58257973), (2, 0.08334971), (3, 0.08334949), (4, 0.083349705), (5, 0.08402167)]",1
2023-10-09,废水 富人 科技 穷人 变异,"[(0, 0.02812273), (1, 0.8594514), (2, 0.027965117), (3, 0.028270617), (4, 0.027918994), (5, 0.028271088)]",1
2023-10-12,废水 鼻孔 排出,"[(0, 0.041896477), (1, 0.041947957), (2, 0.041851435), (3, 0.042133994), (4, 0.0421389), (5, 0.79003125)]",5
2023-10-12,拒绝 冷漠 看客 角落里 沉默 诋毁 嘲笑 光明 照耀,"[(0, 0.01673237), (1, 0.9163996), (2, 0.016688338), (3, 0.016768325), (4, 0.01667345), (5, 0.016737873)]",1
2023-10-13,事件 废水 抵制 抵制 挺欢 卖货 便宜 便宜 伤天害理,"[(0, 0.4370348), (1, 0.20698869), (2, 0.016733559), (3, 0.3057494), (4, 0.016736012), (5, 0.016757617)]",0
2023-10-16,什么游戏,"[(0, 0.08384135), (1, 0.5808043), (2, 0.08384227), (3, 0.08383549), (4, 0.08384192), (5, 0.08383469)]",1
2023-10-16,骑车 阴影 后遗症 刹车 天气 起不来 加速 加速 踩点 幸好 单位 同事 顺路 开车 上下班 接送 还给 早饭 健康 习惯 早餐 收起,"[(0, 0.9634136)]",0
2023-10-19,糊涂蛋 军火贩子 恐怖组织 全世界 建立 生物 实验室 毒杀 全人类 提供 武器 炸死 无辜 平民 默认 废水 排放 无视 怀府 刀客 视频,"[(5, 0.9617436)]",5
2023-10-20,人类 废水 排放 捕杀 流浪狗 好像 人类 做主 听从 人类 意志 造物主 威力 人类 没见 贪婪 不知 回头,"[(0, 0.9557016)]",0
2023-10-20,废水 区别 恶心,"[(0, 0.041771036), (1, 0.04230584), (2, 0.041936964), (3, 0.79016423), (4, 0.041800812), (5, 0.04202115)]",3
2023-10-20,海盐 收到 收到 海盐 牛奶 面包 生产日期 感到 担心 百度 了下 海盐 废水 流到 小鬼子 人类 毒瘤 收起,"[(4, 0.9555104)]",4
2023-10-21,狗窝 发声 小女孩 废水 不见 谴责,"[(0, 0.36551985), (1, 0.53837633), (2, 0.023919212), (3, 0.024190903), (4, 0.023894677), (5, 0.024098996)]",1
2023-10-23,世界 联合 打败 打倒 支持 独立 归还 土地 世界 怀府 刀客 视频,"[(0, 0.012938215), (1, 0.012872182), (2, 0.012994573), (3, 0.8268223), (4, 0.012945638), (5, 0.12142714)]",3
2023-10-26,天气 适合 睡觉 折子 小咪 废水 超话,"[(0, 0.021028882), (1, 0.89520276), (2, 0.020943666), (3, 0.020980367), (4, 0.02090036), (5, 0.020943921)]",1
2023-10-25,姥姥 电话 废水 国际 视野 关注 时事,"[(0, 0.36552942), (1, 0.02108788), (2, 0.020916712), (3, 0.3809501), (4, 0.19041288), (5, 0.021103008)]",3
2023-10-28,地球 面临 水资源 危机 短缺 废水 全球 面对 危机 人类 院士 化学 奖得主 核能 能源技术 研究院 名誉教授 教授 分享 给出 解决方案 沙漠 集水 技术 科学家 收集器 该集 水器 海绵 材料 大气 吸水 利用 太阳能 吸入 饮用水 材料 净化 水质 应对 废水 危机 技术 验证 解决 水资源 短缺 废水 危机 潜力 提供 可靠 水资源 科技 视频 收起,"[(5, 0.98530096)]",5
