内容,主题概率,主题类型
物流 货品 包装 甜口,"[(0, 0.1096797), (1, 0.067030855), (2, 0.8232894)]",2
坏果 酸甜 口感 不错,"[(0, 0.44682205), (1, 0.06839947), (2, 0.4847785)]",2
口感 物流 很快 客服 态度,"[(0, 0.34837562), (1, 0.3840233), (2, 0.26760107)]",1
第一次 挺好吃 女儿 喜欢,"[(0, 0.6015268), (1, 0.3301653), (2, 0.0683079)]",0
好吃 好吃 特别,"[(0, 0.09302117), (1, 0.8185001), (2, 0.08847875)]",1
个头 不错 评价,"[(0, 0.090511695), (1, 0.084328), (2, 0.82516026)]",2
个头 挺大 好吃 一次性,"[(0, 0.08504604), (1, 0.38075146), (2, 0.53420246)]",2
一股 梅干菜,"[(0, 0.11336931), (1, 0.77369004), (2, 0.11294066)]",1
小朋友 喜欢 下单,"[(0, 0.6162919), (1, 0.104366615), (2, 0.2793415)]",0
第一次 甜酸 酸甜 味道,"[(0, 0.8585968), (1, 0.07295809), (2, 0.06844512)]",0
挺好吃 怀孕 孕吐,"[(0, 0.32134944), (1, 0.5946466), (2, 0.084003985)]",1
没吃过 好不好,"[(0, 0.11122686), (1, 0.12258267), (2, 0.7661905)]",2
还行 山楂,"[(0, 0.41769052), (1, 0.11152152), (2, 0.47078794)]",2
味道 特别 喜欢,"[(0, 0.82441336), (1, 0.090816654), (2, 0.084769994)]",0
坏果 赔付,"[(0, 0.51553583), (1, 0.36115202), (2, 0.12331219)]",0
物流 速度 快递 很快,"[(0, 0.84451985), (1, 0.07725134), (2, 0.078228794)]",0
九甜 一点 售后 超级,"[(0, 0.2449866), (1, 0.45179752), (2, 0.3032159)]",1
喜欢 酸甜 好吃 停不下来,"[(0, 0.5909545), (1, 0.07350161), (2, 0.33554393)]",0
东西 小包,"[(0, 0.13211255), (1, 0.44781533), (2, 0.4200721)]",1
一包 好吃 好吃,"[(0, 0.09159298), (1, 0.4309736), (2, 0.4774334)]",2
酸甜 味道 很棒 小孩,"[(0, 0.6594378), (1, 0.06762378), (2, 0.27293846)]",0
好吃 停不下来 特别 通便,"[(0, 0.07281948), (1, 0.46039885), (2, 0.46678168)]",2
希望 习惯,"[(0, 0.11713463), (1, 0.12395167), (2, 0.7589137)]",2
好吃 购买 好评,"[(0, 0.086899295), (1, 0.49395674), (2, 0.41914394)]",1
好吃 酸甜 一袋,"[(0, 0.76561254), (1, 0.11193784), (2, 0.1224496)]",0
少量 掉牙 口水 评价,"[(0, 0.068606265), (1, 0.06876981), (2, 0.862624)]",2
好吃 太慢,"[(0, 0.7418859), (1, 0.13833755), (2, 0.11977651)]",0
味道 别家 好吃,"[(0, 0.40042546), (1, 0.5126867), (2, 0.08688784)]",1
酸角 特别 好吃 下次 回购,"[(0, 0.060315695), (1, 0.88147587), (2, 0.058208466)]",1
好吃 习惯 味道,"[(0, 0.43408865), (1, 0.09513313), (2, 0.47077823)]",2
果实 一点 变质 损坏 味道 不错,"[(0, 0.9005159), (1, 0.04835103), (2, 0.05113305)]",0
坏果 味道,"[(0, 0.7706373), (1, 0.111314006), (2, 0.11804872)]",0
到货 开吃 酸甜 美味,"[(0, 0.22015981), (1, 0.3012461), (2, 0.47859412)]",2
酸甜 七分 三分 开胃,"[(0, 0.3092306), (1, 0.6212762), (2, 0.06949318)]",1
酸甜 甜度 大于 酸度,"[(0, 0.74394476), (1, 0.0688432), (2, 0.18721198)]",0
家里人 超爱 甜酸 采购,"[(0, 0.07680603), (1, 0.566265), (2, 0.356929)]",1
好吃 想象,"[(0, 0.122506425), (1, 0.14793833), (2, 0.72955525)]",2
一袋 味道,"[(0, 0.6833492), (1, 0.121788576), (2, 0.19486219)]",0
酸甜 好吃 不多,"[(0, 0.8179723), (1, 0.09453725), (2, 0.08749046)]",0
坏果 比例 接受,"[(0, 0.09221425), (1, 0.08431485), (2, 0.8234709)]",2
好吃 胀气,"[(0, 0.11834657), (1, 0.7644372), (2, 0.117216244)]",1
产品 特别 好吃,"[(0, 0.08975896), (1, 0.8237113), (2, 0.08652977)]",1
果子 特别 新鲜 好吃,"[(0, 0.07577208), (1, 0.3825176), (2, 0.5417103)]",2
姐说 好吃 味道 不错,"[(0, 0.8498743), (1, 0.07427022), (2, 0.075855464)]",0
送货 快递 签收 通知,"[(0, 0.06779876), (1, 0.5921115), (2, 0.34008968)]",1
好吃 没什么 果大 新鲜 真心 好吃,"[(0, 0.055271458), (1, 0.05560471), (2, 0.88912386)]",2
味道 喜欢 酸角,"[(0, 0.82585543), (1, 0.08830258), (2, 0.08584202)]",0
酸甜 好吃 品相,"[(0, 0.8181907), (1, 0.09443134), (2, 0.087377965)]",0
一袋 十来个 样子 很大 没坏,"[(0, 0.5494086), (1, 0.056974817), (2, 0.39361656)]",0
好吃 厕所,"[(0, 0.12193167), (1, 0.75836545), (2, 0.11970286)]",1
酸甜 我家 特别,"[(0, 0.33961454), (1, 0.5758098), (2, 0.084575705)]",1
个头 包装 酸甜,"[(0, 0.8203665), (1, 0.084129944), (2, 0.09550352)]",0
习惯 好评 发霉 酸角,"[(0, 0.073081344), (1, 0.08238906), (2, 0.84452957)]",2
一袋 回购 四袋 不腻,"[(0, 0.0695342), (1, 0.8557945), (2, 0.074671276)]",1
商家 服务态度 解决问题,"[(0, 0.7371852), (1, 0.17874041), (2, 0.08407439)]",0
打开 一包 好吃,"[(0, 0.089313045), (1, 0.10217277), (2, 0.8085142)]",2
全家,"[(0, 0.16685486), (1, 0.16676189), (2, 0.6663832)]",2
女儿,"[(0, 0.6665987), (1, 0.16670603), (2, 0.1666953)]",0
好吃 质量,"[(0, 0.12361449), (1, 0.15117025), (2, 0.72521526)]",2
感觉 酸味,"[(0, 0.75779986), (1, 0.11875816), (2, 0.12344198)]",0
挺好吃 新鲜,"[(0, 0.11705578), (1, 0.72547925), (2, 0.15746495)]",1
几颗,"[(0, 0.16673651), (1, 0.66652185), (2, 0.16674164)]",1
收到 了谢,"[(0, 0.11684622), (1, 0.6965279), (2, 0.18662587)]",1
受潮,"[(0, 0.17201209), (1, 0.65611994), (2, 0.17186798)]",1
味道 很好 喜欢,"[(0, 0.5948368), (1, 0.083941504), (2, 0.3212217)]",0
东西 值得 推荐,"[(0, 0.09729463), (1, 0.5722222), (2, 0.33048323)]",1
卖家 服务态度,"[(0, 0.46095333), (1, 0.1216478), (2, 0.41739893)]",0
满意 味道,"[(0, 0.5380346), (1, 0.3316316), (2, 0.1303338)]",0
不错 很甜 新鲜,"[(0, 0.5245235), (1, 0.10149445), (2, 0.37398207)]",0
很甜 无坏,"[(0, 0.4136442), (1, 0.14147528), (2, 0.44488055)]",2
挺好吃 好评,"[(0, 0.11124426), (1, 0.4467474), (2, 0.44200832)]",1
一点 拉肚子,"[(0, 0.45206517), (1, 0.4316546), (2, 0.116280235)]",0
不酸,"[(0, 0.6648994), (1, 0.16796269), (2, 0.1671379)]",0
酸甜 开胃,"[(0, 0.7700728), (1, 0.11696289), (2, 0.112964295)]",0
接受,"[(0, 0.16686279), (1, 0.16678195), (2, 0.6663553)]",2
店主人,"[(0, 0.17969017), (1, 0.6414417), (2, 0.17886813)]",1
产品 收到 味道 不错,"[(0, 0.41449445), (1, 0.28624725), (2, 0.29925832)]",0
态度,"[(0, 0.16955248), (1, 0.6627453), (2, 0.16770223)]",1
好多 坏果,"[(0, 0.4204416), (1, 0.45118058), (2, 0.12837784)]",1
解馋,"[(0, 0.1675654), (1, 0.19588867), (2, 0.6365459)]",2
吧哈,"[(0, 0.17969665), (1, 0.6414151), (2, 0.17888822)]",1
好评 喜欢 回购,"[(0, 0.3940799), (1, 0.25929722), (2, 0.34662288)]",0
喜欢 口感,"[(0, 0.42746505), (1, 0.11199832), (2, 0.46053663)]",2
一包 漏气,"[(0, 0.11161535), (1, 0.112638764), (2, 0.77574587)]",2
商家 售后 不错,"[(0, 0.10213352), (1, 0.76144516), (2, 0.13642132)]",1
味道 很正,"[(0, 0.7770709), (1, 0.11117423), (2, 0.11175492)]",0
回购 挺好吃,"[(0, 0.11303781), (1, 0.775725), (2, 0.111237176)]",1
真香 警告,"[(0, 0.11382735), (1, 0.77294576), (2, 0.113226846)]",1
巨酸 坏果,"[(0, 0.7671258), (1, 0.11326264), (2, 0.1196116)]",0
好吃 很大 颗粒,"[(0, 0.09216939), (1, 0.09531999), (2, 0.8125106)]",2
口感 还行,"[(0, 0.41397765), (1, 0.11174121), (2, 0.47428113)]",2
二次 购买 好吃,"[(0, 0.08577019), (1, 0.8284105), (2, 0.085819304)]",1
喜欢 吃哈,"[(0, 0.7767829), (1, 0.111359), (2, 0.11185812)]",0
果实 很大,"[(0, 0.7511778), (1, 0.111118674), (2, 0.13770354)]",0
客服 态度,"[(0, 0.112003535), (1, 0.7764526), (2, 0.11154392)]",1
顾客 回购,"[(0, 0.113082014), (1, 0.7755428), (2, 0.111375235)]",1
好吃 果肉 保满,"[(0, 0.12058937), (1, 0.77172923), (2, 0.10768134)]",1
好吃 无数次,"[(0, 0.11597356), (1, 0.76872694), (2, 0.11529945)]",1
微甜,"[(0, 0.16692737), (1, 0.16691433), (2, 0.6661583)]",2
一点 不酸,"[(0, 0.7752418), (1, 0.1115288), (2, 0.1132294)]",0
偏贵 一点,"[(0, 0.44567093), (1, 0.4385301), (2, 0.115798995)]",0
推荐 不错,"[(0, 0.12568939), (1, 0.5050061), (2, 0.36930454)]",1
好吃 甜而不腻,"[(0, 0.7421453), (1, 0.13842244), (2, 0.11943231)]",0
客服 态度 超级,"[(0, 0.08477594), (1, 0.59039867), (2, 0.32482538)]",1
酸甜 可口 开胃,"[(0, 0.82829225), (1, 0.08663856), (2, 0.08506914)]",0
味道 还成,"[(0, 0.7734029), (1, 0.11307001), (2, 0.11352708)]",0
种子,"[(0, 0.17081685), (1, 0.66165286), (2, 0.16753027)]",1
烂货,"[(0, 0.17973356), (1, 0.641357), (2, 0.17890942)]",1
还行 好吃,"[(0, 0.74110216), (1, 0.1381917), (2, 0.120706126)]",0
好吃 很棒,"[(0, 0.12248141), (1, 0.14968422), (2, 0.72783434)]",2
酸甜 可口 好吃,"[(0, 0.8159603), (1, 0.09555866), (2, 0.08848108)]",0
酸角 收到 酸甜 好吃,"[(0, 0.7852157), (1, 0.096200496), (2, 0.11858385)]",0
不难,"[(0, 0.17113762), (1, 0.16815117), (2, 0.6607112)]",2
没吃过 味道,"[(0, 0.42261085), (1, 0.15912712), (2, 0.4182621)]",0
满意 第二次 购买,"[(0, 0.08491272), (1, 0.828567), (2, 0.086520284)]",1
酸甜 口味 喜欢,"[(0, 0.76630145), (1, 0.09925991), (2, 0.13443863)]",0
酸甜 适中 喜欢,"[(0, 0.56951374), (1, 0.095110215), (2, 0.33537602)]",0
味道 很棒 回购,"[(0, 0.38690507), (1, 0.26921555), (2, 0.34387937)]",0
和熟 好吃,"[(0, 0.1189467), (1, 0.76337826), (2, 0.11767502)]",1
好吃 一会 一包,"[(0, 0.09135391), (1, 0.60387343), (2, 0.3047727)]",1
挺多 受潮,"[(0, 0.11345656), (1, 0.77215576), (2, 0.11438767)]",1
收到 一包,"[(0, 0.11335178), (1, 0.11606644), (2, 0.7705818)]",2
超级 喜欢,"[(0, 0.4436746), (1, 0.11175554), (2, 0.44456983)]",2
没坏,"[(0, 0.66660345), (1, 0.1666975), (2, 0.16669904)]",0
喜欢 不错,"[(0, 0.75229144), (1, 0.1143843), (2, 0.1333242)]",0
挺好吃 酸甜 可口,"[(0, 0.5463323), (1, 0.36874297), (2, 0.08492475)]",0
以往,"[(0, 0.66584706), (1, 0.16710879), (2, 0.16704415)]",0
售后,"[(0, 0.17240874), (1, 0.6602819), (2, 0.16730936)]",1
特别 好吃 好评,"[(0, 0.094396584), (1, 0.47282434), (2, 0.4327791)]",1
蛮好 好吃,"[(0, 0.116027325), (1, 0.7685566), (2, 0.11541605)]",1
甜度 好吃,"[(0, 0.12425776), (1, 0.1562745), (2, 0.71946776)]",2
太酸,"[(0, 0.6654864), (1, 0.16723199), (2, 0.1672816)]",0
喜欢 味道,"[(0, 0.77650356), (1, 0.11126649), (2, 0.11222995)]",0
喜欢 主播,"[(0, 0.75166994), (1, 0.13666837), (2, 0.111661635)]",0
好次 酸甜,"[(0, 0.38815722), (1, 0.49966398), (2, 0.112178765)]",1
厕所 畅通,"[(0, 0.11818717), (1, 0.7650533), (2, 0.11675953)]",1
味道 好吃 服务,"[(0, 0.8009744), (1, 0.10726575), (2, 0.09175983)]",0
有点像 柿饼 味道,"[(0, 0.5750799), (1, 0.33987787), (2, 0.08504222)]",0
可感 喜欢 星期 三次 银耳 有时候 花胶 有时候 莲子 百合 木瓜 百合 提前 莲子 完会 回购,"[(0, 0.21046689), (1, 0.7696155), (2, 0.019917607)]",1
十分满意 急用 特意 交代 客服 加急 头天 晚上 第三天 下午 收到 客服 态度 百合 莲子 两个 储存罐 百合 看着 用磺,"[(0, 0.087955914), (1, 0.63135475), (2, 0.28068933)]",1
很棒 银耳 烧杯 莲子 太粉 下次 试一下 百合 不错,"[(0, 0.13913462), (1, 0.67881256), (2, 0.18205279)]",1
红莲 白莲 双拼 一瓶 百合 一瓶 陈皮 红豆 莲子 百合 好吃,"[(0, 0.028381677), (1, 0.9432986), (2, 0.028319728)]",1
购买 喜欢 莲心 红莲 白莲 香甜 秋冬 豆浆 喜欢 回购 杯子,"[(0, 0.22176342), (1, 0.74878705), (2, 0.029449584)]",1
感谢 卖家 赠送 罐子 保存 卖家 贴心 百合 干品 不错 回购,"[(0, 0.02883015), (1, 0.53529394), (2, 0.43587592)]",1
收到 质量 商家 赠送 个蜜 封筒 五星 好评 晒图,"[(0, 0.035207324), (1, 0.10122531), (2, 0.8635674)]",2
百合 称给 赠送 食谱 食谱 莲子 百合 绿豆粥,"[(0, 0.037923742), (1, 0.8194334), (2, 0.14264284)]",1
百合 干净 色泽 自然 莲子 糖水 香甜 好吃 店家 周到 赠送 密封罐 保存 真是太 值得 推荐,"[(0, 0.020103622), (1, 0.68610346), (2, 0.2937929)]",1
莲子 收到 质量 直播间 描述 莲子 颗粒 饱满 大小 均匀 口感 赠送 罐子 莲子 有心 物流 很快 推荐 购买 回购,"[(0, 0.1516495), (1, 0.46212637), (2, 0.38622415)]",1
第二次 莲子 打开 莲子 银耳 百合 味道 不错 下次 银耳,"[(0, 0.15635037), (1, 0.8084704), (2, 0.035179242)]",1
品质 真的 颜色 很正 漂白 放心 店家 赠送 密封 真的 用心 回购,"[(0, 0.14991273), (1, 0.4222568), (2, 0.42783052)]",2
满意 购物 莲子 百合 颗粒 干净 店家 两个 杯子 下次 光顾 本店,"[(0, 0.10760786), (1, 0.7447874), (2, 0.14760476)]",1
百合 收到 不错 异味 大片,"[(0, 0.060719408), (1, 0.7377981), (2, 0.20148249)]",1
百合 肉质 厚实 不错 五星 好评,"[(0, 0.3267969), (1, 0.19849107), (2, 0.474712)]",2
百合 熬粥 回购 满意,"[(0, 0.068156734), (1, 0.6288363), (2, 0.303007)]",1
颜色 正品 购物 开心,"[(0, 0.07127265), (1, 0.3018923), (2, 0.62683505)]",2
口感 不错 分量 十足 货真价实,"[(0, 0.2439412), (1, 0.06507794), (2, 0.6909808)]",2
百合 收到 一罐 不错,"[(0, 0.07241604), (1, 0.6329888), (2, 0.29459518)]",1
这家 莲子 质量 百合 描述 农产品 值得 购买,"[(0, 0.15146825), (1, 0.60332423), (2, 0.24520752)]",1
购买 他家 产品 购买 百合 赠送 盒子 百合 正好,"[(0, 0.14106716), (1, 0.6219502), (2, 0.23698261)]",1
第二次 购买 莲子 百合 打开 袋子 植物 清香 喜欢 放心 山药 河南 焦作 山药 品质 放心,"[(0, 0.08580661), (1, 0.893342), (2, 0.020851383)]",1
收到 迫不及待 打开 味道 不错 莲子 打开 香味,"[(0, 0.13481268), (1, 0.27209285), (2, 0.59309447)]",2
感谢 尽责 速递 小哥 感谢 商家 赠送 塑料 罐子 莲子 百合 不错 新鲜,"[(0, 0.02487434), (1, 0.83820367), (2, 0.13692194)]",1
包装 两个 储物 几天,"[(0, 0.8559241), (1, 0.07034758), (2, 0.07372823)]",0
口感 微苦 小时 苦味 黄色 段时间 希望 效果,"[(0, 0.039430704), (1, 0.03912794), (2, 0.9214413)]",2
百合 收到 迈送 小桶 贴心 品尝 追评 深秋 季节 百合 不错 选择 好评,"[(0, 0.22406499), (1, 0.34686294), (2, 0.42907205)]",2
莲子 百合 平时 煲汤 用到 两种 食材 两个 密封罐 贴心 第一次 你家 东西 回购,"[(0, 0.29076576), (1, 0.56889933), (2, 0.14033484)]",1
百合 喝粥 美味 推荐 购买 超市 好多,"[(0, 0.041912924), (1, 0.91178125), (2, 0.046305805)]",1
第一次 百合 味道 自然 晒干 品质 不错 下次 你家,"[(0, 0.19457379), (1, 0.768635), (2, 0.036791217)]",1
物流 很快 包装 盒子 百合 质量,"[(0, 0.30504572), (1, 0.19629237), (2, 0.49866188)]",2
日期 新鲜 货物 不错 下次 光顾 采购 保持良好 品质,"[(0, 0.0350287), (1, 0.34939364), (2, 0.6155777)]",2
莲子 发现 百合 莲子 好吃 百合 复购 莲子 卖家 食谱 赠品 人性化 卖家 复购 优惠价,"[(0, 0.085383885), (1, 0.8897076), (2, 0.0249085)]",1
质量上乘 复购 养生 食谱 保鲜盒 周到,"[(0, 0.30658713), (1, 0.64363354), (2, 0.049779348)]",1
百合 打开 味道 清香 银耳 百合 莲子 味道 不错 好评,"[(0, 0.2616827), (1, 0.5315181), (2, 0.20679922)]",1
发货 速度 很快 杯子 收到 满意 回购,"[(0, 0.56585175), (1, 0.38621336), (2, 0.04793487)]",0
干净 半斤 不错 他家 莲子,"[(0, 0.059608348), (1, 0.44566837), (2, 0.49472326)]",2
好吃 莲子 百合 芡实 山药 推荐 闺蜜 罐子 大小 合适,"[(0, 0.03286489), (1, 0.6696907), (2, 0.2974444)]",1
一包 莲子 一包 百合 看着 不错 包装 喜欢 期待 银耳 莲子 百合,"[(0, 0.10734737), (1, 0.46570367), (2, 0.42694896)]",1
莲子 饱满 唯一 质量 百合 个头 店家 细心 回购,"[(0, 0.035319116), (1, 0.6215502), (2, 0.34313065)]",1
商家 莲子 百合 质量 两个 密封罐,"[(0, 0.22401366), (1, 0.6263203), (2, 0.14966606)]",1
百合 味道 自然 新鲜 干燥剂 值得 购买 回购,"[(0, 0.16163686), (1, 0.7989285), (2, 0.039434664)]",1
莲子 不错 一股 清香 味道 百合 不错 看图,"[(0, 0.26819932), (1, 0.68820006), (2, 0.043600604)]",1
上次 莲子 品质 不错 百合 质量 肯定 光顾,"[(0, 0.039870597), (1, 0.808321), (2, 0.1518084)]",1
东西 收到 回购 长时间 家里 老人 回购,"[(0, 0.46069252), (1, 0.25709596), (2, 0.28221154)]",0
百合 饱满 清香 好吃 送有 盒子,"[(0, 0.049721688), (1, 0.56637436), (2, 0.38390392)]",1
发货 又快又好 秋天 百合 煮水 煮粥 滋阴 降噪 第一次 看着 试看 回购 月份 新鲜 日期,"[(0, 0.31773227), (1, 0.30482885), (2, 0.37743887)]",2
收到 百合 打开 新鲜 质量 值得 购买,"[(0, 0.04284128), (1, 0.5638932), (2, 0.39326552)]",1
一会儿 一碗 银耳 百合 莲子汤 好吃 回购,"[(0, 0.2691926), (1, 0.5474801), (2, 0.18332724)]",1
百合 分量 密封 东西 质量 不错 物美价廉 发货 速度,"[(0, 0.38106835), (1, 0.25742412), (2, 0.36150756)]",0
宝贝 收到 看着 不错 试吃 好吃 回购,"[(0, 0.04501623), (1, 0.21784095), (2, 0.73714286)]",2
不错 看着 干净 赠送 两个 盒子 再来 追评,"[(0, 0.15804258), (1, 0.037540108), (2, 0.8044173)]",2
第三次 购买 拍过 莲子 百合 感觉 不错 每次 密封罐 蛮好,"[(0, 0.032545492), (1, 0.93340343), (2, 0.034051057)]",1
百合 收到 大小 均匀 颜色 很正 赠送 杯子 质量 不错,"[(0, 0.2316198), (1, 0.2322792), (2, 0.536101)]",2
乡里 美食 龙山 百合 收到 商家 描述 相符 叶片 干净 性价比 赠送 密封罐 非常感谢,"[(0, 0.40036675), (1, 0.27186665), (2, 0.32776663)]",0
百合 收到 商家 你家,"[(0, 0.06885855), (1, 0.8558568), (2, 0.07528466)]",1
百合 整洁 干净 硫磺 密封罐,"[(0, 0.061485156), (1, 0.87553316), (2, 0.06298168)]",1
百合 品相 不错 卖家 赠送 罐子 保存 回购,"[(0, 0.18555506), (1, 0.33559653), (2, 0.47884843)]",2
百合 颜色 偏黄 品质 不错 异味 清香,"[(0, 0.42073655), (1, 0.53080875), (2, 0.04845473)]",1
物流 特别 商家 两个 这下 不用 东西 新鲜 明天 银耳 莲子 百合,"[(0, 0.41737825), (1, 0.4071979), (2, 0.17542385)]",0
收到 商品 物流 服务 每片 好吃 下次 购买,"[(0, 0.18319993), (1, 0.7665377), (2, 0.050262388)]",1
百合 不错 店家 还给 食谱 科普 意义 下次 买点 莲子,"[(0, 0.12827335), (1, 0.83696306), (2, 0.034763623)]",1
上次 莲子 百合 一单 百合 贴心 食谱,"[(0, 0.042919107), (1, 0.9151183), (2, 0.041962627)]",1
前两天 收到 包装 特别 回购,"[(0, 0.28943178), (1, 0.63474804), (2, 0.07582013)]",1
百合 收到 包装 很好 物流 很快 日期 质量 一看 熏硫 口感 品尝 追评,"[(0, 0.028229525), (1, 0.12473978), (2, 0.8470307)]",2
百合 莲子 看着 不错 原色 原味 漂白 一类 密封罐 正好 过后 再加,"[(0, 0.15153922), (1, 0.43656728), (2, 0.4118935)]",1
莲子 打开 清香味 干净 百合 第一次 味道不好 熏硫 颜色 泛黄 罐子 正好 储存,"[(0, 0.1366134), (1, 0.4484294), (2, 0.4149572)]",1
硫磺 熏制 放心 购买 保鲜 装入 一袋 百合 莲子 银耳 豆浆 味道 不错,"[(0, 0.11969168), (1, 0.85176075), (2, 0.028547619)]",1
莲子 收到 银耳 好吃 主播 描述,"[(0, 0.268508), (1, 0.67848146), (2, 0.05301057)]",1
个头 分量 蜂蜜 太棒了 一单,"[(0, 0.06190474), (1, 0.37535623), (2, 0.562739)]",2
超市 很贵 划算 看着 蛮好,"[(0, 0.056275792), (1, 0.23058408), (2, 0.71314013)]",2
百合 无杂质 染色 挺好吃 卖家,"[(0, 0.056572486), (1, 0.6351727), (2, 0.3082548)]",1
莲子 不错 百合,"[(0, 0.09845024), (1, 0.7689843), (2, 0.13256545)]",1
不错 不错 等用 进一步 评价,"[(0, 0.058803726), (1, 0.057169188), (2, 0.8840271)]",2
香甜 口感 不错,"[(0, 0.08867665), (1, 0.08682508), (2, 0.8244983)]",2
百合 收到 回购,"[(0, 0.08714559), (1, 0.8127491), (2, 0.10010532)]",1
第三次 回购 值得 购买,"[(0, 0.06731302), (1, 0.8656972), (2, 0.06698977)]",1
第二次 味道 推荐,"[(0, 0.3480758), (1, 0.56666183), (2, 0.085262336)]",1
第一次 尝试 百合 好吃 分量 很足,"[(0, 0.05007212), (1, 0.70334536), (2, 0.24658254)]",1
发货 品质 回购,"[(0, 0.4470469), (1, 0.4685208), (2, 0.084432304)]",1
白色 黄色 好吃 评价 莲子,"[(0, 0.06467737), (1, 0.2949631), (2, 0.6403595)]",2
不错 密封罐,"[(0, 0.12298462), (1, 0.1428133), (2, 0.7342021)]",2
意外 惊喜 收到 杯子 没熏 硫磺 百合 不错,"[(0, 0.03908763), (1, 0.67478925), (2, 0.2861231)]",1
百合 真心 回购,"[(0, 0.08961333), (1, 0.58211493), (2, 0.32827178)]",1
百合 收到 看着 不错 干燥 碎渣 异味 值得 购买 物流 很快,"[(0, 0.044291973), (1, 0.39975706), (2, 0.555951)]",2
百合 大片 新鲜 店家 罐子 罐子 百合 正合适 实用 味道 过后 再来 追评 口感,"[(0, 0.116650596), (1, 0.24571057), (2, 0.63763887)]",2
百合 收到 新鲜 质量 不错 干净 无杂质 煲汤 真的 不错 推荐 购买,"[(0, 0.026583344), (1, 0.31090367), (2, 0.66251296)]",2
一如既往 高品质 回购,"[(0, 0.0902653), (1, 0.8205365), (2, 0.0891982)]",1
莲子 百合 回购 产品 干净 卫生 干燥 保存 味道 展示 每次 购买 赠品 盒子 保鲜 实用,"[(0, 0.19844079), (1, 0.4775601), (2, 0.32399914)]",1
日期 试吃 看着 挺好 追评,"[(0, 0.22445373), (1, 0.0563494), (2, 0.7191969)]",2
百合 收到 你家 百合 莲子 品质 不错 保鲜 物流 快递 送货 好评,"[(0, 0.030630505), (1, 0.5043991), (2, 0.46497032)]",1
收到 看着 满意,"[(0, 0.08603917), (1, 0.09507192), (2, 0.8188889)]",2
莲子 百合 真的 真的 百合,"[(0, 0.056422386), (1, 0.8862014), (2, 0.057376195)]",1
看着 不错 分量 很足 包装 没尝,"[(0, 0.05049362), (1, 0.051576868), (2, 0.8979295)]",2
东西 不错 真的 湘莲 回来,"[(0, 0.06283365), (1, 0.062808156), (2, 0.87435824)]",2
百合 很正 几次,"[(0, 0.3372101), (1, 0.5793807), (2, 0.08340926)]",1
分量 好吃 优质,"[(0, 0.09170147), (1, 0.349398), (2, 0.55890054)]",2
百合 不错 适合 秋季 喜欢,"[(0, 0.66566503), (1, 0.27109593), (2, 0.06323903)]",0
买回来 银耳 香甜 下次 炖汤 好吃,"[(0, 0.24070594), (1, 0.40049824), (2, 0.3587958)]",1
包装 完好 物流 很快,"[(0, 0.860183), (1, 0.06689637), (2, 0.072920635)]",0
收到 煲汤 莲子 银耳 百合 芡实 莲子,"[(0, 0.04265007), (1, 0.7469956), (2, 0.21035433)]",1
百合 质量 购买,"[(0, 0.084431596), (1, 0.61296016), (2, 0.30260825)]",1
东西 不错 绿色 环保 好吃 价位 合适 值得 推荐,"[(0, 0.37338462), (1, 0.3531166), (2, 0.27349874)]",0
收货 评价 不错,"[(0, 0.086083636), (1, 0.08826391), (2, 0.8256525)]",2
很好 干燥 味道 香甜,"[(0, 0.27383965), (1, 0.07039618), (2, 0.65576416)]",2
卖相 很好 百合 超市 发该 整齐 异味 期待 味道 不错,"[(0, 0.06907316), (1, 0.22279556), (2, 0.7081313)]",2
宝贝 不错 下次 回购,"[(0, 0.071008205), (1, 0.43449584), (2, 0.49449593)]",2
颜色 狠活 再来,"[(0, 0.091310084), (1, 0.3346539), (2, 0.574036)]",2
收到 主播 完全一致 原生态 五星 好评 做出 成品 分享,"[(0, 0.03481022), (1, 0.518658), (2, 0.44653174)]",1
莲子 百合 收到 干净 银耳 不错,"[(0, 0.05069647), (1, 0.68095076), (2, 0.2683528)]",1
收到 品质 不错 回购,"[(0, 0.07657637), (1, 0.62181824), (2, 0.30160537)]",1
货真价实 回购 四次,"[(0, 0.25838876), (1, 0.47486162), (2, 0.2667496)]",1
日期 新鲜 干燥剂,"[(0, 0.085492305), (1, 0.5093558), (2, 0.40515193)]",1
莲子 百荷 不错 个头 均匀 荷叶 挺大 碎片,"[(0, 0.04432552), (1, 0.17387956), (2, 0.7817949)]",2
百合 大片 硫磺 安心,"[(0, 0.25727957), (1, 0.6738041), (2, 0.06891627)]",1
收到 第二次 购买 你家,"[(0, 0.06876426), (1, 0.855587), (2, 0.0756487)]",1
收到 不错 一罐,"[(0, 0.08939257), (1, 0.35078916), (2, 0.55981827)]",2
好几顿 评价 挺好吃,"[(0, 0.083534926), (1, 0.54468733), (2, 0.37177774)]",1
发货 挺快 一大堆 食材 新鲜 包装 完整 破损 三个 杯子 感谢 店家,"[(0, 0.6596078), (1, 0.21194164), (2, 0.1284505)]",0
挺好 复购 一斤,"[(0, 0.35446694), (1, 0.29607058), (2, 0.34946245)]",0
百合 收到 硫熏 颜色 微黄 先买 莲子 不错 下单 百合 失望 主播 描述 相符 好评,"[(0, 0.3374438), (1, 0.5004946), (2, 0.16206157)]",1
百合 收到 打开 品质 下次 回购 商家 密封,"[(0, 0.040801033), (1, 0.6960463), (2, 0.26315266)]",1
