内容,主题概率,主题类型
发黄,"[(0, 0.04545981), (1, 0.5454465), (2, 0.045454852), (3, 0.045454852), (4, 0.045454852), (5, 0.045454852), (6, 0.045454852), (7, 0.045454852), (8, 0.045454852), (9, 0.045454852), (10, 0.045454852)]",1
黑色 东西 不知,"[(0, 0.022728203), (1, 0.022730935), (2, 0.7727132), (3, 0.02272874), (4, 0.022727933), (5, 0.022728948), (6, 0.022727951), (7, 0.022728201), (8, 0.022728108), (9, 0.022728223), (10, 0.022729563)]",2
份量 好吃 追评,"[(0, 0.02272832), (1, 0.02273088), (2, 0.46993563), (3, 0.022728952), (4, 0.022728814), (5, 0.02273091), (6, 0.022729084), (7, 0.022728045), (8, 0.3255029), (9, 0.02272828), (10, 0.022728149)]",2
感觉 干透,"[(0, 0.030711355), (1, 0.030713059), (2, 0.030711958), (3, 0.030715829), (4, 0.030712185), (5, 0.6928775), (6, 0.030711643), (7, 0.030711329), (8, 0.030711347), (9, 0.030711204), (10, 0.030712605)]",5
从来不 评价 难过,"[(0, 0.7724644), (1, 0.022753835), (2, 0.022753187), (3, 0.022753172), (4, 0.022753257), (5, 0.022753289), (6, 0.022753136), (7, 0.022755452), (8, 0.022753973), (9, 0.022753142), (10, 0.022753185)]",0
只能 一袋,"[(0, 0.03030341), (1, 0.030304493), (2, 0.030303407), (3, 0.030303465), (4, 0.030306052), (5, 0.03030346), (6, 0.0303038), (7, 0.03030402), (8, 0.69695777), (9, 0.030306308), (10, 0.030303815)]",8
感觉 超市 好吃,"[(0, 0.022727901), (1, 0.022730893), (2, 0.022729283), (3, 0.77271163), (4, 0.022728054), (5, 0.022731652), (6, 0.022728851), (7, 0.022727553), (8, 0.0227282), (9, 0.022727799), (10, 0.022728179)]",3
不错 接受,"[(0, 0.030303737), (1, 0.030304614), (2, 0.69694704), (3, 0.03030489), (4, 0.03030516), (5, 0.030307608), (6, 0.030305628), (7, 0.030304262), (8, 0.03030757), (9, 0.030304128), (10, 0.030305367)]",2
看着 不咋嫩 直播间,"[(0, 0.022737408), (1, 0.022738453), (2, 0.02273773), (3, 0.022737551), (4, 0.022737823), (5, 0.022737928), (6, 0.022737747), (7, 0.02273833), (8, 0.77262163), (9, 0.022738043), (10, 0.02273738)]",8
第一次 昨天 回来 拆封,"[(0, 0.2234827), (1, 0.018183267), (2, 0.018183324), (3, 0.018182965), (4, 0.018183663), (5, 0.6128695), (6, 0.018182913), (7, 0.018182904), (8, 0.018182892), (9, 0.018182958), (10, 0.01818292)]",5
第一次 确实,"[(0, 0.36496007), (1, 0.030305713), (2, 0.030308546), (3, 0.030303642), (4, 0.030304847), (5, 0.36229208), (6, 0.030304067), (7, 0.030305311), (8, 0.03030727), (9, 0.03030462), (10, 0.030303784)]",0
新鲜 一包 发霉 扔掉,"[(0, 0.018183762), (1, 0.018183285), (2, 0.018183045), (3, 0.018182378), (4, 0.01818285), (5, 0.01818359), (6, 0.01818243), (7, 0.018182281), (8, 0.018182434), (9, 0.018182192), (10, 0.81817174)]",10
显得 杯子,"[(0, 0.030511435), (1, 0.030511435), (2, 0.030511435), (3, 0.030511435), (4, 0.030511435), (5, 0.030511435), (6, 0.030511435), (7, 0.6948857), (8, 0.030511435), (9, 0.030511439), (10, 0.030511435)]",7
绿油 开袋,"[(0, 0.09090864), (1, 0.09090738), (2, 0.09090816), (3, 0.09090921), (4, 0.09090928), (5, 0.09090772), (6, 0.09090931), (7, 0.09090923), (8, 0.09091007), (9, 0.090910695), (10, 0.09091023)]",9
一般性 老头,"[(0, 0.030710747), (1, 0.030710746), (2, 0.69289255), (3, 0.030710747), (4, 0.030710747), (5, 0.030710746), (6, 0.030710747), (7, 0.030710747), (8, 0.030710751), (9, 0.030710751), (10, 0.030710751)]",2
欧克,"[(0, 0.09090887), (1, 0.090908244), (2, 0.09090863), (3, 0.09090915), (4, 0.09090919), (5, 0.09090841), (6, 0.090909205), (7, 0.09090916), (8, 0.090909585), (9, 0.09090989), (10, 0.09090966)]",9
品质 不咋地,"[(0, 0.030304108), (1, 0.6969534), (2, 0.030304108), (3, 0.0303074), (4, 0.030304378), (5, 0.030305084), (6, 0.030304717), (7, 0.03030422), (8, 0.030304264), (9, 0.030304288), (10, 0.03030402)]",1
没尝 好吃 不吃,"[(0, 0.022728615), (1, 0.022731636), (2, 0.022730084), (3, 0.022729311), (4, 0.022728533), (5, 0.022732092), (6, 0.49050215), (7, 0.022728248), (8, 0.022728993), (9, 0.304932), (10, 0.02272833)]",6
不太好 发黄,"[(0, 0.030306878), (1, 0.37803414), (2, 0.03030359), (3, 0.030304397), (4, 0.03030359), (5, 0.030307263), (6, 0.030307366), (7, 0.34922197), (8, 0.03030359), (9, 0.03030359), (10, 0.030303644)]",1
口感 挺脆 喜欢 味道,"[(0, 0.018200867), (1, 0.018200502), (2, 0.018200472), (3, 0.018200664), (4, 0.018200347), (5, 0.018201604), (6, 0.8179931), (7, 0.018201848), (8, 0.018200088), (9, 0.01819969), (10, 0.018200856)]",6
收到 好多 味道,"[(0, 0.022728661), (1, 0.7727084), (2, 0.022730377), (3, 0.022729997), (4, 0.022729589), (5, 0.022729788), (6, 0.02272897), (7, 0.02272888), (8, 0.0227285), (9, 0.022728689), (10, 0.022728132)]",1
喜欢 些许,"[(0, 0.030400338), (1, 0.030399717), (2, 0.030399762), (3, 0.030399699), (4, 0.030399868), (5, 0.030401215), (6, 0.6960006), (7, 0.030399634), (8, 0.030399632), (9, 0.030399788), (10, 0.030399773)]",6
压秤 一点 干爽,"[(0, 0.022853889), (1, 0.02285381), (2, 0.022853775), (3, 0.022853695), (4, 0.022855569), (5, 0.24181944), (6, 0.02285363), (7, 0.0228538), (8, 0.022853596), (9, 0.5524936), (10, 0.022855239)]",9
特别 好吃 真的 好吃 两回,"[(0, 0.0152098285), (1, 0.8479016), (2, 0.015210332), (3, 0.015209564), (4, 0.015209404), (5, 0.015210676), (6, 0.0152100725), (7, 0.0152096525), (8, 0.015209869), (9, 0.015209541), (10, 0.015209439)]",1
感觉 第一次 好吃 第二次 回购 甜味 调料 加多 没什么 坚果 香味 甜蜜 味道,"[(5, 0.8576007), (6, 0.083859354)]",5
大果 第一次 别家,"[(0, 0.022727713), (1, 0.022728112), (2, 0.022728425), (3, 0.02272794), (4, 0.022727694), (5, 0.7727165), (6, 0.022727747), (7, 0.02273078), (8, 0.022727652), (9, 0.02272955), (10, 0.02272788)]",5
日期 新鲜 挺好吃 坏果 有点儿 小半袋 坏果 口感,"[(0, 0.7536759), (1, 0.15534118), (2, 0.010109215), (3, 0.010109075), (4, 0.010109138), (5, 0.010109244), (6, 0.010109275), (7, 0.01010932), (8, 0.0101089645), (9, 0.010109177), (10, 0.0101095)]",0
味道 上次 香味 好多 都卡,"[(0, 0.015167875), (1, 0.015171491), (2, 0.01516968), (3, 0.015167945), (4, 0.015168037), (5, 0.84831494), (6, 0.01516819), (7, 0.015168006), (8, 0.015168057), (9, 0.015168072), (10, 0.01516772)]",5
包裹 拿到 回去 东西,"[(0, 0.018194232), (1, 0.01819653), (2, 0.018194765), (3, 0.8180541), (4, 0.01819405), (5, 0.018194756), (6, 0.01819403), (7, 0.018194146), (8, 0.018194135), (9, 0.018194031), (10, 0.018195199)]",3
一分钱 一分货 便宜 实话实说,"[(0, 0.018184407), (1, 0.22014472), (2, 0.01818241), (3, 0.0181834), (4, 0.018183319), (5, 0.018182514), (6, 0.018182721), (7, 0.018182427), (8, 0.018182453), (9, 0.018183563), (10, 0.6162081)]",10
配方 不好 安赛蜜 甜蜜 孩子,"[(0, 0.13449593), (1, 0.015175221), (2, 0.0151751395), (3, 0.0151749905), (4, 0.015176021), (5, 0.015176273), (6, 0.7289251), (7, 0.015175123), (8, 0.015174978), (9, 0.015175332), (10, 0.015175943)]",6
个头 满意 价格 味道,"[(0, 0.018182697), (1, 0.01818274), (2, 0.018182592), (3, 0.81817013), (4, 0.018184064), (5, 0.01818368), (6, 0.018183554), (7, 0.018182864), (8, 0.018182598), (9, 0.018182728), (10, 0.018182306)]",3
不象 主播 坏果 晓得 新鲜,"[(0, 0.84833556), (1, 0.015166518), (2, 0.015166804), (3, 0.015166503), (4, 0.015166475), (5, 0.015166662), (6, 0.0151665695), (7, 0.015166091), (8, 0.015166106), (9, 0.015166312), (10, 0.01516636)]",0
好吃 打开 一半 分开 一斤 还好,"[(0, 0.013024207), (1, 0.8697543), (2, 0.013024266), (3, 0.013024209), (4, 0.013024742), (5, 0.013024276), (6, 0.013024487), (7, 0.013024544), (8, 0.0130261695), (9, 0.013024775), (10, 0.013023993)]",1
好吃 油脂 适合 胖人,"[(0, 0.01848941), (1, 0.8150994), (2, 0.01849488), (3, 0.018489536), (4, 0.018489571), (5, 0.01849002), (6, 0.018489596), (7, 0.018489335), (8, 0.018489474), (9, 0.018489396), (10, 0.018489365)]",1
口感 感觉 好像 科技 狠活 那种 说不上来 油脂 特别,"[(2, 0.9089325)]",2
第一次 个头 果断 回购 失望,"[(0, 0.01515229), (1, 0.84847057), (2, 0.015153824), (3, 0.015153667), (4, 0.015153229), (5, 0.015153994), (6, 0.015152091), (7, 0.015152994), (8, 0.015152214), (9, 0.015152162), (10, 0.015152985)]",1
不怎么样 没拍 图片,"[(0, 0.022728562), (1, 0.6038787), (2, 0.022728559), (3, 0.19156142), (4, 0.02272857), (5, 0.022728866), (6, 0.022730459), (7, 0.022728771), (8, 0.022728577), (9, 0.022728711), (10, 0.02272882)]",1
口感 打开 费事 总体 还行,"[(0, 0.015242997), (1, 0.015243493), (2, 0.015242498), (3, 0.01524237), (4, 0.19687839), (5, 0.015242133), (6, 0.015242568), (7, 0.6659394), (8, 0.015242307), (9, 0.015241708), (10, 0.0152421)]",7
打不开 果子 还行 开点,"[(0, 0.018240541), (1, 0.018239608), (2, 0.018239718), (3, 0.018240519), (4, 0.01824118), (5, 0.8175957), (6, 0.01824265), (7, 0.018240284), (8, 0.018242404), (9, 0.018238597), (10, 0.018238815)]",5
直播间 两斤 实话实说 真不 果仁 饱满 味道 不好 好多 剥不开 直播间 感觉 新果,"[(1, 0.4623878), (4, 0.119633995), (5, 0.15722217), (7, 0.12150489), (8, 0.10020272)]",1
主播 视频 白色 几个 不留 算能,"[(0, 0.012998025), (1, 0.012999068), (2, 0.87002164), (3, 0.012997554), (4, 0.012998373), (5, 0.012997742), (6, 0.012997385), (7, 0.0129982475), (8, 0.012997333), (9, 0.012997289), (10, 0.012997355)]",2
说实话 第一次 大小 第二次 第一次 包装 东西 第一次 好吃,"[(1, 0.90908307)]",1
收到 果子 生虫 视频,"[(0, 0.8181662), (1, 0.018183654), (2, 0.018184954), (3, 0.018183703), (4, 0.018184312), (5, 0.018182663), (6, 0.018182648), (7, 0.018182963), (8, 0.018182814), (9, 0.018183278), (10, 0.018182762)]",0
打开 困难 直播间,"[(0, 0.02273827), (1, 0.02273921), (2, 0.02273781), (3, 0.02273777), (4, 0.022737842), (5, 0.022737829), (6, 0.022738617), (7, 0.022738896), (8, 0.7726186), (9, 0.022737693), (10, 0.022737475)]",8
第一次 包装 下次 再也 主播 东西 只能 第二次,"[(0, 0.010102523), (1, 0.010102965), (2, 0.010103006), (3, 0.010102089), (4, 0.41660446), (5, 0.3591876), (6, 0.010101853), (7, 0.14338852), (8, 0.010101889), (9, 0.010102708), (10, 0.010102325)]",4
价格 不算 不象 主播 大果 个头 免强 接受,"[(0, 0.010113195), (1, 0.010112426), (2, 0.010113185), (3, 0.6432693), (4, 0.01011244), (5, 0.26571688), (6, 0.010112738), (7, 0.0101123275), (8, 0.010112192), (9, 0.0101130195), (10, 0.010112276)]",3
第三次 没前 两次 不好 打开 饱满,"[(0, 0.3039847), (1, 0.5779613), (2, 0.013117291), (3, 0.013116832), (4, 0.013117066), (5, 0.013117117), (6, 0.013117221), (7, 0.013117377), (8, 0.013117107), (9, 0.013116908), (10, 0.013117017)]",1
味道 奶味 果仁 视频 很小 一颗 重量 是够,"[(0, 0.4912783), (1, 0.010121616), (2, 0.010121348), (3, 0.010121487), (4, 0.010121255), (5, 0.010121717), (6, 0.0101214405), (7, 0.010121753), (8, 0.41762865), (9, 0.010121188), (10, 0.010121249)]",0
味道 关键 打开 痛死,"[(0, 0.018288316), (1, 0.8171187), (2, 0.018287659), (3, 0.01828831), (4, 0.01828763), (5, 0.018288568), (6, 0.018288864), (7, 0.018288406), (8, 0.018288607), (9, 0.018287448), (10, 0.018287508)]",1
东西 评价 袋装 不好 十个 九个 剥碎 你家 桶装 很好 不好,"[(0, 0.7053349), (5, 0.123787835), (7, 0.11020885)]",0
价格 实惠,"[(0, 0.030304033), (1, 0.030303627), (2, 0.030303543), (3, 0.03030703), (4, 0.030305963), (5, 0.0303037), (6, 0.69695675), (7, 0.03030362), (8, 0.030303478), (9, 0.030304741), (10, 0.030303521)]",6
味道 甜脆 大人 孩子 喜欢,"[(0, 0.0151590165), (1, 0.015159062), (2, 0.015158749), (3, 0.01515921), (4, 0.015158815), (5, 0.015159733), (6, 0.84841), (7, 0.01515899), (8, 0.015158994), (9, 0.015158698), (10, 0.015158748)]",6
个头 太小 香味,"[(0, 0.022728087), (1, 0.022728141), (2, 0.022729568), (3, 0.022729615), (4, 0.0227285), (5, 0.022729801), (6, 0.02272934), (7, 0.7727111), (8, 0.022728905), (9, 0.022728926), (10, 0.02272804)]",7
果子 好几个 口子,"[(0, 0.35263154), (1, 0.022728113), (2, 0.022728536), (3, 0.022729516), (4, 0.022729015), (5, 0.022728968), (6, 0.02272798), (7, 0.44281122), (8, 0.022729268), (9, 0.02272787), (10, 0.022727989)]",7
味道 不错 果子,"[(0, 0.022729343), (1, 0.022729026), (2, 0.022728706), (3, 0.02273038), (4, 0.022728978), (5, 0.022730662), (6, 0.02272927), (7, 0.022729134), (8, 0.77270865), (9, 0.022727607), (10, 0.022728195)]",8
日期 香味 很足,"[(0, 0.7727151), (1, 0.022727745), (2, 0.02272756), (3, 0.022727573), (4, 0.022727637), (5, 0.022731949), (6, 0.02272756), (7, 0.02272989), (8, 0.02272756), (9, 0.022729725), (10, 0.022727689)]",0
还行 实惠 好吃 便宜,"[(0, 0.0181843), (1, 0.018184353), (2, 0.01818363), (3, 0.81816125), (4, 0.018183742), (5, 0.01818506), (6, 0.01818372), (7, 0.01818283), (8, 0.018182727), (9, 0.01818448), (10, 0.018183878)]",3
好多 开口 下次,"[(0, 0.23375994), (1, 0.022732088), (2, 0.56168056), (3, 0.022727732), (4, 0.02273163), (5, 0.022728374), (6, 0.022727769), (7, 0.022727849), (8, 0.02272809), (9, 0.022727937), (10, 0.022728063)]",2
包裹 压坏 外包装 压扁,"[(0, 0.01818295), (1, 0.01818299), (2, 0.22881564), (3, 0.60753703), (4, 0.018183254), (5, 0.01818295), (6, 0.01818305), (7, 0.018183248), (8, 0.01818295), (9, 0.01818298), (10, 0.018182978)]",3
果皮 果仁,"[(0, 0.030303601), (1, 0.030303601), (2, 0.030304173), (3, 0.030303601), (4, 0.030303601), (5, 0.03030643), (6, 0.030303601), (7, 0.36362427), (8, 0.36363992), (9, 0.030303601), (10, 0.030303601)]",8
第二次 回购 第一次,"[(0, 0.022727989), (1, 0.022729144), (2, 0.022728942), (3, 0.022727555), (4, 0.022728404), (5, 0.772717), (6, 0.02272766), (7, 0.022727706), (8, 0.022727584), (9, 0.02272955), (10, 0.022728465)]",5
挺好吃 打算 二次 回购,"[(0, 0.23882276), (1, 0.01818392), (2, 0.01818286), (3, 0.018182663), (4, 0.018182969), (5, 0.59752905), (6, 0.018182563), (7, 0.018182646), (8, 0.018182576), (9, 0.018182885), (10, 0.01818509)]",5
回购 第一次 口感 坏果,"[(0, 0.2598489), (1, 0.01818409), (2, 0.018183712), (3, 0.01818288), (4, 0.018183013), (5, 0.57649916), (6, 0.01818401), (7, 0.018184196), (8, 0.018182343), (9, 0.01818298), (10, 0.018184736)]",5
太小 撬不开,"[(0, 0.03039973), (1, 0.030399771), (2, 0.030401496), (3, 0.030399753), (4, 0.030400116), (5, 0.030399779), (6, 0.69599736), (7, 0.030401075), (8, 0.030401096), (9, 0.030399984), (10, 0.030399835)]",6
味道 不错 剥开 粘着,"[(0, 0.018182697), (1, 0.018183356), (2, 0.018183393), (3, 0.018183777), (4, 0.018183127), (5, 0.018183716), (6, 0.53750634), (7, 0.2988433), (8, 0.018184608), (9, 0.018182507), (10, 0.018183129)]",6
好吃 打开,"[(0, 0.030305928), (1, 0.6969459), (2, 0.030305415), (3, 0.030304601), (4, 0.030304052), (5, 0.03030579), (6, 0.030308694), (7, 0.030305417), (8, 0.030306617), (9, 0.030303972), (10, 0.030303665)]",1
威夷果 上次 皮厚 打开,"[(0, 0.018190103), (1, 0.018190105), (2, 0.018191174), (3, 0.018189866), (4, 0.018190509), (5, 0.018190641), (6, 0.8180977), (7, 0.018190056), (8, 0.018190177), (9, 0.018189883), (10, 0.01818979)]",6
添加剂 一点 不好,"[(0, 0.022742316), (1, 0.022738468), (2, 0.022738162), (3, 0.24932012), (4, 0.022740062), (5, 0.5460275), (6, 0.022738297), (7, 0.022738332), (8, 0.022738086), (9, 0.022738595), (10, 0.022740059)]",5
夏威夷 果子,"[(0, 0.030328957), (1, 0.03032509), (2, 0.6967357), (3, 0.03032803), (4, 0.03032756), (5, 0.030327039), (6, 0.030324694), (7, 0.030326027), (8, 0.030329047), (9, 0.030323723), (10, 0.030324148)]",2
果子 好个,"[(0, 0.030702276), (1, 0.030698808), (2, 0.030699603), (3, 0.030701095), (4, 0.69300115), (5, 0.030700423), (6, 0.030698618), (7, 0.030699806), (8, 0.030701166), (9, 0.030698376), (10, 0.030698637)]",4
味道 爷奶 大小不一,"[(0, 0.023133518), (1, 0.02313373), (2, 0.023133304), (3, 0.023133934), (4, 0.02313336), (5, 0.76866156), (6, 0.023133738), (7, 0.023133654), (8, 0.023133663), (9, 0.02313626), (10, 0.023133291)]",5
打开 十个 果肉 好几个 粘壳,"[(0, 0.30886406), (1, 0.01515258), (2, 0.0151528595), (3, 0.5547635), (4, 0.015151964), (5, 0.015152038), (6, 0.015153212), (7, 0.015153024), (8, 0.015153006), (9, 0.015151939), (10, 0.015151893)]",3
一半 打不开 一点 不到 浪费,"[(0, 0.015155398), (1, 0.015155367), (2, 0.01515518), (3, 0.015155275), (4, 0.84844446), (5, 0.015156172), (6, 0.015155914), (7, 0.015155365), (8, 0.015155808), (9, 0.015155596), (10, 0.015155482)]",4
口感 不错 第二次 回购 值得 购买,"[(0, 0.012988076), (1, 0.012988169), (2, 0.8701186), (3, 0.0129875345), (4, 0.012988001), (5, 0.012989114), (6, 0.012987749), (7, 0.012988005), (8, 0.012987816), (9, 0.012988543), (10, 0.012988424)]",2
果子 很小,"[(0, 0.6969566), (1, 0.030303659), (2, 0.030304173), (3, 0.030305061), (4, 0.030304726), (5, 0.030305073), (6, 0.030303463), (7, 0.03030521), (8, 0.030305231), (9, 0.030303301), (10, 0.030303525)]",0
东西 好吃 果器 麻烦,"[(0, 0.018287688), (1, 0.8171208), (2, 0.01828824), (3, 0.018288026), (4, 0.018287571), (5, 0.018288953), (6, 0.018287769), (7, 0.01828757), (8, 0.0182877), (9, 0.018287566), (10, 0.018288173)]",1
线下 好吃 发苦,"[(0, 0.022728106), (1, 0.02273266), (2, 0.022729555), (3, 0.7727093), (4, 0.022728134), (5, 0.022730997), (6, 0.022729116), (7, 0.022727773), (8, 0.022728408), (9, 0.022728069), (10, 0.022727894)]",3
不错 老人 唯一 一点 不好 剥开,"[(0, 0.013001292), (1, 0.013000287), (2, 0.013000472), (3, 0.013000253), (4, 0.013001087), (5, 0.013001422), (6, 0.013000427), (7, 0.21775416), (8, 0.0130007705), (9, 0.013000238), (10, 0.66523963)]",10
快递 一声 小卖部 朋友 货收,"[(0, 0.015191575), (1, 0.015191592), (2, 0.015191573), (3, 0.01519161), (4, 0.015191688), (5, 0.015191559), (6, 0.01519156), (7, 0.84808314), (8, 0.015192532), (9, 0.015191562), (10, 0.015191585)]",7
一袋 打开 一袋 不好 果肉,"[(0, 0.22653876), (1, 0.015152338), (2, 0.015153399), (3, 0.015153079), (4, 0.015152402), (5, 0.015152979), (6, 0.015152961), (7, 0.015152673), (8, 0.6370871), (9, 0.01515195), (10, 0.015152369)]",8
打不开 订在 反正 回事,"[(0, 0.018822517), (1, 0.27390158), (2, 0.01882117), (3, 0.01882166), (4, 0.01882386), (5, 0.55669385), (6, 0.018826758), (7, 0.018821735), (8, 0.018824784), (9, 0.018821057), (10, 0.018821057)]",5
直播间 大果 收到 打开 一包 果子 直播间 好多 粘壳,"[(1, 0.61551946), (3, 0.3026533)]",1
味道 像是 新果 主播 新果,"[(0, 0.015160495), (1, 0.015160066), (2, 0.01516067), (3, 0.01516016), (4, 0.015160156), (5, 0.8483997), (6, 0.01516022), (7, 0.015159606), (8, 0.015159605), (9, 0.015159632), (10, 0.015159659)]",5
收到 第一次 好吃 香味 稍微 苦味 第一次 第一次 一份 不好 大果 特别 好吃 两份 第一次 失望,"[(5, 0.9464996)]",5
昨晚 收到 一袋 好吃,"[(0, 0.018182645), (1, 0.81816506), (2, 0.018183868), (3, 0.018183123), (4, 0.0181834), (5, 0.018182999), (6, 0.018183464), (7, 0.018183036), (8, 0.018186847), (9, 0.018182913), (10, 0.018182682)]",1
大果 拿到 几个 小果 很厚 几次 最差 第二次,"[(0, 0.010156185), (1, 0.8122195), (2, 0.010156714), (3, 0.010156746), (4, 0.010156509), (5, 0.010157692), (6, 0.01015617), (7, 0.010156349), (8, 0.0101561155), (9, 0.09637172), (10, 0.0101563)]",1
一点 香味 感觉 好吃 好吃 心想 妮爸 介绍 好吃 没想到 失望,"[(1, 0.23327105), (5, 0.6981627)]",5
香味儿 苦味 新货,"[(0, 0.022728363), (1, 0.022728313), (2, 0.022728821), (3, 0.02272824), (4, 0.022728462), (5, 0.022728804), (6, 0.02272832), (7, 0.02272824), (8, 0.5227298), (9, 0.2727142), (10, 0.022728426)]",8
还好 直播间 那种 大果 收到 好多,"[(0, 0.0129874665), (1, 0.48289028), (2, 0.40021363), (3, 0.012988036), (4, 0.012987784), (5, 0.012989455), (6, 0.012987484), (7, 0.012988339), (8, 0.012989682), (9, 0.012990252), (10, 0.01298762)]",1
甜蜜 添加剂 感觉 特别 健康,"[(0, 0.015156301), (1, 0.32578313), (2, 0.015157654), (3, 0.28306362), (4, 0.015156208), (5, 0.015157085), (6, 0.26990166), (7, 0.015156029), (8, 0.015155988), (9, 0.015155959), (10, 0.015156379)]",1
第一次 直播间 好吃 感觉 新鲜 味道,"[(0, 0.012987541), (1, 0.012988557), (2, 0.012987699), (3, 0.012988004), (4, 0.012987591), (5, 0.87012297), (6, 0.012987401), (7, 0.012987701), (8, 0.0129879145), (9, 0.0129872495), (10, 0.012987418)]",5
不太好 皮厚 果肉 特别,"[(0, 0.018182589), (1, 0.018182693), (2, 0.018184893), (3, 0.018183803), (4, 0.018182341), (5, 0.01818406), (6, 0.81816906), (7, 0.018183587), (8, 0.018182691), (9, 0.018182078), (10, 0.018182194)]",6
