,电影语言,上映时间,电影类型,热门主演,电影导演,电影持续时间,想看人数,总票房（单位万）
6945,1,0,3,1,0,92,20898,260.3
6953,0,0,0,0,0,119,324647,56900.0
6954,0,0,4,0,0,103,132352,26000.0
6959,0,0,2,0,0,93,2881,411.1
6972,1,0,0,0,0,127,35,12200.0
6979,0,0,8,1,0,113,63558,16600.0
6989,0,2,0,0,0,91,344,0.8321
6996,1,2,2,0,0,94,12391,638.4
7001,0,0,4,0,0,102,1149,9.4
7021,1,0,0,1,0,119,78281,5394.6
7033,0,0,0,0,0,136,2124,33.9
7055,0,0,3,0,1,134,7837,23700.0
7059,0,0,2,0,0,85,1,0.0627
7061,0,0,6,0,0,92,2758,104.4
7067,0,1,0,0,0,83,738,12.3
7068,0,1,0,0,0,137,27,5.0
7069,1,0,4,0,0,89,4758,359.5
7078,0,0,2,0,0,88,6,216.5
7081,1,0,3,0,1,123,10,0.183
7098,0,2,0,0,0,81,7875,227.3
7107,0,0,8,1,0,95,76513,53800.0
7110,1,1,4,0,0,88,22019,2549.1
7114,0,1,3,1,0,132,11487,69500.0
7120,0,2,0,0,0,87,1807,491.7
7124,0,0,2,0,0,93,278,200.3
7127,1,1,3,1,1,150,131,40300.0
7131,1,0,5,0,0,105,2595,66.1
7132,0,0,3,0,0,104,2387,43.0
7135,0,0,2,1,0,114,69050,35800.0
7142,0,0,0,0,0,93,887,33.6
7143,0,1,0,1,0,85,34116,10400.0
7158,0,0,0,0,0,166,168,0.7023
7164,0,2,2,0,0,106,20,6500.1
7169,1,0,0,0,0,108,41,23400.0
7170,0,0,6,0,0,104,42092,7138.8
7171,0,1,4,1,0,91,2658,883.5
7173,0,2,2,1,0,114,257479,37600.0
7178,1,2,0,1,1,101,72282,2841.2
7181,0,0,8,0,0,94,25149,4866.4
7183,0,0,2,0,0,120,911022,136100.0
7185,1,2,4,1,0,107,37992,1711.6
7190,0,0,0,0,0,87,32600,429.3
7194,0,0,0,0,0,90,0,132.0
7199,0,0,2,0,0,90,6595,47.1
7200,0,2,2,0,0,149,1145614,406700.0
7202,0,0,2,0,0,97,2785,125.0
7206,0,1,3,0,0,109,165123,60500.0
7207,0,0,2,0,1,92,201,11.4
7212,1,0,3,0,0,136,320713,267000.0
7215,0,2,2,0,0,93,712,13.2
7233,0,1,4,0,0,106,100389,10100.0
7234,0,1,0,0,0,80,22434,9039.8
7248,0,0,2,1,0,90,290005,6321.0
7256,1,0,4,0,1,126,90,9400.0
7264,1,2,7,0,0,109,28816,1231.5
7268,0,0,0,0,0,98,16668,1088.2
7269,0,1,4,0,0,98,46188,10900.000000000002
7276,0,1,2,0,0,93,4935,9.3
7277,0,1,0,0,0,90,615,0.4544
7280,0,0,7,0,0,122,829791,80700.0
7285,1,0,3,0,0,122,45515,1143.8
7295,0,0,7,0,0,99,16858,6606.7
7297,1,0,2,0,0,118,6183,105.5
7302,0,1,3,0,0,91,1669,10.4
7306,1,0,0,1,0,95,76303,10300.0
7319,1,0,3,1,0,120,222225,44000.00000000001
7327,0,1,4,0,0,98,85184,1990.9
7343,0,0,2,0,0,98,127,34.7
7344,0,0,0,0,0,90,641,1053.8
7347,0,0,2,0,0,90,490,1008.1
7349,0,0,2,0,0,119,121483,29200.0
7351,0,2,3,0,0,90,42121,3501.2
7353,0,0,0,0,0,104,62401,4278.1
7357,0,2,2,0,0,89,2479,28.9
7363,0,2,2,0,0,95,245,0.009
7372,0,0,2,0,0,117,150547,7397.3
7375,0,0,4,1,0,93,53263,1294.5
7378,0,2,3,0,0,99,68651,4950.4
7383,0,1,3,1,1,100,164747,50199.99999999999
7397,0,0,2,1,0,138,165016,365200.00000000006
7402,0,2,0,0,0,80,10381,517.9
7413,0,0,0,0,0,73,2227,210.2
7414,0,0,2,0,0,87,1435,170.7
7415,0,1,0,0,0,108,270860,16100.0
7423,0,2,4,0,0,85,957,38.7
7433,0,0,0,0,0,90,10373,1016.9
7436,0,1,2,0,0,86,312,4.2
7437,1,1,0,0,0,91,3215,690.6
7461,1,0,3,0,0,127,25,5855.1
7496,0,0,2,0,0,107,84075,11299.999999999998
7511,0,1,0,0,0,101,18960,523.1
7514,0,1,8,0,0,101,151548,71200.0
7519,0,0,2,0,0,110,12336,842.5
7520,0,0,0,0,0,90,4,183.6
7522,0,0,0,0,0,84,3552,83.0
7527,0,0,4,0,0,89,943,114.0
7533,0,2,2,0,0,95,143,0.2875
7535,0,0,2,0,0,120,20324,3644.6
7537,0,0,3,0,0,105,20128,2868.2
7539,0,2,2,0,0,106,489,6.3
7542,0,0,3,0,0,99,201507,32300.0
7551,1,0,4,0,0,113,23669,398.4
7556,0,2,2,0,1,104,242315,117300.0
7557,1,2,3,1,0,106,60747,17900.0
7559,0,0,7,0,0,87,791,4.5
7561,1,0,4,1,0,97,4608,868.0
7567,1,0,0,0,0,109,72538,153100.0
7572,1,0,0,0,0,89,24833,7911.2
7574,0,0,3,0,0,141,816681,98400.0
7583,0,0,2,0,0,119,23404,1296.5
7594,1,0,2,0,0,100,1708,59.1
7599,0,1,2,0,0,113,21178,3458.3
7608,1,0,2,0,0,104,16787,97.5
7610,1,2,2,0,0,129,71893,2876.3
7612,0,0,0,0,0,98,159324,3034.9
7618,0,2,4,0,0,88,9057,501.2
7631,0,0,0,0,0,92,8818,369.6
7637,0,0,0,0,0,97,149,1384.3
7640,0,1,2,0,0,110,793,12.7
7661,0,0,8,0,0,99,230791,17400.0
7665,0,2,2,0,0,98,7,0.37
7666,0,0,4,0,0,91,3317,548.8
7671,0,0,3,0,0,112,28,11000.000000000002
7679,0,0,2,0,0,105,61693,95800.0
7686,0,2,2,0,0,97,1394,1177.9
7687,0,1,2,0,0,82,2,0.116
7702,0,0,8,1,0,110,206370,6488.2
7707,0,2,4,0,0,85,5735,1030.8
7708,0,0,2,0,0,105,11286,2668.7
7711,1,1,4,1,0,112,284659,39200.0
7713,0,0,4,0,0,96,119444,11000.000000000002
7714,1,0,4,1,0,89,9292,241.8
7716,0,1,0,0,0,96,1558,2.3
7724,0,0,2,0,0,94,3170,50.4
7726,0,0,2,0,0,131,41601,7098.9
7731,0,0,2,1,0,153,444601,282900.0
7735,0,0,4,0,0,100,214,32.3
7741,0,1,0,1,0,98,5000,88.2
7742,0,0,2,0,0,91,1241,9.9
7745,0,0,7,0,0,90,1776,362.7
7746,1,0,2,1,0,158,2579,6305.8
7751,1,1,2,0,0,159,25706,745.0
7760,0,1,2,0,0,112,6371,104.7
7763,0,1,6,0,0,90,25103,230.7
7789,0,2,2,0,0,102,49770,104600.00000000001
7796,0,0,2,0,0,93,1884,28.7
7804,0,0,5,0,0,105,47028,1411.9
7813,1,1,2,0,0,121,20759,9181.1
7816,0,0,0,0,0,106,7952,548.8
7825,0,0,2,0,0,95,241,4.0
7826,0,1,2,0,0,99,19767,795.9
7828,0,0,2,0,0,84,630,36.7
7830,0,1,0,0,0,116,21240,48400.0
7831,0,1,2,1,0,91,12406,9517.0
7845,1,2,2,0,0,103,2869,64.7
7846,1,0,3,1,0,126,11,9200.0
7847,1,2,2,0,0,102,6812,1733.3
7849,0,2,2,0,1,104,3469,193.4
7852,0,0,2,0,0,88,0,10.4
7856,0,1,2,1,0,102,10746,190.5
7857,0,0,5,0,0,94,46852,5784.4
7861,0,0,2,0,0,96,2668,1162.0
7875,0,0,0,0,0,94,621,21.4
7878,0,0,4,0,0,97,636,1.8
7883,0,1,0,0,0,92,533,27.5
7888,0,0,4,0,0,91,4561,463.9
7889,0,0,4,0,0,98,4896,64.9
7897,0,0,4,0,0,107,71550,3412.9
7900,0,0,2,0,0,118,1740,1644.0
7904,0,0,4,1,0,90,78433,5010.5
7908,0,2,0,0,0,85,689,514.8
7910,0,0,0,0,0,89,2346,23.7
7911,0,1,6,0,0,94,1895,8209.8
7912,0,0,4,0,0,120,253725,6434.6
7917,0,0,0,0,0,87,5502,720.2
7975,0,1,0,0,0,99,1062,476.9
7983,0,0,4,0,0,107,240984,28600.0
7986,0,0,2,0,0,92,1917,11.5
7991,1,0,2,0,0,89,34214,1716.7
7995,0,0,2,0,0,90,404,26.0
7999,0,1,2,0,1,133,103272,40700.0
8000,0,0,2,0,0,98,433,33.8
8004,0,1,2,1,0,105,44014,12500.0
8006,0,0,2,0,0,143,17034,3149.6
8015,0,0,2,0,0,90,4611,647.5
8017,0,0,6,0,0,90,1438,166.1
8018,0,2,4,0,0,117,123571,112800.0
8019,0,1,0,0,0,98,13580,3298.9
8028,0,0,4,0,0,105,3130,191.3
8031,0,1,3,0,0,98,3800,495.0
8032,0,1,0,0,0,99,1453,92.9
8033,0,0,7,1,0,93,14561,162.9
8043,0,2,0,0,0,86,8740,95.0
8047,1,2,3,1,0,110,4961,320.1
8052,0,0,0,0,0,90,112979,60500.0
8059,0,0,2,0,0,103,31203,588.0
8070,0,0,3,0,0,140,23294,2281.7
8075,0,0,3,0,0,90,1392,0.0788
8091,0,2,0,0,0,87,1802,81.2
8093,0,0,2,0,0,108,94492,17900.0
8096,1,0,0,0,0,101,23122,2383.6
8102,0,1,0,0,0,90,11782,100.1
8112,0,1,4,0,0,88,2709,4.9
8117,0,0,2,0,1,127,479165,135100.0
8123,0,0,0,0,0,88,7061,229.9
8128,1,2,2,1,0,107,1213,23.3
8135,1,0,3,1,0,129,6734,35300.0
8138,1,0,3,1,0,136,22298,71800.0
8143,1,0,7,0,0,117,93,1244.5
8145,1,0,4,1,0,118,22719,13900.0
8155,0,2,0,0,0,94,145342,16000.0
8167,0,0,2,0,0,100,55,62.1
8168,0,0,2,0,0,90,1897,74.9
8183,0,2,2,0,0,90,1338,10.0
8227,0,1,2,0,0,102,7628,654.3
8231,0,0,0,0,0,94,12690,462.9
8232,0,0,2,1,0,97,11610,797.0
8236,0,2,3,0,0,125,274098,44200.0
8241,0,0,2,0,0,97,17603,1006.0
8242,1,0,3,0,0,130,190,25099.999999999996
8243,0,2,0,0,0,86,3468,12400.0
8244,0,0,2,0,0,91,1411,35.3
8247,0,0,4,0,0,100,284299,221300.0
8249,0,1,2,0,0,95,95,6.5
8251,0,0,3,0,1,130,130885,58500.0
8254,0,0,2,0,0,83,2885,0.1375
8279,0,1,0,0,0,90,72625,129.8
8302,1,0,3,1,0,96,100340,12800.0
8304,0,2,4,1,1,104,92111,7964.5
8305,0,0,0,0,0,95,829,14.5
8308,1,1,5,0,1,153,5,15600.0
8310,1,0,3,0,0,107,56629,20200.0
8316,1,1,4,1,0,86,104515,15400.0
8319,0,0,2,0,0,100,107295,31700.0
8320,1,1,2,0,1,121,107339,9674.9
8328,0,0,0,0,0,75,8632,522.8
8330,1,0,2,0,1,121,53703,13400.000000000002
8331,0,0,2,0,0,121,103335,6325.0
8332,0,0,0,0,0,83,1447,401.1
8335,0,2,7,0,0,89,611,0.456
8337,1,0,3,1,1,123,17823,2001.2
8344,0,2,4,0,0,110,94168,30500.0
8345,1,2,3,0,1,129,24,18700.0
8351,0,0,2,0,0,100,4647,231.2
8356,1,0,3,1,0,115,205273,75000.0
8363,0,0,0,0,0,89,24618,732.2
8365,0,2,0,0,0,85,15666,194.5
8367,0,0,0,1,0,110,240921,20099.999999999996
8371,1,1,3,0,0,92,150,8900.8
8386,0,2,2,0,0,104,869,11.4
8387,0,2,0,0,0,114,100828,12400.0
8389,1,2,3,1,0,151,111890,16700.0
8395,0,1,0,0,0,90,2977,448.5
8399,0,1,2,0,0,103,81486,85.1
8404,0,1,2,0,0,101,2055,22.9
8405,0,2,2,1,0,103,35676,4144.9
8408,0,1,3,0,0,120,12705,646.8
8416,0,0,2,0,0,110,3554,207.6
8428,0,1,0,0,0,100,25690,948.4
8436,1,0,2,0,0,131,32096,20000.0
8441,0,2,3,0,0,105,24576,38000.0
8450,0,2,0,0,0,88,9236,4266.1
8459,0,2,3,0,0,84,820,14.7
8467,0,1,2,1,0,134,411582,135500.0
8468,1,0,0,1,0,88,25370,161.5
8472,1,0,2,1,0,94,276,50.5
8473,0,1,0,0,0,90,2562,28.1
8478,0,1,3,0,0,93,379,16.8
8481,0,1,0,0,0,86,2617,409.8
8483,0,1,2,0,0,125,13694,13800.0
8485,0,0,0,0,0,90,99,7.3
8494,0,2,4,0,0,88,49025,44200.0
8497,0,0,2,0,0,105,190008,24100.0
8501,0,2,7,0,0,93,1357,23.2
8504,0,1,9,1,0,109,24335,665.1
8509,0,1,6,0,0,87,2992,1011.1
8512,1,0,4,0,0,93,8241,213.6
8516,0,0,2,0,0,96,963,0.2051
8522,0,0,2,0,0,93,578,6.3
8530,1,0,7,0,0,121,42631,3025.1
8531,0,2,3,0,0,112,238,14000.0
8532,0,0,3,0,0,117,6328,17400.0
8533,0,2,0,0,0,87,180,0.1268
8547,0,0,0,0,0,105,13365,2180.5
8549,1,0,2,1,0,95,123310,52900.0
8554,1,0,2,0,0,104,28764,4540.5
8560,0,0,2,0,0,108,53965,484.9
8562,1,0,3,1,0,108,160742,100299.99999999999
8566,0,0,4,1,0,105,73713,210.2
8567,0,1,4,0,0,118,339761,254700.0
8573,0,0,2,0,0,118,400,13.3
8575,0,0,2,0,0,117,73385,17500.0
8578,0,1,4,0,0,92,1665,4.7
8581,1,1,7,0,0,94,18,15400.0
8585,0,1,4,0,0,93,18294,1520.1
8604,0,0,4,0,0,96,46149,8136.5
8611,0,0,3,0,0,91,5539,46.2
8614,1,0,4,0,0,124,6783,175.9
8619,0,1,2,0,0,123,0,4.5
8635,0,0,0,0,0,78,25323,690.3
8636,0,2,7,0,0,111,6158,25.5
8639,0,1,2,0,0,92,627,0.1866
8646,0,0,2,0,0,107,340,487.6
8647,0,0,0,0,0,93,292,360.8
8665,1,1,7,0,0,108,34380,6004.8
8668,0,0,0,0,0,88,5915,377.6
8670,0,1,4,0,0,100,64522,32100.0
8671,0,1,2,0,0,115,933555,38600.0
8673,1,1,2,0,0,90,2005,30.0
8676,0,1,0,0,0,88,932,54.3
8682,1,0,3,0,0,105,33420,4460.5
8690,0,0,0,0,0,83,5186,136.6
8695,0,1,0,0,0,83,10574,346.7
8696,0,1,0,0,0,88,39509,5741.2
8699,0,1,0,0,0,88,15387,3172.5
8703,0,0,3,0,1,131,58606,4120.6
8704,0,0,4,0,0,106,97,29.8
8715,1,0,2,1,0,111,53053,4453.9
8717,1,1,0,1,0,109,104964,20900.0
8721,0,0,6,0,0,87,20815,55.5
8725,0,0,0,0,0,103,12226,2028.8
8731,0,0,2,0,0,98,32199,2472.4
8748,1,2,3,0,0,125,14,11800.0
8750,0,1,2,0,0,101,697,162.8
8764,1,1,3,0,0,100,5216,21400.0
8765,0,1,2,0,0,100,789,1279.1
8768,1,0,3,1,0,120,59258,12100.0
8771,0,0,7,1,0,117,82116,48400.0
8778,0,0,2,0,0,102,66559,28500.0
8791,1,1,2,0,0,139,37828,3614.4
8793,1,0,2,0,0,104,234032,11499.999999999998
8798,0,0,2,0,0,89,346,0.3066
8800,1,0,4,0,0,102,15542,3023.1
8805,0,1,7,0,0,90,49433,1805.1
8807,0,0,2,0,0,112,1406,2843.6
8816,1,0,0,0,0,103,42849,22599.999999999996
8827,0,1,0,0,0,86,7005,389.6
8828,0,1,4,0,0,106,6427,17600.0
8830,0,0,5,0,0,93,5868,137.7
8831,0,2,4,0,0,108,212622,165200.0
8835,0,0,2,0,0,104,290,49.9
8836,0,0,2,0,0,120,866,34.1
8847,0,0,4,0,0,84,49433,3838.1
8851,0,1,2,0,0,83,368,35.4
8857,0,0,2,0,0,97,5604,93.6
8882,0,2,4,0,0,101,486,13.0
8898,1,0,2,1,0,96,271443,27700.0
8912,0,0,4,0,0,134,108835,17500.0
8915,0,0,2,0,0,108,594,0.2986
8922,0,0,4,0,0,90,21477,239.7
8924,0,0,2,0,0,114,3588,57.8
8927,1,0,0,1,0,89,128019,11900.0
8930,0,2,2,0,0,116,459801,221300.0
8933,1,0,3,1,0,104,36,2100.0
8934,0,0,2,0,0,90,7709,306.0
8938,1,1,4,0,0,118,146,402.0
8940,1,0,4,0,0,101,298926,10400.0
8946,0,0,7,0,0,106,15054,734.4
8960,0,1,2,0,0,118,297519,61400.0
8967,0,2,4,0,1,98,3804,363.5
8971,1,0,4,1,0,84,7879,773.9
8972,0,1,2,0,0,90,0,0.43
8974,0,0,0,0,0,112,56616,5020.8
8976,0,1,0,0,0,132,14,7.1
8977,0,1,2,0,0,123,338817,69600.0
8979,1,1,5,0,0,98,22999,29600.0
8988,0,2,2,0,0,90,594,0.2844
8990,1,0,4,0,0,140,27412,129900.0
8993,0,0,2,0,0,125,76357,22700.0
8996,0,1,0,0,0,121,522,35.1
9008,1,1,0,0,0,103,2377,72.1
9009,0,1,2,0,0,106,1904,45.4
9015,0,0,0,0,0,98,6011,331.7
9020,1,0,3,0,1,130,14,8345.6
9021,0,1,4,1,0,110,19306,6953.9
9025,1,0,2,0,1,169,5658,31600.0
9035,0,1,0,0,0,90,768,0.1326
9038,1,0,2,0,0,103,7165,5298.1
9040,0,0,2,0,0,114,10233,496.3
9045,0,1,0,0,0,91,89682,1972.6
9047,0,0,2,0,0,91,6300,41.7
9054,0,1,2,0,0,90,35162,3631.2
9060,1,1,2,0,0,143,3182,8506.3
9066,0,1,0,0,0,121,1977,130.1
9073,1,2,2,0,0,117,10270,981.0
9081,0,2,4,0,0,97,30669,12100.0
9082,0,0,0,0,0,90,2382,152.7
9084,0,2,2,0,0,103,578783,23100.0
9088,0,2,4,0,0,90,11755,4590.9
9089,1,0,2,0,1,161,20393,46200.0
9090,1,0,2,0,0,107,42054,2827.6
9096,0,0,3,1,1,120,49007,40000.0
9097,0,1,0,0,0,115,97,17000.0
9102,1,0,4,0,0,103,39888,20600.0
9103,1,0,0,0,0,98,8574,1686.4
9107,0,1,3,0,0,90,25520,18700.0
9110,0,0,0,0,0,107,1602,4.1
9113,0,0,2,0,0,94,6074,272.4
9122,0,1,0,0,1,87,120,768.2
9124,0,2,0,0,0,99,55894,7668.2
9125,1,0,6,0,0,91,1257,15700.0
9126,0,1,0,0,0,93,676,247.1
9128,0,1,7,0,0,96,3538,40.9
9138,0,0,2,0,0,100,12428,1831.6
9146,0,0,7,0,0,101,366,15.1
9148,0,2,2,0,0,134,651545,48499.99999999999
9156,0,0,2,0,0,95,602,100.0
9158,0,0,0,0,0,89,842,0.9379
9161,1,0,2,0,1,169,111272,87600.0
9165,1,0,0,0,0,104,52721,2847.9
9169,0,0,2,0,0,135,6672,291.1
9180,0,0,2,0,0,98,161080,79900.0
9186,1,1,3,1,1,131,5662,17700.0
9188,0,1,2,0,0,97,77999,2607.6
9191,1,0,0,1,0,95,52853,9704.9
9193,0,1,4,0,0,98,113,5301.1
9194,0,0,4,0,0,91,6,0.7894
9203,0,0,2,0,0,133,7429,117.0
9210,1,1,2,0,0,118,191819,83300.0
9219,0,1,2,0,0,99,6,52.5
9225,0,2,2,0,0,103,70498,64100.0
9227,0,1,0,1,0,100,160517,1006.0
9235,0,0,7,0,0,88,713,148.7
9237,0,0,4,1,0,90,41262,6684.8
9238,1,0,3,0,0,141,244337,47400.0
9241,0,0,7,0,0,94,36057,718.7
9254,0,2,0,0,0,99,81537,16800.0
9256,0,0,2,0,0,88,3187,127.0
9260,0,0,2,0,0,102,1069,653.8
9261,0,2,7,1,0,126,231228,5602.4
9265,0,2,4,0,0,116,14232,1601.8
9272,0,2,8,1,0,97,106636,17700.0
9273,0,2,2,0,0,108,1983,145.5
9296,1,1,2,0,0,155,17396,9460.9
9305,1,0,3,0,0,97,115,13500.0
9316,0,1,7,0,0,105,4031,1007.7
9326,1,0,3,1,0,113,506799,123200.0
9328,0,2,0,0,0,91,21149,25.1
9332,1,0,2,0,0,96,22463,5351.5
9337,0,0,2,0,0,94,277,1.2
9338,0,0,0,0,0,104,6774,92.1
9343,0,0,2,0,0,95,418,317.6
9344,1,2,2,0,0,113,48137,19100.0
9346,0,0,0,0,0,96,2252,19.7
9349,0,0,3,1,0,128,41536,57700.0
9350,1,2,0,1,0,101,19450,37600.0
9353,0,0,4,0,0,90,44132,2430.5
9361,1,0,3,1,1,148,25891,49600.0
9362,0,0,0,0,0,89,784,5.8
9364,0,0,0,0,0,85,14228,1149.8
9365,0,1,4,0,0,90,425,24.4
9369,1,0,4,0,0,129,518761,118000.0
9371,0,0,2,0,0,95,722,2.4
9374,0,0,2,0,0,84,5891,1022.3
9381,0,0,0,0,0,81,553,9.6
9388,0,2,2,0,0,114,84039,6270.3
9390,0,2,4,0,0,86,8342,12600.0
9400,0,0,2,0,0,113,33762,745.4
9421,0,1,3,0,0,106,86280,20099.999999999996
9424,1,0,2,0,0,119,9536,311.7
9429,1,0,4,0,0,113,102436,27100.0
9434,1,0,3,1,0,118,85314,115800.0
9435,1,0,3,1,0,121,51623,59600.0
9437,1,0,2,0,0,96,693,11.6
9438,0,1,2,0,0,89,1601,3.1
9439,1,0,0,1,0,96,89283,3876.5
9440,0,1,3,0,0,89,1708,2.3
9443,0,1,0,0,0,80,23621,2062.9
9446,0,1,2,0,0,96,117805,2155.3
9449,0,2,4,0,0,85,1219,2.2
9451,1,2,3,0,0,105,2851,16000.0
9456,0,0,0,0,0,88,10726,185.0
9469,0,0,0,0,0,149,417,28.2
9474,0,1,7,0,0,110,122838,41700.0
9501,1,0,7,0,0,106,75385,44300.0
9510,1,0,4,1,0,92,8539,5623.4
9512,1,0,2,0,0,107,26131,7257.2
9514,1,0,3,0,0,100,15081,2863.9
9518,0,0,2,1,0,100,47680,7954.3
9538,0,1,0,0,0,88,1218,2.4
9540,0,0,2,0,0,115,1022,367.8
9543,1,0,3,1,0,110,158357,21600.0
9545,0,2,0,0,0,96,773,3.4
9549,1,1,4,0,0,100,6,3553.1
9550,1,0,3,0,0,109,3881,15900.0
9557,0,0,2,0,0,112,13178,8086.6
9568,0,0,2,0,0,126,19953,20400.0
9587,0,2,0,0,0,85,36116,679.6
9588,1,0,2,1,1,179,27656,11700.0
9592,0,1,4,0,0,110,1975,273.1
9595,0,0,2,0,0,90,1631,141.7
9599,0,2,9,0,0,110,114,460.2
9616,1,0,0,0,0,120,15803,3425.4
9642,0,0,0,0,0,82,2999,190.5
9644,0,0,2,0,0,94,3089,12.9
9655,1,0,3,0,0,105,207,17900.0
9660,0,2,2,0,0,128,708308,143200.0
9661,0,0,2,0,0,110,8401,501.6
9666,1,1,0,1,0,126,67501,35400.0
9667,0,0,4,0,0,98,11608,944.0
9674,1,1,2,0,0,117,18141,1346.5
9678,1,2,6,0,0,97,4658,1209.2
9680,0,0,0,0,0,119,4916,18100.0
9681,0,1,0,0,0,89,145,14.6
9682,0,0,2,0,0,99,3687,10.4
9684,0,2,2,0,0,90,14566,2561.1
9696,0,1,2,0,0,112,429160,171200.0
9704,0,0,2,0,0,97,349,71.4
9707,0,1,0,1,0,99,69186,3828.6
9709,0,0,2,0,0,82,1045,9.9
9713,0,1,2,0,0,100,162,477.2
9718,0,2,2,0,0,105,19488,2620.9
9721,0,1,2,0,0,106,5638,1154.9
9722,0,0,4,0,0,106,84250,2008.5
9729,1,0,0,0,0,93,9964,850.8
9731,0,0,2,0,0,85,11395,159.6
9733,0,2,4,0,1,90,66,3601.6
9740,0,1,3,0,1,107,11990,6535.6
9746,0,1,0,0,0,75,7591,648.4
9763,0,0,5,0,0,118,53200,40700.0
9764,0,1,0,0,0,140,271429,35700.0
9791,0,0,2,0,0,93,301,9.5
9792,0,1,2,0,0,93,1115,12.4
9797,0,0,2,0,0,0,13,3.8
9804,0,1,3,0,0,95,689,60.4
9808,1,0,3,1,0,140,6,7554.0
9809,1,1,2,1,0,113,63385,2969.5
9810,0,2,0,0,0,95,1012,77.3
9815,0,1,0,0,0,93,4995,311.4
9841,0,1,2,0,0,110,29779,890.0
9844,1,1,3,1,0,115,186768,30700.0
9845,1,1,4,1,0,86,67203,38800.0
9852,1,1,2,0,0,114,32897,5247.0
9853,0,0,2,0,0,98,1087,46.4
9857,0,1,2,0,0,128,99111,50999.99999999999
9858,0,0,2,0,0,135,24,42000.0
9862,0,0,2,0,0,104,141,254.2
9871,0,2,0,0,0,81,2711,73.2
9872,0,1,0,0,0,82,3919,111.9
9874,0,2,3,1,0,107,295118,118100.0
9882,1,0,3,0,0,115,216004,27800.0
9886,0,0,2,1,1,111,563890,291300.0
9892,0,0,0,0,0,93,6216,164.7
9896,0,0,2,0,0,98,296,119.0
9897,0,0,2,0,0,113,13003,1468.2
9900,0,2,2,1,0,122,49,12900.0
9914,1,0,2,0,0,86,1771,29.1
9917,0,2,4,1,0,97,5064,4.3
9930,0,1,4,0,0,114,44306,3915.7
9950,0,2,8,0,0,143,271577,4904.4
9964,0,0,2,1,0,106,29,8491.4
9965,0,0,0,0,0,89,86,3.0
9989,1,1,4,0,0,87,6847,1236.9
9996,0,2,4,0,0,90,2339,11.0
10001,0,0,2,0,0,99,1574,1066.2
10003,0,0,2,1,0,88,11048,225.5
10007,0,0,7,0,0,89,313,23.9
10008,0,2,2,0,0,118,1115,23.9
10009,0,0,5,0,0,86,20223,1856.0
10010,0,0,0,0,0,80,4373,2389.3
10015,0,0,2,0,0,90,3449,276.4
10032,0,0,7,0,0,101,4866,8718.3
10038,0,0,2,0,1,120,143432,119100.0
10039,0,0,0,0,0,85,7405,422.3
10042,0,0,0,0,0,107,33148,591.3
10043,0,0,2,1,0,96,96289,22400.000000000004
10044,0,0,2,0,0,86,545,914.3
10047,0,0,7,0,0,136,56611,6995.3
10056,0,2,0,0,0,128,592374,93100.0
10064,0,1,2,0,0,103,32756,4428.0
10071,1,1,4,1,0,104,11423,20900.0
10078,0,0,0,0,0,100,201,7.2
10083,1,2,0,0,0,138,6347,3623.6
10095,0,1,4,1,0,108,127782,11299.999999999998
10100,0,0,2,0,0,94,0,15.7
10110,0,0,7,0,0,111,40666,4261.5
10111,0,0,7,0,0,111,127625,5438.9
10123,0,0,2,0,0,115,13144,203.7
10128,1,2,1,1,0,136,291102,82400.0
10129,0,1,0,0,0,112,2097,5427.3
10131,1,0,9,0,0,124,9894,2584.5
10135,0,1,2,0,0,86,304,4.1
10139,0,2,7,1,0,91,196883,2025.9
10149,0,2,2,0,0,110,31,350.9
10159,0,0,2,0,0,94,10540,938.9
10165,0,2,4,0,0,116,37660,65700.0
10166,1,0,0,1,0,96,168,13900.0
10172,0,1,0,0,0,85,1597,10.1
10181,0,1,0,1,0,120,90337,1429.2
10190,0,0,0,0,0,82,164725,1766.4
10193,1,0,0,0,0,83,9824,4321.8
10201,1,0,3,1,0,98,85658,33900.0
10207,1,1,2,0,0,153,8556,1565.9
10215,1,0,2,0,0,134,37580,9907.3
10220,0,0,0,0,0,105,28211,2092.7
10222,0,1,6,0,0,98,38904,840.3
10229,0,2,0,0,0,88,2,30.8
10232,0,0,4,0,0,95,5684,38.0
10238,1,1,2,0,0,113,5647,646.5
10262,0,2,4,1,0,112,528350,111600.0
10263,0,0,2,0,0,105,17109,519.2
10269,0,0,0,0,0,82,8770,522.5
10273,1,0,2,0,0,135,7566,509.6
10278,0,0,2,0,0,104,241,22.2
10281,0,2,4,1,1,92,15370,3269.6
10283,0,0,0,1,0,97,1720,366.8
10294,0,2,0,0,0,83,7630,171.0
10296,1,0,3,0,0,164,337749,41399.99999999999
10313,0,2,0,0,0,86,46550,8251.3
10320,0,1,5,0,0,100,3209,15.8
10328,0,1,2,0,0,97,11,0.316
10349,1,0,4,0,0,95,76484,16800.0
10357,0,0,4,0,0,88,1449,2577.2
10358,0,0,5,1,0,118,11794,334.3
10359,1,1,2,0,0,117,16868,1140.5
10360,0,1,2,0,0,92,2,0.0006
10366,0,2,2,0,1,145,82,59200.0
10369,0,2,0,1,0,95,21361,893.6
10373,0,0,0,0,0,82,7573,2101.7
10375,1,0,3,1,0,93,6,1603.9
10377,0,1,2,0,0,106,8245,1645.2
