内容,主题概率,主题类型
诚信 商家 好评,"[(0, 0.08593911), (1, 0.8279297), (2, 0.0861312)]",1
质量,"[(0, 0.19548266), (1, 0.61007655), (2, 0.19444084)]",1
客服 推荐,"[(0, 0.12615183), (1, 0.7506073), (2, 0.123240896)]",1
到手 手印,"[(0, 0.11595894), (1, 0.76802206), (2, 0.11601901)]",1
回力 长袖 恤给 留下 深刻 印象 质量 做工 精良 无论是 缝合 细节 显得 用心 面料 选用 纯棉 材质 柔软 透气 身上 舒适 束缚 尺码 款恤 尺码 精准 平时 尺码 选购 身上 合身 版型 设计 宽松 显得 拘谨 很好 修饰 身材 修长 颜色 图案 款恤 设计 简约 时尚 颜色 搭配 和谐 显得 花哨 图案 设计 特色 展现出 品牌 独特 魅力 性价比 回力 长袖 恤的 价格 相比 品牌 同类产品 性价比 回力 长袖 无论是 质量 尺码 设计 价格 留下 印象 一款 值得 推荐 产品,"[(0, 0.6113237), (1, 0.38344625)]",0
商品 收到 衣服 颜色 好看 保暖 效果 喜欢 商家 衣服 实在 衣服 申请 换货 申请 成功 衣服 认准 牌子 感谢 商家,"[(0, 0.54053015), (1, 0.44212455), (2, 0.017345365)]",0
京东 真的 用心 事业 多快好省 真的 一点 快递 质量 价格 便宜 质量 穿着 挺舒服 喜欢,"[(0, 0.023118526), (1, 0.4219604), (2, 0.5549211)]",2
收到 好久 几天 质量 尺码 穿着 舒服 第一次 品牌 衣服 老牌子 感觉 物有所值 不错,"[(0, 0.53701466), (1, 0.2585138), (2, 0.20447151)]",0
正品 很好 价格便宜 性价比 超高 真的 特别 划算 包装 高端 大气 上档次 值得 购买 本来 担心 东西 不好 拿到 发现 多虑 五星 好评 品质 不错 性价比 高的 商品 喜欢 下手 犹豫,"[(0, 0.011993222), (1, 0.8288904), (2, 0.1591164)]",1
回力 品牌 商品 感觉 质量 舒适度 不错 结实 耐穿 宽松 舒适 京东 物流 速度 很快 包装 完整 规范 售后服务 后顾之忧,"[(0, 0.021535244), (1, 0.019462977), (2, 0.9590018)]",2
值得 信赖 品牌 质量 保障 价格 满意 宝贝 高大 质量 一种 高级 价格 合适 愉快 大赞,"[(0, 0.023269832), (1, 0.41747013), (2, 0.55926)]",2
发货 速度 很快 卖家 服务 满意 评价 真的 质量 做工 细致 包裹 严实 快递 服务态度 好评,"[(0, 0.021864671), (1, 0.95713305), (2, 0.021002276)]",1
衣服 售后 省心 客服 态度 满意 购买 一件 京东 商城 购买 商品质量 放心 价格合理 性价比,"[(0, 0.023773475), (1, 0.9517416), (2, 0.02448497)]",1
收到 一段时间 很好 满意 回力 国产 品牌 值得 信赖 购买 质量 不错 物美价廉 推荐 五分 好评,"[(0, 0.50257266), (1, 0.4729379), (2, 0.024489429)]",0
始终 京东 购物 京东 快递 送货上门 送货 速度 服务 品质 保证 喜欢 质量 超出 预期 五星 好评 选择 京东,"[(0, 0.07599294), (1, 0.43201455), (2, 0.4919925)]",2
衣服 性价比 老婆 说穿 好看 缺点 纯棉 起球 舒服 冬天 静电,"[(0, 0.61420864), (1, 0.029851425), (2, 0.35593992)]",0
回力 保暖 上衣 收到 京东 物流 送货 速度 回力 衣服 质量 客服 售后 态度 满意 衣服 穿着 柔软 舒适 大小 合适 第三次 购买 推荐 购买,"[(0, 0.96733177), (1, 0.016980752), (2, 0.01568751)]",0
衣服 上身 效果 大小 合适 袖长 布料 舒服 颜色 款式 喜欢 卖家 服务态度 满意,"[(0, 0.81528115), (1, 0.16045888), (2, 0.024259964)]",0
几元 衣服 太值 回力 名牌 名牌 第一次 衣服 喜欢 计划 介绍 朋友,"[(0, 0.23449777), (1, 0.033240654), (2, 0.7322616)]",2
这款 卫衣 真的 超出 预期 材质 手感 极佳 柔软 舒适 身上 云朵 包裹 颜色 吸引 时尚 这款 卫衣 细节 无论是 领口 袖口 下摆 感到 精致 满意 购物 体验 这款 卫衣 值得 推荐,"[(0, 0.42520368), (1, 0.49175698), (2, 0.08303931)]",1
身高体重 尺码 合适 合适 款式 类型 白色 加绒 穿着 舒服 上身 效果 好看 薄厚 程度 偏厚 冬天 暖和 秋天 商品 质量 真的 外观 精美 手感 舒适 顺手 卖家 服务态度 购物 无忧,"[(0, 0.9750716), (1, 0.013293141), (2, 0.011635239)]",0
收到 物流 速度 试穿 合身 款式 潮流 质量 材质 很棒 透气性 商品 性能 令人 惊喜 质量上乘 顺手 卖家 服务态度 回复 解决 疑惑,"[(0, 0.2717224), (1, 0.7090798), (2, 0.019197786)]",1
商品 收到 包装 物流 客服 态度 解答 总体 满意 东西 质量 卖家 描述 完全一致 满意,"[(0, 0.024728103), (1, 0.9525565), (2, 0.022715405)]",1
从没 实惠 价格 买到 宝贝 下次 你家 回力 衣服 价格 实惠 质量 回购 尺寸 刚刚 正码 刚刚 暖和 做工 细节 到位,"[(0, 0.125251), (1, 0.8545195), (2, 0.020229466)]",1
商品 符合 描述 活动 便宜 能省 物流 速度 真的 没话说 商品 外包装 高档 一分钱 一分货 有贵 道理,"[(0, 0.02096869), (1, 0.16982812), (2, 0.80920315)]",2
京东 东西 价格 便宜 质量 不错 多年 客户 予以 支持 希望 京东 越来越 越来越 兴旺,"[(0, 0.022708904), (1, 0.08284603), (2, 0.89444506)]",2
回力 运动 系列 国民 品牌 几十年 品牌 质量 保障 这款 卫衣 款式 新颖 质量上乘 京东 自营 京东 物流 值得 信赖 真不错,"[(0, 0.28041565), (1, 0.017650655), (2, 0.7019337)]",2
收到 质量 不错 款式 简单 大方 尺码 标准 身上 特别 舒适 帅气 做工 物流 速度 挺快 满意,"[(0, 0.02643309), (1, 0.9529508), (2, 0.020616153)]",1
京东 会员 良心 好评 京东 超市 再也 不用 京东 秒杀 电商 平台 价格 实体店 便宜 产品 满分 服务 满分 售后 满分 物流 满分 特别 物流 速度 真的 很快 上午 下午 送到 解决 喜欢 京东 东西 送货 速度 售后 包装 令人满意 重点 产品 真的 每次 打开 包装 惊艳 高大 保质期 新鲜 京东 购物 这么久 失望 每次 评价 五分 购物 过程 满意 体验 无论是 服务 产品 满意 我会 推荐 朋友 京东 购物,"[(1, 0.6363686), (2, 0.35823473)]",1
真的 喜欢 支持 质量 卖家 描述 一模一样 满意 真的 喜欢 超出 预期 价值 交货 速度 包装 仔细 紧凑 物流 公司 服务态度 交货 速度 满意 购物,"[(0, 0.9697389), (1, 0.016167587), (2, 0.0140935695)]",0
收到 质量 一如既往 款式 简单 大方 版型 很正 尺码 标准 身上 特别 舒适 帅气 做工 物流 速度 挺快 特别 满意,"[(0, 0.020916125), (1, 0.96122855), (2, 0.017855268)]",1
特别 惊喜 穿着 帅气 质感 做工 挺不错 迫不及待 试穿 特别 搭有 颜色 很正 做工 细致 瑕疵 穿着 暖和 厚实 特别 质量 价格 品牌 收藏 回购,"[(0, 0.0149106085), (1, 0.28376886), (2, 0.7013205)]",2
这款 卫衣 太好了 质地 柔软 舒适 设计 时尚 年轻 活力 这款 卫衣 保暖性 寒冷 天气 感到 喜欢 这款 卫衣 日常 穿着 一部分 强烈推荐 喜欢 卫衣,"[(0, 0.21614106), (1, 0.34790283), (2, 0.43595606)]",2
好看 穿着 舒服 跑步 最少 百分之五十左右 厉害 喜欢 推荐 老铁,"[(0, 0.035930075), (1, 0.035324667), (2, 0.92874527)]",2
整体 大小 不错 颜色 身高体重 尺码 合适 合适 款式 类型 白色 喜欢 材质 类型 体现 版型 上身 效果 薄厚 程度 感觉 秋天,"[(0, 0.969104), (1, 0.015499422), (2, 0.015396569)]",0
不错 质量 值得 拥有 五星 好评 特别 特别 货比三家 店主人 回答 耐心 详细 再来 发货 很快 包装 很好 价格 特别 实惠 功效 不错 值得 购买,"[(0, 0.013691962), (1, 0.9724885), (2, 0.013819535)]",1
货品 满意 包装 精致 大气 完整无损 用料 厚实 舒适 手感 柔软 做工 针脚 均匀 尺寸 适宜 款式 时尚 清新 颜色 典雅,"[(0, 0.21963023), (1, 0.54548424), (2, 0.23488548)]",1
收到 不错 质量 值得 拥有 五星 好评 特别 特别 货比三家 店主人 回答 耐心 详细 再来 发货 很快 包装 很好 价格 特别 实惠 功效 不错 值得 购买,"[(0, 0.013196402), (1, 0.97352296), (2, 0.013280651)]",1
款式 类型 好看 运动 风格 薄厚 程度 厚薄 适中 我家 适合 上身 效果 满意 担心 合适 收到 穿上 合身 材质 类型 面料 衣服 收到 物流 很快 综合 好评,"[(0, 0.9102913), (1, 0.06307159), (2, 0.026637085)]",0
衣服 不错 码数 大小 合适 款式 好看 老公 特别 喜欢 价格 优惠 小伙伴 支持 国货 老牌 回力 国货,"[(0, 0.39109194), (1, 0.021037567), (2, 0.58787054)]",2
到货 迫不及待 打开 失望 满意 购物 颜值 真的 没话说 材质 物美价廉 大小 合适 理想 产品 质量 不错 物流 很快 值得,"[(0, 0.08009947), (1, 0.72951424), (2, 0.19038627)]",1
九十年代 很火 品牌 一双 回力 球鞋 少年 梦想 没想到 产品 越来越 衣服 质量 不错 价格公道 性价比 穿着 透气 舒适 不错,"[(0, 0.16226868), (1, 0.018531127), (2, 0.8192002)]",2
试试 心态 一件 卫衣 老公 好看 大小 合适 版型 宽松 一点 款式 新颖 下次 回购,"[(0, 0.9516564), (1, 0.024060613), (2, 0.024282983)]",0
卫衣 质量 不错 价格 划算 正好 季节 喜欢 回力 国产 品牌 质量 值得 信赖 价格 实惠 值得 推荐 购买,"[(0, 0.28819108), (1, 0.020994363), (2, 0.69081455)]",2
做工 精细 质量上乘 穿着 舒适 色彩鲜艳 款式 时尚 适合 场合 面料 柔软 手感 舒适 穿着 轻松自在 设计 独特 剪裁 合身 展现 优美 身材 细节 考究 款式 新颖 耳目一新 感觉 款式 经典 色彩 搭配 耳目一新 感觉 质感 穿着 舒适 一款 实用 衣服,"[(0, 0.9799138), (1, 0.011031822)]",0
质量 不错 孩子 喜欢 客服 下单 过年 干脆 快递 快点 发货 速度 很快 下单 收到 感谢,"[(0, 0.022117227), (1, 0.30344453), (2, 0.6744383)]",2
快递 物流 东西 质量 客服 热情周到 这家 好几家 太贵 质量 不行 这家 性价比 满意 购物 下次 这家,"[(0, 0.025187887), (1, 0.3753815), (2, 0.5994306)]",2
面料 不错 中学生 李宁 性价比 还好 支持 国货 品牌 活动 期间 性价比 物流 还好 包裹 完整,"[(0, 0.71308917), (1, 0.027422244), (2, 0.25948864)]",0
安踏 卫衣 加绒 真的 太棒了 保暖性 极佳 穿着 舒适 质量 设计 时尚 颜色 搭配 很漂亮 满意 强烈推荐,"[(0, 0.42531377), (1, 0.4302445), (2, 0.14444174)]",1
面料 超级 适合 儿子 体型 面料 超级 适合 儿子 体型 面料 超级 适合 儿子 体型 面料 超级 适合 儿子 体型 值得 五星,"[(0, 0.9644116), (1, 0.018856326), (2, 0.016732045)]",0
品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢 品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢 品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢,"[(0, 0.012926545), (1, 0.97307515), (2, 0.01399831)]",1
买来 打底 加绒 晓得 北方 面料 柔软 透气 物流 还行 快递 取件 好久 不好,"[(0, 0.48553354), (1, 0.024402078), (2, 0.4900644)]",2
质量 完全符合 卖家 描述 满意 真的 喜欢 超出 预期 发货 速度 很快 包装 仔细 物流 公司 服务态度 发货 速度 很快 满意 购物,"[(0, 0.5857035), (1, 0.3982959), (2, 0.016000614)]",0
这件 穿着 帅气 质感 做工 挺不错 颜色 很正 穿着 暖和 厚实 特别 质量 价格 品牌 收藏 回购,"[(0, 0.022913985), (1, 0.02563622), (2, 0.9514498)]",2
不想 产品 一堆 好评 特地 写下 模板 评论 涨分 好评 重要性 每条 评论 下次 现金 评论 京豆 东西 这条 评论 复制粘贴 凑够 字数 第次 网上 东西 棒棒 东西 便宜 质量 物美价廉 放心 开心 感觉 上瘾 买买 停不下来 东西 品种 特别 划算 包装 损坏 支持 服务 超级 好吃 好评 下次,"[(1, 0.9862059)]",1
品质 没得说 一号 衣服 真的 喜欢 支持 质量 卖家 描述 一模一样 满意 真的 喜欢 超出 预期 发货 速度 包装 仔细 紧凑 物流 公司 服务态度 发货 速度 购物 满意,"[(0, 0.71160096), (1, 0.2746814), (2, 0.013717671)]",0
东东 很快 收到 喜欢 喜欢 那种 款式 暖和 很好 实体店 价格比 网上 价格 超值 实惠 喜欢 购有 东西 实体店 网上 很好,"[(0, 0.18929341), (1, 0.79307127), (2, 0.017635336)]",1
真的 超级 喜欢 支持 质量 卖家 描述 完全一致 满意 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物,"[(0, 0.7153522), (1, 0.27099296), (2, 0.0136548765)]",0
保暖 效果 不错 物有所值,"[(0, 0.7513177), (1, 0.07528753), (2, 0.17339477)]",0
衣服 加绒 常规 不错 换货 有效率 满意 好评,"[(0, 0.9113953), (1, 0.049061395), (2, 0.039543323)]",0
五星 好评 好评,"[(0, 0.087079205), (1, 0.82909274), (2, 0.083828084)]",1
值得 购买 身高体重 尺码 合适 合适 舒服 实穿 感受 舒服 薄厚 程度 刚刚,"[(0, 0.9491374), (1, 0.025405414), (2, 0.02545717)]",0
舒服 颜值 好看 太脏 洗掉 值得 推荐,"[(0, 0.04809557), (1, 0.05225014), (2, 0.89965427)]",2
宝贝 收到 感觉 不错 上身 效果 期待 下次,"[(0, 0.29415783), (1, 0.66623926), (2, 0.039602857)]",1
做工 精细 质量上乘 穿着 舒适 色彩鲜艳 款式 时尚 适合 场合 面料 柔软 手感 舒适 穿着 轻松自在 设计 独特 剪裁 合身 展现 优美 身材 细节 考究 款式 新颖 耳目一新 感觉 款式 经典 色彩 搭配 耳目一新 感觉 质感 穿着 舒适 一款 实用 衣服,"[(0, 0.9799063), (1, 0.011039195)]",0
材质 做工 超出 预期 超值 好看 卖家 发货 预计 提早 后悔 五分,"[(0, 0.9449039), (1, 0.028219061), (2, 0.026877053)]",0
不愧 大厂 质量 脱线 起球 穿着 好看 实穿 感受 舒服 材质 类型 丝滑 薄厚 程度 保暖,"[(0, 0.9586828), (1, 0.020669147), (2, 0.020648126)]",0
收到 第一 时间 包装 感觉 质量 卖家 描述 满意 发货 速度 物流 公司 服务态度 运送 速度 很快 满意 购物,"[(0, 0.6647675), (1, 0.31631887), (2, 0.018913642)]",0
身高体重 身高 体重 尺码 合适 合适 实穿 感受 舒服,"[(0, 0.93110234), (1, 0.03420039), (2, 0.034697264)]",0
产品 真的 超级 下次 越做越 购物 体验,"[(0, 0.044447225), (1, 0.89918846), (2, 0.056364298)]",1
质量 不错 物流 挺快 满意 价格 实在 正品,"[(0, 0.042487934), (1, 0.048580278), (2, 0.90893185)]",2
质地 柔软 起毛 上身 舒服,"[(0, 0.84700733), (1, 0.05788394), (2, 0.09510876)]",0
尺寸 合身 想着 买大 身高 合适 就行,"[(0, 0.52312446), (1, 0.41109473), (2, 0.065780826)]",0
衣服 上身 绒毛 特别 舒服 性价比,"[(0, 0.61573756), (1, 0.32887092), (2, 0.05539151)]",0
款式 不错 穿着 挺舒服 质量,"[(0, 0.86939), (1, 0.06871659), (2, 0.061893363)]",0
宝贝 收到 物流 很快 描述 相符 比较满意 好评,"[(0, 0.26053718), (1, 0.69777286), (2, 0.041690018)]",1
舒服 颜值,"[(0, 0.12792353), (1, 0.15007667), (2, 0.7219998)]",2
真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 运送 速度 很快 满意 购物,"[(0, 0.9459833), (1, 0.029355243), (2, 0.024661485)]",0
质量 穿着 舒适 喜欢,"[(0, 0.84120476), (1, 0.08126849), (2, 0.07752672)]",0
品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢 品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢 品质 一级 包装 不错 物流 很快 价格合理 实惠 喜欢,"[(0, 0.012926498), (1, 0.97309256), (2, 0.0139809465)]",1
衣服 质量 杠杠 购买 建议 买大 一号,"[(0, 0.05554133), (1, 0.8934433), (2, 0.051015336)]",1
仔仔 帅气 喜欢 后续,"[(0, 0.07009283), (1, 0.072472796), (2, 0.8574344)]",2
客服 服务态度 衣服 版型 克重 不错 起球,"[(0, 0.39636758), (1, 0.5559196), (2, 0.04771283)]",1
快递 快递 服务态度 挺舒服,"[(0, 0.07210782), (1, 0.8480235), (2, 0.07986869)]",1
尺码 合适 实穿 感受 舒适,"[(0, 0.8867059), (1, 0.057064157), (2, 0.056229953)]",0
宝贝 很棒 满意 商家 发货,"[(0, 0.064897925), (1, 0.8706817), (2, 0.06442033)]",1
确实 好看 物美价廉,"[(0, 0.09475437), (1, 0.81727713), (2, 0.08796852)]",1
材质 舒服,"[(0, 0.7630977), (1, 0.11633734), (2, 0.12056494)]",0
材质 做工 超出 预期 超值 好看 卖家 发货 预计 提早 后悔 五分,"[(0, 0.9449054), (1, 0.02821759), (2, 0.026877029)]",0
白色 真的 快递 弄脏,"[(0, 0.074708804), (1, 0.08203513), (2, 0.8432561)]",2
宝贝 收到 物流 很快 描述 相符 比较满意 好评 推荐,"[(0, 0.25393552), (1, 0.70851725), (2, 0.037547246)]",1
好看 上身 效果,"[(0, 0.82264847), (1, 0.09045477), (2, 0.086896725)]",0
好看 价格 实惠 物流,"[(0, 0.07879549), (1, 0.0876965), (2, 0.833508)]",2
秋冬 一批,"[(0, 0.12864102), (1, 0.1147155), (2, 0.7566435)]",2
图片 紧绷 舒服,"[(0, 0.12899224), (1, 0.7666178), (2, 0.10438996)]",1
报看,"[(0, 0.16822991), (1, 0.16856068), (2, 0.6632094)]",2
用户 未填写 评价 内容,"[(0, 0.06682452), (1, 0.8660896), (2, 0.06708587)]",1
用户 未填写 评价 内容,"[(0, 0.066824526), (1, 0.8660895), (2, 0.06708602)]",1
满意 购物 物流 速度 卖家 描述 完全一致 满意 超出 期望 性价比 非常适合 办公室 办公 此家 购买 办公用品 包装 仔细 严实 快递 服务态度 下次 购买,"[(0, 0.0168981), (1, 0.96878374), (2, 0.014318172)]",1
纯棉 舒适 材质 做工 超出 预期 超值 好看 卖家 发货 预计 提早 后悔 五分,"[(0, 0.9525972), (1, 0.024221893), (2, 0.023180876)]",0
大大的 快递 送货 服务 在线 客服 回复 售后服务 更是 超赞 选购 方便快捷 宝贝 设计 客服 细心 回答 送货 服务 售后 不错 值得 购买 满意 购物 希望 卖家 生意 越来越 兴隆,"[(0, 0.01184123), (1, 0.35676277), (2, 0.631396)]",2
尺码 合适 合适 上身 效果 好看 衣服 喜欢 上身 帅哥 小姐姐 看着 喜欢 薄厚 程度 适合 秋天 穿着 不冷不热 舒适 透气 舒适 休闲 舒适,"[(0, 0.97132444), (1, 0.014732234), (2, 0.01394337)]",0
这件 衣服 挺不错 配送 速度 挺快 商家 用心 收到 划算 下次 几件,"[(0, 0.037808493), (1, 0.49892473), (2, 0.46326673)]",1
好评 模板 大佬 不想 产品 好评 特地 写下 模板 评论 积分 好评 重要性 妥妥 每条 评论 积分 下次 现金 评论 积分 东西 复制粘贴 凑够 字数 第次 网上 东西 东西 便宜 质量 物美价廉 放心 称心 感觉 上瘾 买买 停不下来 东西 品种 特别 划算 实惠 包装 损坏 支持 服务 超级 好评 下次,"[(1, 0.9865509)]",1
牛掰 衣服 确实 不错 本来 很久 外套 想要 这件 还行 到货 真的 意外 材料 设计 不错 真的 喜欢 入手 小伙伴 强推 这家 真的,"[(0, 0.016232718), (1, 0.40172243), (2, 0.58204484)]",2
货真价实 颜值 高品质 一分钱 一分货 材质 外观 质量 一看 上档次 喜欢,"[(0, 0.031040918), (1, 0.93990326), (2, 0.029055784)]",1
购物 体验 实在 太棒了 商品质量 优秀 远远 超出 预期 卖家 发货 速度 包装 严谨 确保 商品 完好无损 客服 人员 热情 耐心 解答 商品 性价比 值得 推荐 亲朋好友 购物 深感 满意 下次 选择 这家 店铺 希望 卖家 品质 顾客 提供 更好 购物 体验,"[(1, 0.8618096), (2, 0.12926647)]",1
爱心 黑色 一般般 中规中矩 感觉 黑色 爱心 好看 质量 不错 款式 经典,"[(0, 0.20316981), (1, 0.76758116), (2, 0.029249033)]",1
好看 一件 衣服 颜色 好看 俗气 宽松 有型 衣服 不错 不错,"[(0, 0.67105), (1, 0.29736242), (2, 0.03158754)]",0
正品 店铺 放心 购买 客服 态度 购物 过程 顺利 下次 再来,"[(0, 0.03637486), (1, 0.9295633), (2, 0.034061812)]",1
物流 很快 衣服 质量 不错 满意,"[(0, 0.062418655), (1, 0.88071424), (2, 0.05686713)]",1
上身 效果 薄厚 程度,"[(0, 0.8648772), (1, 0.06778452), (2, 0.06733823)]",0
身高体重 商品 合适 尺码 合适 合适 款式 类型 真的 上身 效果 真的,"[(0, 0.9418361), (1, 0.029606469), (2, 0.028557442)]",0
衣服 合身 触感 丝滑 质量 很棒,"[(0, 0.55107504), (1, 0.39572972), (2, 0.05319529)]",0
不错 价位 质量 不错 颜色 色差,"[(0, 0.8762373), (1, 0.0623901), (2, 0.06137259)]",0
版型 质量 过关 值得 购买,"[(0, 0.070159785), (1, 0.31684947), (2, 0.61299074)]",2
颜色 好看 上身 效果 色差 很小,"[(0, 0.5243825), (1, 0.4242647), (2, 0.051352777)]",0
衣服 收到 惊喜 面料 柔软 舒服 喜欢 那种 料子 迫不及待 水洗 衣服 一点 掉色 品质 质量 真的 开心,"[(0, 0.025029628), (1, 0.5834564), (2, 0.391514)]",1
尺码 合适 款式 类型 真的 材质 类型 上身 效果 完美 店家 不错,"[(0, 0.94104296), (1, 0.030425718), (2, 0.028531358)]",0
面料 手感 柔软 细腻 做工 精细 描述 物超所值 特别 满意 长期 关注,"[(0, 0.28619894), (1, 0.49653828), (2, 0.21726276)]",1
东西 版型 好看 质量 不错 颜色 色差 下次,"[(0, 0.044067908), (1, 0.915534), (2, 0.040398024)]",1
宝贝 收到 卖家 发货 很快 物流 强大 客服 态度 极好 耐心 一种 亲切感 喜欢 精美 包装 高端 氛围 卖家 细心 宝贝 真的 图片 区别 真的 物有所值,"[(0, 0.013072136), (1, 0.97373503), (2, 0.013192819)]",1
不错 好看 冬天 好评,"[(0, 0.6530869), (1, 0.27503955), (2, 0.071873516)]",0
期盼 终于 收到 心仪 宝贝 迫不及待 打开 想象 漂亮 满意 五星 好评 感谢 良心 卖家 宝贝 收到 合适 感谢 有爱 卖家 加急 发货 解决 谢谢 回购 好评 五星 好评 店家 物流 收到 商品质量 不错 介绍 朋友 感谢 耐心 店家 选到 适合 宝贝 喜欢 谢谢,"[(0, 0.010589322), (1, 0.9803185)]",1
不错 体验 采购 好久 收到 质量 价格 推荐 值得 购买 说句实话 评价 商品 真的 喜欢 第一次 选择 产品 看得出来 老板 很细 挑选 客户 着想 有没有 用心 产品 一眼,"[(0, 0.016460847), (1, 0.3634812), (2, 0.620058)]",2
收到 尺寸 码数 小孩 合适 物流 下次 购买 一如既往 支持 京东 品牌,"[(0, 0.42409587), (1, 0.5380222), (2, 0.037881866)]",1
特别 特别 货比三家 店主人 回答 耐心 详细 再来,"[(0, 0.038013108), (1, 0.9243366), (2, 0.037650272)]",1
尺码 上身 效果 那种 宽松 不错,"[(0, 0.8955311), (1, 0.051479265), (2, 0.052989576)]",0
产品 真的 超级 下次 越做越 购物 体验,"[(0, 0.044447258), (1, 0.89917433), (2, 0.056378387)]",1
便宜 实惠 好多 宝贝 一如既往 性价比 品牌 值得 信赖,"[(0, 0.035925183), (1, 0.053949025), (2, 0.91012585)]",2
真的 不错 好评 面料 舒服 推荐,"[(0, 0.5894924), (1, 0.35660693), (2, 0.05390068)]",0
老板 服务态度 发货 很快 商品质量 不错 喜欢 谢谢,"[(0, 0.04067442), (1, 0.9189992), (2, 0.04032633)]",1
合身 面料 满意 价格,"[(0, 0.8430343), (1, 0.07399246), (2, 0.082973175)]",0
衣服 质量 客服 五星 好评 好久 客服,"[(0, 0.046887033), (1, 0.90207464), (2, 0.051038325)]",1
图片 质量 整洁,"[(0, 0.094050504), (1, 0.4203467), (2, 0.48560277)]",2
性价比 棉布 很软 穿着 舒服,"[(0, 0.07127862), (1, 0.05880676), (2, 0.8699146)]",2
质量 满意 购物 客服 有问必答 专业,"[(0, 0.05723882), (1, 0.88542324), (2, 0.05733795)]",1
超级 店里 块钱 衣服 质量,"[(0, 0.062518336), (1, 0.87235594), (2, 0.06512571)]",1
面料 舒服 上身 效果 不错,"[(0, 0.88140327), (1, 0.058776926), (2, 0.059819806)]",0
男朋友 特别 好看 帅气 满分,"[(0, 0.058770463), (1, 0.5892145), (2, 0.35201505)]",1
穿着 特别 舒服 色差,"[(0, 0.4802461), (1, 0.43830043), (2, 0.08145342)]",0
保暖 穿着 舒服,"[(0, 0.82032555), (1, 0.08639751), (2, 0.09327692)]",0
衣服 好看 质量 不错 超级 喜欢,"[(0, 0.060201176), (1, 0.88302004), (2, 0.05677877)]",1
外观 特别 暖和 柔和,"[(0, 0.089330435), (1, 0.8252289), (2, 0.085440636)]",1
颜色 好看 纯棉 舒服,"[(0, 0.8514775), (1, 0.07464758), (2, 0.07387488)]",0
合适 合身,"[(0, 0.7714395), (1, 0.1135169), (2, 0.11504364)]",0
上身 舒服 值得,"[(0, 0.79728305), (1, 0.0979728), (2, 0.1047441)]",0
拉链 不平,"[(0, 0.11621762), (1, 0.11709746), (2, 0.76668495)]",2
填写 评价 内容,"[(0, 0.08360533), (1, 0.83233064), (2, 0.084064014)]",1
内衬 黑点,"[(0, 0.114239864), (1, 0.111756094), (2, 0.7740041)]",2
不咋地,"[(0, 0.6633466), (1, 0.16782951), (2, 0.16882391)]",0
用户 未填写 评价 内容,"[(0, 0.06682452), (1, 0.8660897), (2, 0.06708582)]",1
用户 未填写 评价 内容,"[(0, 0.066824526), (1, 0.86608934), (2, 0.06708611)]",1
用户 未填写 评价 内容,"[(0, 0.06682452), (1, 0.8660896), (2, 0.06708587)]",1
用户 未填写 评价 内容,"[(0, 0.066824526), (1, 0.8660895), (2, 0.06708599)]",1
用户 未填写 评价 内容,"[(0, 0.06682451), (1, 0.86608964), (2, 0.06708587)]",1
用户 未填写 评价 内容,"[(0, 0.06682452), (1, 0.8660896), (2, 0.06708593)]",1
发货 送货 很快 包装 完好 一件 绿色 满意 回购 一件 黑色 舒适 程度 舒服 厚薄 程度 适中 裤腿 长短 卫衣 裤腿 身材 体型 适中 体态 偏胖 合适 特色 做工,"[(0, 0.97495604), (1, 0.012319219), (2, 0.012724744)]",0
北面 衣服 质量 挺不错 这款 卫衣 版型 偏长 宽松 颜色 很显 年轻 活力 渐变色 设计 有意思 价格 特别 美丽 超值,"[(0, 0.8401705), (1, 0.02187007), (2, 0.13795939)]",0
跨地区 调货 到货 很快 上身 效果 不错 材质 穿着 舒服 版型 一号 小号 更换 无奈 只能 退货 好评,"[(0, 0.5014036), (1, 0.34623682), (2, 0.15235953)]",0
质量 心意 棒棒 亲们 放心 购买 平时 便宜 特别 特别 满意 超级 好看 客服 礼貌 客气 良心 商家 支持,"[(0, 0.017630624), (1, 0.9642131), (2, 0.018156296)]",1
这件 衣服 十分满意 码数 合适 质量 手感 不错 合身 变形 可惜 颜色 入手,"[(0, 0.89651585), (1, 0.07580372), (2, 0.027680472)]",0
价格 合适 质量 信得过 做工 不错 老款 不错 物流 很快,"[(0, 0.043483734), (1, 0.91961896), (2, 0.036897298)]",1
跨地区 调货 到货 很快 上身 效果 不错 颜色 很正 款式 宽松 遗憾 衣身 小号 无奈 只能 退货 好评,"[(0, 0.1786498), (1, 0.68075615), (2, 0.1405941)]",1
第一次 买大 京东 自营 服务 第二天 更换 衣服 送到 新件 取件 北面 衣服 质量 设计 精典,"[(0, 0.27152672), (1, 0.022870218), (2, 0.705603)]",2
