内容,主题概率,主题类型
衣服 污渍,"[(0, 0.025641501), (1, 0.69229996), (2, 0.025641598), (3, 0.025641521), (4, 0.02564153), (5, 0.025641825), (6, 0.025641568), (7, 0.025641575), (8, 0.025641818), (9, 0.0256422), (10, 0.02564158), (11, 0.025641551), (12, 0.02564178)]",1
白色 一件 黑色 一件 白色 两次 脱线 建议 提醒 真相,"[(5, 0.9160793)]",5
买来 袖子 开线,"[(0, 0.019232113), (1, 0.019231874), (2, 0.019231874), (3, 0.019231874), (4, 0.76921654), (5, 0.019231975), (6, 0.019232137), (7, 0.019231874), (8, 0.019232051), (9, 0.019232102), (10, 0.019231874), (11, 0.019231874), (12, 0.019231874)]",4
衣服 垃圾 发过来,"[(0, 0.019231152), (1, 0.76922715), (2, 0.019231), (3, 0.019231018), (4, 0.019231003), (5, 0.0192312), (6, 0.019231046), (7, 0.019231038), (8, 0.019230997), (9, 0.019231135), (10, 0.019231044), (11, 0.01923098), (12, 0.019231241)]",1
不想 合适 不让,"[(0, 0.01923132), (1, 0.019231398), (2, 0.01923132), (3, 0.019231742), (4, 0.01923132), (5, 0.01923182), (6, 0.019231664), (7, 0.019231662), (8, 0.019231526), (9, 0.019231629), (10, 0.019231468), (11, 0.019231386), (12, 0.7692217)]",12
降价 离谱 天价 降价 离谱 太气,"[(0, 0.010989237), (1, 0.010989266), (2, 0.8681286), (3, 0.010989342), (4, 0.010989309), (5, 0.01098925), (6, 0.010989237), (7, 0.010989384), (8, 0.010989259), (9, 0.010989237), (10, 0.0109892655), (11, 0.010989237), (12, 0.010989356)]",2
想不到 掉色 全黑 幸好 没和 衣服,"[(0, 0.010989317), (1, 0.010989438), (2, 0.010989359), (3, 0.010989324), (4, 0.010989344), (5, 0.010989496), (6, 0.010989346), (7, 0.8681276), (8, 0.01098936), (9, 0.010989363), (10, 0.010989355), (11, 0.010989338), (12, 0.010989434)]",7
尺码 很多很多 买大 很小 很小 衣服 挺薄,"[(1, 0.88461167)]",1
衣服 尺码 标准,"[(0, 0.019231062), (1, 0.019231582), (2, 0.019231286), (3, 0.01923125), (4, 0.019231128), (5, 0.0192324), (6, 0.76922345), (7, 0.01923133), (8, 0.019231234), (9, 0.019231321), (10, 0.019231219), (11, 0.01923115), (12, 0.019231586)]",6
尺码 不符 闹心,"[(0, 0.019231508), (1, 0.019232394), (2, 0.019231888), (3, 0.019232048), (4, 0.019231552), (5, 0.019232092), (6, 0.019231986), (7, 0.019231994), (8, 0.019231567), (9, 0.01923242), (10, 0.019231772), (11, 0.019232199), (12, 0.7692166)]",12
退换货 回来 脏兮兮 质量 不好,"[(0, 0.012822247), (1, 0.012821345), (2, 0.0128216315), (3, 0.012821515), (4, 0.012821554), (5, 0.8461396), (6, 0.012821377), (7, 0.012821618), (8, 0.012821929), (9, 0.012821803), (10, 0.012821862), (11, 0.012821598), (12, 0.012821896)]",5
衣服 起球 建议,"[(0, 0.019231036), (1, 0.019231154), (2, 0.019231228), (3, 0.019231103), (4, 0.019231522), (5, 0.7692254), (6, 0.019231044), (7, 0.019231332), (8, 0.019231385), (9, 0.019231075), (10, 0.019231096), (11, 0.019231314), (12, 0.0192313)]",5
一般般 料子 不值 价格,"[(0, 0.01538507), (1, 0.015385069), (2, 0.015385182), (3, 0.015385265), (4, 0.015385383), (5, 0.01538502), (6, 0.015385188), (7, 0.015385174), (8, 0.8153782), (9, 0.015385268), (10, 0.015385067), (11, 0.015385107), (12, 0.01538502)]",8
特别 差劲 差劲 衣服,"[(0, 0.01538494), (1, 0.015385668), (2, 0.015385188), (3, 0.81537575), (4, 0.015385104), (5, 0.015386479), (6, 0.0153852), (7, 0.015385185), (8, 0.015385168), (9, 0.01538519), (10, 0.015385138), (11, 0.015385267), (12, 0.015385744)]",3
产品 服务 产品 预期 京东,"[(0, 0.012820751), (1, 0.012820773), (2, 0.012820792), (3, 0.84615093), (4, 0.012820833), (5, 0.012820802), (6, 0.012820698), (7, 0.0128207505), (8, 0.012820798), (9, 0.012820719), (10, 0.0128207505), (11, 0.012820729), (12, 0.012820714)]",3
质感 料子 感觉 最多,"[(0, 0.015385411), (1, 0.015385029), (2, 0.0153850885), (3, 0.015385129), (4, 0.015385113), (5, 0.015385143), (6, 0.015384987), (7, 0.015385191), (8, 0.8153786), (9, 0.01538509), (10, 0.015384987), (11, 0.015385133), (12, 0.0153850615)]",8
图片 颜色 不符 建议 购买,"[(0, 0.0128208175), (1, 0.012820902), (2, 0.012820899), (3, 0.012820779), (4, 0.012821015), (5, 0.0128208725), (6, 0.012820756), (7, 0.012820896), (8, 0.012820894), (9, 0.012820816), (10, 0.012820851), (11, 0.84614974), (12, 0.012820805)]",11
实物 一点 不符 图片 浅绿 实物 深绿 难看 想越 实物 不符,"[(1, 0.9230749)]",1
图片 沾边,"[(0, 0.02564184), (1, 0.02564204), (2, 0.025642032), (3, 0.02564184), (4, 0.025642136), (5, 0.025642512), (6, 0.02564184), (7, 0.6922953), (8, 0.02564222), (9, 0.025642034), (10, 0.025642032), (11, 0.025642274), (12, 0.025641885)]",7
展示 不符,"[(0, 0.025641669), (1, 0.025642628), (2, 0.025641786), (3, 0.025641669), (4, 0.025641669), (5, 0.02564172), (6, 0.025641669), (7, 0.025641669), (8, 0.025641669), (9, 0.6922982), (10, 0.025641786), (11, 0.025642173), (12, 0.025641752)]",9
面料 厚实 挡风 衣服 大小 合适 做工 细致 拉链 质量 不太好 感觉 单薄 廉价 顺滑 改进,"[(5, 0.9456987)]",5
穿着 合适 软硬 适中 值得 推荐 京东 自营 下次 活动 购物车 每次 晚上,"[(8, 0.9340635)]",8
衣服 舒适 颜色 款式 面料 满意 尺码 换货 流程 顺利 快递 办法 只能 求助于 京东 客服 京东 客服 很快 解决,"[(2, 0.9560425)]",2
做工 面料 穿着 合体 气质,"[(0, 0.0128211), (1, 0.012821208), (2, 0.012821365), (3, 0.012821448), (4, 0.8461445), (5, 0.012821271), (6, 0.012821552), (7, 0.01282151), (8, 0.0128211975), (9, 0.012821097), (10, 0.012821446), (11, 0.012821245), (12, 0.012821063)]",4
毛发 头发 衣服 感觉 尺码,"[(0, 0.0128210345), (1, 0.012821021), (2, 0.012821023), (3, 0.012821049), (4, 0.012820997), (5, 0.8461478), (6, 0.012821015), (7, 0.012821112), (8, 0.012821001), (9, 0.012821035), (10, 0.012820974), (11, 0.012821011), (12, 0.012821012)]",5
不错 尺码 合适 上身 效果 薄厚 程度 带有 一点点 衣服 身体,"[(5, 0.9230739)]",5
质量 退货 退款 运费 客服 解决不了,"[(0, 0.010989279), (1, 0.010989224), (2, 0.0109893335), (3, 0.010989354), (4, 0.010989286), (5, 0.010989318), (6, 0.010989316), (7, 0.010989314), (8, 0.010989271), (9, 0.010989252), (10, 0.868128), (11, 0.010989458), (12, 0.010989654)]",10
美津浓 面料 不错 颜色 喜欢 上身 效果 申请 售后 商家 发来 新货 新货 旧货 省心 价格 小贵,"[(10, 0.94871634)]",10
一号 换货 担心 来回 拉锯 耽误 上身 时间 商家 物流 特给力 发新 一条龙 购物 体验 呱呱叫 美津 自营 不错 衣服,"[(1, 0.9560425)]",1
水洗 两次 褪色 建议,"[(0, 0.0153852245), (1, 0.0153852245), (2, 0.015385408), (3, 0.0153852245), (4, 0.8153764), (5, 0.01538552), (6, 0.0153852245), (7, 0.015385343), (8, 0.015385328), (9, 0.0153852245), (10, 0.0153852245), (11, 0.015385341), (12, 0.015385262)]",4
同志 这款 衣服 有没有 情况 衣服 领子 一圈 白色 掉色 为啥 领子 一圈 搞不懂 几天 旧衣服,"[(8, 0.94569916)]",8
当天 下午 降价,"[(0, 0.01923144), (1, 0.019231476), (2, 0.019231524), (3, 0.019231524), (4, 0.019231524), (5, 0.019231455), (6, 0.01923144), (7, 0.01923161), (8, 0.019231467), (9, 0.01923144), (10, 0.019231474), (11, 0.01923144), (12, 0.7692222)]",12
两天 降价 不退 差价,"[(0, 0.015385282), (1, 0.015385153), (2, 0.015385272), (3, 0.015385434), (4, 0.015385269), (5, 0.015385105), (6, 0.015385069), (7, 0.015385505), (8, 0.015385132), (9, 0.015385069), (10, 0.8153771), (11, 0.015385069), (12, 0.015385458)]",10
质量 不行,"[(0, 0.025641449), (1, 0.02564138), (2, 0.02564133), (3, 0.025641747), (4, 0.02564164), (5, 0.025641616), (6, 0.025641512), (7, 0.025641978), (8, 0.6923009), (9, 0.025641603), (10, 0.025641523), (11, 0.02564133), (12, 0.025641963)]",8
降价 东西 拿到 降价,"[(0, 0.015384898), (1, 0.015384946), (2, 0.015384998), (3, 0.015385013), (4, 0.8153805), (5, 0.0153848985), (6, 0.015384836), (7, 0.015385214), (8, 0.015384886), (9, 0.015384853), (10, 0.015384942), (11, 0.015384836), (12, 0.015385169)]",4
质量 几十块 衣服,"[(0, 0.019231128), (1, 0.019231264), (2, 0.019231161), (3, 0.019231195), (4, 0.019231172), (5, 0.019231353), (6, 0.019231195), (7, 0.019231288), (8, 0.019231236), (9, 0.019231193), (10, 0.019231202), (11, 0.019231139), (12, 0.7692255)]",12
垃圾 衣服 买回来 样子 掉色 好像 花斑癣,"[(7, 0.88461137)]",7
谨慎 购买 第一天 起球 粘毛 体验 差劲,"[(4, 0.88460964)]",4
图片,"[(0, 0.03846204), (1, 0.038462408), (2, 0.038462393), (3, 0.03846204), (4, 0.038462583), (5, 0.53845143), (6, 0.03846204), (7, 0.038462587), (8, 0.038462743), (9, 0.038462393), (10, 0.038462393), (11, 0.038462833), (12, 0.038462125)]",5
天气 合适 做工,"[(0, 0.019231128), (1, 0.019231148), (2, 0.019231109), (3, 0.019231629), (4, 0.019231135), (5, 0.01923144), (6, 0.019231338), (7, 0.7692251), (8, 0.019231183), (9, 0.019231282), (10, 0.019231163), (11, 0.019231148), (12, 0.019231178)]",7
袖子 洗完 泡泡 好比 地摊货,"[(0, 0.01282102), (1, 0.01282102), (2, 0.012821176), (3, 0.01282102), (4, 0.012821101), (5, 0.012821078), (6, 0.01282102), (7, 0.012821079), (8, 0.8461472), (9, 0.012821087), (10, 0.01282102), (11, 0.012821169), (12, 0.01282102)]",8
衣服 收到 物流 衣号,"[(0, 0.0153853465), (1, 0.015386387), (2, 0.015385662), (3, 0.015385423), (4, 0.015385743), (5, 0.81537324), (6, 0.015385363), (7, 0.015385468), (8, 0.0153855095), (9, 0.015385442), (10, 0.015385364), (11, 0.01538552), (12, 0.015385512)]",5
质感,"[(0, 0.03846294), (1, 0.03846234), (2, 0.03846234), (3, 0.038462907), (4, 0.038462687), (5, 0.03846234), (6, 0.03846234), (7, 0.03846234), (8, 0.53844935), (9, 0.03846234), (10, 0.03846234), (11, 0.03846234), (12, 0.0384634)]",8
满意 这件 卫衣 太冷 一件 感觉 穿着 舒服 外形 符合 审美 一个月 发现 起球,"[(4, 0.9384586)]",4
面料 柔软 舒适 做工 细致 好评 刺绣 规整 缝线 规整 价格便宜 百元 衣服 京东 自营 京东 售后,"[(5, 0.94871503)]",5
袖口 起毛 劣质 产品,"[(0, 0.01538513), (1, 0.8153787), (2, 0.01538508), (3, 0.015385174), (4, 0.015385216), (5, 0.015385063), (6, 0.01538505), (7, 0.015385119), (8, 0.01538511), (9, 0.01538505), (10, 0.01538508), (11, 0.01538505), (12, 0.015385214)]",1
洗完 感觉 缩水 买错 冤枉 建议 慎重 购买,"[(7, 0.89743215)]",7
洗完 感觉 缩水 买错 冤枉 建议 慎重 购买,"[(7, 0.89743215)]",7
大雪 京东 快递 递给 送过来 真不错 说实话 良心 京东 支持 京东 发展 建设 不错 衣服 衣服 京东,"[(8, 0.9487162)]",8
年前 质量 衣服 勾线,"[(0, 0.015385199), (1, 0.015385217), (2, 0.015385155), (3, 0.015385234), (4, 0.01538521), (5, 0.8153772), (6, 0.015385213), (7, 0.015385387), (8, 0.015385261), (9, 0.015385198), (10, 0.015385221), (11, 0.0153851425), (12, 0.01538539)]",5
起球 客服 客服 起球 告知 告知 欺诈,"[(5, 0.88461185)]",5
好久 预售 厘米 胸围 厘米 正好 卫衣 连衣裙 腰身,"[(12, 0.90768874)]",12
身高体重 尺码 合适 宽松 款式 类型 喜欢 上身 效果 不加 穿着 不赖 衣服 长么,"[(5, 0.93845844)]",5
店家 图片 差异 面料 不错 舒服 几次 起球,"[(8, 0.89743185)]",8
发来,"[(0, 0.038462173), (1, 0.038462173), (2, 0.038462173), (3, 0.038462173), (4, 0.038462173), (5, 0.038462173), (6, 0.038462173), (7, 0.038462576), (8, 0.038462173), (9, 0.038462173), (10, 0.5384535), (11, 0.038462173), (12, 0.038462173)]",10
连体 卫衣 给我发,"[(0, 0.019232092), (1, 0.019231519), (2, 0.019231673), (3, 0.019231519), (4, 0.019231902), (5, 0.019231759), (6, 0.019231692), (7, 0.7692185), (8, 0.01923164), (9, 0.019231673), (10, 0.019231519), (11, 0.019232487), (12, 0.019231979)]",7
价格 不值 慎买,"[(0, 0.019231688), (1, 0.019231686), (2, 0.019232016), (3, 0.019232312), (4, 0.019232469), (5, 0.019231524), (6, 0.0192317), (7, 0.019232016), (8, 0.019232024), (9, 0.019232322), (10, 0.019231679), (11, 0.769217), (12, 0.019231524)]",11
传统 绒衣 厚度 减少 保暖 效果 试穿 一身 高领 包裹 严实 袖口 一圈 松紧带 口袋,"[(0, 0.94230574)]",0
习惯性 好评 感觉,"[(0, 0.019231698), (1, 0.019231355), (2, 0.019231457), (3, 0.019231457), (4, 0.019231563), (5, 0.019231584), (6, 0.019231282), (7, 0.019231636), (8, 0.76922244), (9, 0.01923146), (10, 0.019231282), (11, 0.019231535), (12, 0.019231282)]",8
颜色 不符,"[(0, 0.025641711), (1, 0.02564171), (2, 0.025641572), (3, 0.02564149), (4, 0.02564136), (5, 0.025641453), (6, 0.02564136), (7, 0.02564136), (8, 0.02564136), (9, 0.025641568), (10, 0.025641773), (11, 0.69230175), (12, 0.025641516)]",11
质量 做工 牌子,"[(0, 0.019230895), (1, 0.019230876), (2, 0.019230863), (3, 0.01923101), (4, 0.01923095), (5, 0.019230941), (6, 0.019230962), (7, 0.7692288), (8, 0.019230943), (9, 0.019230913), (10, 0.019230932), (11, 0.019230902), (12, 0.019231005)]",7
假货,"[(0, 0.038462725), (1, 0.038462725), (2, 0.038463622), (3, 0.038462725), (4, 0.038462725), (5, 0.038462725), (6, 0.038462725), (7, 0.038462725), (8, 0.5384454), (9, 0.038462725), (10, 0.038463004), (11, 0.038462725), (12, 0.03846349)]",8
垃圾 京东 服务 垃圾,"[(0, 0.81537914), (1, 0.015385059), (2, 0.015385048), (3, 0.015385254), (4, 0.015385088), (5, 0.015385187), (6, 0.015384883), (7, 0.015385123), (8, 0.01538512), (9, 0.015385088), (10, 0.015385035), (11, 0.015384959), (12, 0.015385058)]",0
质量 几次 起球,"[(0, 0.019231023), (1, 0.019231023), (2, 0.019231046), (3, 0.019231219), (4, 0.019231312), (5, 0.019231288), (6, 0.019231051), (7, 0.019231213), (8, 0.76922584), (9, 0.019231126), (10, 0.019231135), (11, 0.019230967), (12, 0.019231739)]",8
加厚 秋衣 想象 那种 卫衣 感觉 做工 感觉 秋衣 内衣 一点点 偏贵 调整,"[(0, 0.9340641)]",0
没买 多久 降价,"[(0, 0.01923144), (1, 0.019231476), (2, 0.019231524), (3, 0.019231524), (4, 0.019231524), (5, 0.019231455), (6, 0.01923144), (7, 0.019231612), (8, 0.019231467), (9, 0.01923144), (10, 0.019231474), (11, 0.01923144), (12, 0.7692222)]",12
面料 品质 很细 舒服 暖和 颜色 感觉 起球 面料 紧实 廉价 价格 值得 身高体重 尺码 合适,"[(3, 0.9456997)]",3
内包装 破损 衣服,"[(0, 0.019231126), (1, 0.019231483), (2, 0.7692245), (3, 0.019231148), (4, 0.019231163), (5, 0.019231591), (6, 0.019231364), (7, 0.019231217), (8, 0.019231237), (9, 0.019231249), (10, 0.019231223), (11, 0.019231187), (12, 0.019231474)]",2
五星 配送 评给 京东 客服 垃圾 十年 京东 服务 越来越 随意 取消 客户 订单 下单 发货 客服 机器人 应付 售后 到极点 东西 正品 感觉 真是假 运气 包装 包裹 破损,"[(5, 0.9692289)]",5
一般般,"[(0, 0.03846296), (1, 0.03846296), (2, 0.03846296), (3, 0.03846296), (4, 0.03846363), (5, 0.03846296), (6, 0.538443), (7, 0.03846296), (8, 0.03846375), (9, 0.03846296), (10, 0.03846296), (11, 0.03846296), (12, 0.03846296)]",6
保暖,"[(0, 0.03846264), (1, 0.038462635), (2, 0.03846217), (3, 0.03846217), (4, 0.03846217), (5, 0.038463123), (6, 0.03846217), (7, 0.03846217), (8, 0.03846217), (9, 0.53845215), (10, 0.03846217), (11, 0.03846217), (12, 0.03846217)]",9
太薄 大热天 热天 长袖 懒得 麻烦,"[(0, 0.0109893475), (1, 0.0109893475), (2, 0.01098938), (3, 0.0109893475), (4, 0.010989505), (5, 0.010989362), (6, 0.8681276), (7, 0.0109893475), (8, 0.0109893475), (9, 0.0109893475), (10, 0.0109893475), (11, 0.010989376), (12, 0.0109893475)]",6
说实话 品质 特别 黑色 洗完 感觉 缩水 线头 衣服 脖子 商标 舒服 脖子 实在 懒得 感觉 还算 洗完 失望 退掉,"[(11, 0.9560426)]",11
发过来 颜色 颜色 不好,"[(0, 0.81538063), (1, 0.015385062), (2, 0.015384944), (3, 0.015384928), (4, 0.015384874), (5, 0.015384889), (6, 0.015384943), (7, 0.015384873), (8, 0.015384904), (9, 0.015384885), (10, 0.015385075), (11, 0.015385016), (12, 0.01538494)]",0
不好 不透气 穿着 舒服,"[(0, 0.015385601), (1, 0.015385124), (2, 0.015385303), (3, 0.81537694), (4, 0.015385181), (5, 0.015385053), (6, 0.015385024), (7, 0.015385156), (8, 0.015385433), (9, 0.015385193), (10, 0.015385317), (11, 0.015385344), (12, 0.015385287)]",3
八元 衣服 纯纯,"[(0, 0.019231388), (1, 0.019231778), (2, 0.019231519), (3, 0.019231413), (4, 0.019231427), (5, 0.01923183), (6, 0.019231478), (7, 0.019231487), (8, 0.7692214), (9, 0.01923152), (10, 0.019231493), (11, 0.019231455), (12, 0.019231768)]",8
不值,"[(0, 0.038461898), (1, 0.038461898), (2, 0.038462725), (3, 0.03846215), (4, 0.538455), (5, 0.038461898), (6, 0.038461898), (7, 0.03846213), (8, 0.038462292), (9, 0.038462155), (10, 0.038461898), (11, 0.038462125), (12, 0.038461898)]",4
几天 降价 一点 性价比,"[(0, 0.015385091), (1, 0.015385106), (2, 0.015385037), (3, 0.015385349), (4, 0.015385112), (5, 0.015385206), (6, 0.015384997), (7, 0.815378), (8, 0.015385176), (9, 0.015385087), (10, 0.0153852375), (11, 0.015384997), (12, 0.015385605)]",7
客服 一点 热情 不理 东西 大小不一,"[(0, 0.010989339), (1, 0.010989413), (2, 0.010989338), (3, 0.8681273), (4, 0.010989525), (5, 0.01098937), (6, 0.010989331), (7, 0.010989331), (8, 0.010989313), (9, 0.010989353), (10, 0.010989447), (11, 0.010989379), (12, 0.010989613)]",3
买过 降价,"[(0, 0.025641916), (1, 0.69229066), (2, 0.025642643), (3, 0.025642639), (4, 0.025642632), (5, 0.025642043), (6, 0.025641916), (7, 0.025644248), (8, 0.025642144), (9, 0.025641916), (10, 0.025642203), (11, 0.025641916), (12, 0.025643101)]",1
拆开,"[(0, 0.038464166), (1, 0.038464166), (2, 0.038464166), (3, 0.038464166), (4, 0.538429), (5, 0.038465187), (6, 0.038464166), (7, 0.038464166), (8, 0.038464166), (9, 0.038464166), (10, 0.038464166), (11, 0.038464166), (12, 0.038464166)]",4
正品 十二 过年 收到 打开 胳膊 老鼠,"[(9, 0.88461107)]",9
值得 购买 起球 不认账 质量 垃圾,"[(0, 0.010989551), (1, 0.010989564), (2, 0.010989462), (3, 0.010989575), (4, 0.86812526), (5, 0.010989567), (6, 0.0109894145), (7, 0.010989611), (8, 0.010989867), (9, 0.01098956), (10, 0.010989491), (11, 0.0109893875), (12, 0.010989694)]",4
降价 太坑,"[(0, 0.025641633), (1, 0.025641697), (2, 0.025641782), (3, 0.02564178), (4, 0.02564178), (5, 0.02564166), (6, 0.025641633), (7, 0.69229954), (8, 0.025641682), (9, 0.025641633), (10, 0.025641693), (11, 0.025641633), (12, 0.025641875)]",7
东西 商家 原因 发错 真的 无语,"[(0, 0.010989466), (1, 0.010989522), (2, 0.010989463), (3, 0.010989545), (4, 0.8681257), (5, 0.010989568), (6, 0.010989495), (7, 0.010989603), (8, 0.010989545), (9, 0.010989531), (10, 0.010989519), (11, 0.010989569), (12, 0.010989487)]",4
体验 最差 毛线 客服,"[(0, 0.015385206), (1, 0.015385074), (2, 0.015385097), (3, 0.015385168), (4, 0.015385086), (5, 0.015385178), (6, 0.8153787), (7, 0.015385021), (8, 0.015384999), (9, 0.015384999), (10, 0.015385042), (11, 0.015385272), (12, 0.015385071)]",6
价位 衣服 线头 线头 超多 建议 购买 不值,"[(2, 0.89743304)]",2
官方 直播间 收到 感觉 厚实 怀疑 京东 产品 生产 次品,"[(3, 0.9160811)]",3
衣服 宽松 舒适版,"[(0, 0.019231062), (1, 0.019231586), (2, 0.019231232), (3, 0.019231094), (4, 0.019231128), (5, 0.019231632), (6, 0.76922476), (7, 0.01923119), (8, 0.019231217), (9, 0.019231232), (10, 0.019231196), (11, 0.01923115), (12, 0.019231545)]",6
不行 衣服 变型 手洗,"[(0, 0.015385073), (1, 0.015385244), (2, 0.015385107), (3, 0.0153851295), (4, 0.015385137), (5, 0.0153853055), (6, 0.015385085), (7, 0.015385162), (8, 0.015385259), (9, 0.8153779), (10, 0.015385094), (11, 0.015385073), (12, 0.015385378)]",9
转身 降价,"[(0, 0.025641633), (1, 0.025641697), (2, 0.025641782), (3, 0.02564178), (4, 0.02564178), (5, 0.02564166), (6, 0.025641633), (7, 0.69229954), (8, 0.025641682), (9, 0.025641633), (10, 0.025641693), (11, 0.025641633), (12, 0.025641875)]",7
买完 降价 七天 降价 太狠,"[(0, 0.012820922), (1, 0.012820948), (2, 0.012820985), (3, 0.012820985), (4, 0.012820985), (5, 0.012820933), (6, 0.012820922), (7, 0.012821212), (8, 0.012820941), (9, 0.012820922), (10, 0.012820947), (11, 0.012820922), (12, 0.8461484)]",12
京东 自营 性价比 其实不然 售后 马虎 降价 京东,"[(8, 0.89743173)]",8
不值 价格 地摊货 京东 自营 购物 最亏 奉劝 太假,"[(8, 0.9076869)]",8
尺寸 申请 换大 一点 两天 快递 东西 要换 很快 只能 申请 退货,"[(10, 0.9289922)]",10
质感,"[(0, 0.03846294), (1, 0.03846234), (2, 0.03846234), (3, 0.038462907), (4, 0.038462687), (5, 0.03846234), (6, 0.03846234), (7, 0.03846234), (8, 0.5384492), (9, 0.03846234), (10, 0.03846234), (11, 0.03846234), (12, 0.03846349)]",8
身高体重 宽松 舒适 款式 类型 宽松 舒适 材质 类型 全棉 环保 薄厚 程度 上身 效果 宽松 适合 老年人 尺码 合适 合适 做工 质量,"[(6, 0.96153754)]",6
衣服 质量 当外,"[(0, 0.019231128), (1, 0.019231265), (2, 0.019231161), (3, 0.019231195), (4, 0.019231172), (5, 0.01923143), (6, 0.019231195), (7, 0.019231286), (8, 0.019231236), (9, 0.019231193), (10, 0.019231202), (11, 0.019231139), (12, 0.7692254)]",12
尺码 合适 亲肤 刺挠,"[(0, 0.015385238), (1, 0.015385304), (2, 0.015385317), (3, 0.015385639), (4, 0.015385257), (5, 0.015385656), (6, 0.015385581), (7, 0.015385555), (8, 0.015385324), (9, 0.47880626), (10, 0.35195428), (11, 0.015385238), (12, 0.015385353)]",9
感觉 穿着,"[(0, 0.025642103), (1, 0.025642155), (2, 0.025641995), (3, 0.6922982), (4, 0.025641872), (5, 0.025641909), (6, 0.025641395), (7, 0.025642103), (8, 0.025641864), (9, 0.025641697), (10, 0.025641395), (11, 0.025641931), (12, 0.025641395)]",3
商场 衣服 正品,"[(0, 0.019231124), (1, 0.019231481), (2, 0.7692245), (3, 0.019231146), (4, 0.019231161), (5, 0.019231576), (6, 0.019231208), (7, 0.019231215), (8, 0.019231236), (9, 0.0192313), (10, 0.01923122), (11, 0.019231308), (12, 0.019231472)]",2
衣服 初春 保暖,"[(0, 0.019231355), (1, 0.769224), (2, 0.01923126), (3, 0.019231224), (4, 0.01923123), (5, 0.019231679), (6, 0.019231247), (7, 0.019231249), (8, 0.019231256), (9, 0.019231701), (10, 0.01923125), (11, 0.01923124), (12, 0.019231344)]",1
衣服 质量 码子 平时 码子 一点,"[(0, 0.01098943), (1, 0.010989235), (2, 0.0109892), (3, 0.010989227), (4, 0.0109892385), (5, 0.010989252), (6, 0.010989209), (7, 0.010989239), (8, 0.010989226), (9, 0.010989216), (10, 0.010989229), (11, 0.010989194), (12, 0.86812913)]",12
质感,"[(0, 0.03846294), (1, 0.03846234), (2, 0.03846234), (3, 0.038462907), (4, 0.038462687), (5, 0.03846234), (6, 0.03846234), (7, 0.03846234), (8, 0.5384493), (9, 0.03846234), (10, 0.03846234), (11, 0.03846234), (12, 0.038463395)]",8
尺码 合适 尺码 合适 快递 效率高 商家 服务态度 卫衣 保暖 温和 亲肤,"[(9, 0.928992)]",9
尺码 合适 合适 款式 类型 休闲 紧身 材质 类型 还行 上身 效果 符合 预期 薄厚 程度 京东 衣服 感觉 体验,"[(5, 0.95604247)]",5
对版 一点 班尼路 产品,"[(0, 0.0153851025), (1, 0.015385314), (2, 0.01538515), (3, 0.015385478), (4, 0.015385212), (5, 0.01538514), (6, 0.015385069), (7, 0.015385098), (8, 0.015385095), (9, 0.015385101), (10, 0.8153779), (11, 0.015385069), (12, 0.015385294)]",10
一点 重磅 虚假 宣传 体验 要买,"[(0, 0.010989467), (1, 0.010989406), (2, 0.010989353), (3, 0.8681271), (4, 0.010989477), (5, 0.010989423), (6, 0.010989436), (7, 0.010989375), (8, 0.010989364), (9, 0.010989368), (10, 0.010989389), (11, 0.010989353), (12, 0.010989429)]",3
建议 尺码,"[(0, 0.025641304), (1, 0.02564135), (2, 0.025641551), (3, 0.025641633), (4, 0.025641534), (5, 0.025641778), (6, 0.025641596), (7, 0.69230175), (8, 0.0256416), (9, 0.025641492), (10, 0.025641348), (11, 0.0256416), (12, 0.025641482)]",7
尺码 合适 材质 舒服 样子 新潮,"[(0, 0.010989224), (1, 0.010989239), (2, 0.010989288), (3, 0.010989695), (4, 0.010989268), (5, 0.010989363), (6, 0.010989362), (7, 0.8681281), (8, 0.0109893), (9, 0.010989298), (10, 0.010989249), (11, 0.010989283), (12, 0.010989264)]",7
衣服 穿着 合适,"[(0, 0.019230964), (1, 0.41180244), (2, 0.019231176), (3, 0.019231383), (4, 0.01923108), (5, 0.37665483), (6, 0.019231198), (7, 0.019231219), (8, 0.019231224), (9, 0.019231193), (10, 0.019231046), (11, 0.019231046), (12, 0.019231185)]",1
穿着 感觉,"[(0, 0.025643295), (1, 0.6922912), (2, 0.025642484), (3, 0.025642477), (4, 0.025642402), (5, 0.025642728), (6, 0.025641581), (7, 0.025643384), (8, 0.025642289), (9, 0.025642311), (10, 0.025641581), (11, 0.025642686), (12, 0.025641581)]",1
京东 关注,"[(0, 0.025642233), (1, 0.025641683), (2, 0.025641864), (3, 0.025641808), (4, 0.025641812), (5, 0.0256418), (6, 0.025641661), (7, 0.025641682), (8, 0.69229865), (9, 0.025641726), (10, 0.025641683), (11, 0.025641756), (12, 0.025641656)]",8
身高体重 体重 尺码 合适 尺码 刚刚,"[(0, 0.010989178), (1, 0.010989233), (2, 0.010989207), (3, 0.010989319), (4, 0.010989185), (5, 0.010989323), (6, 0.86812913), (7, 0.010989331), (8, 0.010989203), (9, 0.010989258), (10, 0.0109891975), (11, 0.010989178), (12, 0.010989214)]",6
