查找条件,发文用户,发文id,发文链接,发文时间,转发,点赞,评论,媒体资源图片,媒体资源视频,含有hashtags,全文,clearn_comment,scores,compound,Negtive,Postive,Neutral,comp_score,entropy_values,主题概率,主题类型
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1612911109547106326,https://twitter.com/13298072/status/1612911109547106326,Tue Jan 10 20:35:50 +0000 2023,14,5275,315,,,,Thanks to our new &amp; old Tesla owners for helping us accelerate the transition to sustainable energy 🌍,amp tesla owner helping accelerate transition sustainable energy,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.5106}",0.5106,0.0,0.417,0.583,pos,3.0,"[(0, 0.01859229), (1, 0.018556055), (2, 0.90710354), (3, 0.018608067), (4, 0.018552728), (5, 0.018587278)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1612911109547106326,https://twitter.com/13298072/status/1612911109547106326,Tue Jan 10 20:35:49 +0000 2023,162,15030,1593,,,,"In 2022, Model Y was the bestselling EV in Austria, Belgium, Switzerland, Germany, Norway, Portugal, Slovenia &amp; the UK

It was also the bestselling car in Iceland &amp; Norway

Europe 🤝 Tesla",model bestselling ev austria belgium switzerland germany norway portugal slovenia amp uk bestselling car iceland amp norway europe tesla,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.9321380397593733,"[(5, 0.95816374)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1612826305493434369,https://twitter.com/13298072/status/1612826305493434369,Tue Jan 10 14:58:50 +0000 2023,102,11607,1115,,https://twitter.com/Tesla/status/1612826305493434369/video/1,,Experience Plaid in Europe 👀 → ,experience plaid europe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.04197649), (1, 0.04174036), (2, 0.0418284), (3, 0.04210031), (4, 0.790487), (5, 0.041867442)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1612488814852771842,https://twitter.com/13298072/status/1612488814852771842,Mon Jan 09 16:37:46 +0000 2023,157,21506,2186,,,,Watch live TV &amp; stream your favorite shows in your Tesla when parked,watch live tv amp stream favorite tesla parked,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}",0.4588,0.0,0.3,0.7,pos,3.0,"[(0, 0.018573005), (1, 0.018564645), (2, 0.9071903), (3, 0.018551767), (4, 0.018562261), (5, 0.018558022)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611839803481374721,https://twitter.com/13298072/status/1611839803481374721,Sat Jan 07 21:38:50 +0000 2023,299,16550,2053,,,,Model S Plaid sets record as fastest car from 0-60 mph ever tested by Motortrend,model plaid set record fastest car mph tested motortrend,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.169925001442312,"[(0, 0.016753176), (1, 0.9163724), (2, 0.01669909), (3, 0.016740637), (4, 0.016732289), (5, 0.01670234)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 17:03:37 +0000 2023,19,5205,418,,,,"We’re able to use billions of miles of data from our global fleet to understand how &amp; why real-world accidents happen, helping us to make our vehicles safer in the future ",billion mile data global fleet understand amp realworld accident happen helping vehicle safer future,"{'neg': 0.162, 'neu': 0.576, 'pos': 0.262, 'compound': 0.2263}",0.2263,0.162,0.262,0.576,pos,3.8073549220576055,"[(0, 0.94423354), (1, 0.011136498), (2, 0.011171578), (3, 0.011157703), (4, 0.011120278), (5, 0.011180356)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 17:03:07 +0000 2023,87,9497,993,,https://twitter.com/Tesla/status/1611770416833433600/video/1,,"In gas cars, the engine at the front of the vehicle gets pushed inside the cabin during a collision—like walking into a wall with a pile of bricks in front of you. 

As EVs don’t have engines, the front is a crumple zone optimized to absorb energy upon impact ",gas car engine front vehicle pushed inside cabin collision walking wall pile brick front ev don engine front crumple zone optimized absorb energy impact,"{'neg': 0.087, 'neu': 0.734, 'pos': 0.178, 'compound': 0.3818}",0.3818,0.087,0.178,0.734,pos,4.303508854797679,"[(4, 0.96648216)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 16:55:27 +0000 2023,56,8057,653,,https://twitter.com/Tesla/status/1611768486346526720/video/1,,"Sometimes a crash is unavoidable.  

In that case, the crumple zones, structural integrity &amp; low center of gravity present in every Tesla can help to reduce the risk of injury, cabin intrusion or rollover. ",crash unavoidable crumple zone structural integrity amp low center gravity tesla reduce risk injury cabin intrusion rollover,"{'neg': 0.399, 'neu': 0.494, 'pos': 0.107, 'compound': -0.7269}",-0.7269,0.399,0.107,0.494,neg,4.08746284125034,"[(0, 0.9535607)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 16:55:26 +0000 2023,15,4569,283,https://pbs.twimg.com/media/Fl4maHxXoAMqj_Y.jpg,,,"We continuously improve safety features long after a car has been delivered via over-the-air software updates. 

For example—using Tesla Vision, your Tesla is now able to deploy the seatbelt pre-tensioner earlier when a collision is detected. ",continuously improve safety feature car delivered overtheair software update tesla vision tesla deploy seatbelt pretensioner earlier collision detected,"{'neg': 0.103, 'neu': 0.579, 'pos': 0.318, 'compound': 0.6369}",0.6369,0.103,0.318,0.579,pos,4.058813890331201,"[(5, 0.9557992)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 16:55:26 +0000 2023,6,4287,250,,,,"If there’s a vehicle or obstacle in your blind spot, your vehicle will alert you with visual &amp; audible feedback. 

These features come standard with every Tesla.",vehicle obstacle blind spot vehicle alert visual amp audible feedback feature standard tesla,"{'neg': 0.299, 'neu': 0.575, 'pos': 0.126, 'compound': -0.4588}",-0.4588,0.299,0.126,0.575,neg,3.5465935642949384,"[(0, 0.012141514), (1, 0.9397702), (2, 0.012061771), (3, 0.011958812), (4, 0.012007313), (5, 0.012060421)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 16:55:25 +0000 2023,12,4228,245,,,,"Among other benefits, active safety features are designed to help you avoid unintended lane departures and alert or brake in case of a potential forward collision—avoiding or reducing its severity.",benefit active safety feature designed avoid unintended lane departure alert brake potential forward collision avoiding reducing severity,"{'neg': 0.255, 'neu': 0.36, 'pos': 0.385, 'compound': 0.5574}",0.5574,0.255,0.385,0.36,pos,4.08746284125034,"[(4, 0.9536215)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1611767781636055040,https://twitter.com/13298072/status/1611767781636055040,Sat Jan 07 16:52:38 +0000 2023,449,38005,4161,,,,"Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking corrective action if you are at risk of an accident → ",safety primary design objective vehicle tesla monitor surroundings alerting corrective action risk accident,"{'neg': 0.289, 'neu': 0.556, 'pos': 0.156, 'compound': -0.34}",-0.34,0.289,0.156,0.556,neg,3.7004397181410926,"[(0, 0.94028914), (1, 0.011933833), (2, 0.01197658), (3, 0.0119193625), (4, 0.011922541), (5, 0.011958542)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1610959509454815234,https://twitter.com/13298072/status/1610959509454815234,Thu Jan 05 11:20:51 +0000 2023,157,23415,2609,,,,Tesla’s impact in California → ,tesla impact california,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041898012), (1, 0.042175192), (2, 0.7901648), (3, 0.04173769), (4, 0.0419548), (5, 0.042069487)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1610954232286400513,https://twitter.com/13298072/status/1610954232286400513,Thu Jan 05 10:59:53 +0000 2023,31,6233,572,,,,Silence brought to you by two laminated layers of glass with an acoustic barrier in between,silence brought laminated layer glass acoustic barrier,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}",-0.128,0.2,0.0,0.8,neg,2.807354922057604,"[(0, 0.020879198), (1, 0.020837795), (2, 0.020837212), (3, 0.02083763), (4, 0.020837799), (5, 0.8957704)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1609573081802235906,https://twitter.com/13298072/status/1609573081802235906,Sun Jan 01 15:31:41 +0000 2023,101,11202,739,https://pbs.twimg.com/media/FlZaLc7XoAAWgBR.jpg | https://pbs.twimg.com/media/FlZaLc4XgAI0347.jpg | https://pbs.twimg.com/media/FlZaLc8XkAERYih.jpg,,,What’s the wildest place you took your Tesla in 2022? ,wildest tesla,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.055792928), (1, 0.7209563), (2, 0.056019392), (3, 0.055735152), (4, 0.055734947), (5, 0.05576123)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1609272137310781440,https://twitter.com/13298072/status/1609272137310781440,Sat Dec 31 19:35:51 +0000 2022,12,3050,284,,,,"The more cars, the merrier! ",car merrier,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,0.0,0.73,0.27,pos,1.0,"[(0, 0.055577815), (1, 0.72172666), (2, 0.055669043), (3, 0.055666357), (4, 0.055592116), (5, 0.055768)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1609272137310781440,https://twitter.com/13298072/status/1609272137310781440,Sat Dec 31 19:35:51 +0000 2022,46,5695,556,,https://twitter.com/Tesla/status/1609272137310781440/video/1,,Ring in the new year by scheduling your light show up to 10 mins before midnight 🎆 ,ring scheduling light min midnight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027780475), (1, 0.027960924), (2, 0.027780414), (3, 0.8606805), (4, 0.027780823), (5, 0.028016856)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:56:29 +0000 2022,35,7730,593,,,,"- Achieved a record output of 4680 cells, with total amount of cells produced in one week equaling 1k+ cars 
- Broke the Beetle's 1969 record for most sold car in Norway with Model Y

To be continued in 2023 ✌️",achieved record output cell total amount cell produced week equaling car broke beetle record sold car norway model continued,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.135,0.0,0.865,neg,3.9321380397593733,"[(1, 0.95820224)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:56:29 +0000 2022,79,6915,609,,,,"- Continued to ramp vehicle production at Giga Texas &amp; Giga Berlin, with both building 3k Model Y/week in mid-December
- Reached 500k+ Solar Panel &amp; Solar Roof installations 🏘⚡️
- Enabled anyone in North America who has purchased FSD to request FSD Beta, reaching 285k cars total",continued ramp vehicle production giga texas amp giga berlin building model week middecember reached solar panel amp solar roof installation enabled north america purchased fsd request fsd beta reaching car total,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.296}",0.296,0.0,0.099,0.901,pos,4.696131794257844,"[(5, 0.9737959)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:56:29 +0000 2022,10,4377,288,,,,"- Published the North American Charging Standard, opening our EV connector design to the world 🔌 
- Launched Tesla Electric in Texas—enabling Powerwall owners to generate, use &amp; export sustainable energy to power their homes ⚡️",published north american charging standard ev connector design launched tesla electric texas enabling powerwall owner generate amp export sustainable energy power home,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.3818}",0.3818,0.0,0.153,0.847,pos,4.459431618637295,"[(2, 0.96345806)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:56:28 +0000 2022,24,4595,341,,,,"- Launched two new colors for Model Y in Europe—Quicksilver &amp; Midnight Cherry Red, both made at Giga Berlin 
- Opened Megafactory, our new Megapack factory in Lathrop, CA—capable of producing 10k Megapack units/year 🔋
- Delivered our first Tesla Semis!",launched color model europe quicksilver amp midnight cherry red giga berlin megafactory megapack factory lathrop capable producing megapack unit delivered tesla semi,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.4767}",0.4767,0.0,0.17,0.83,pos,4.368522527728205,"[(5, 0.96358335)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:52:05 +0000 2022,19,4699,354,,,,"- Shipped 87 new major features in 11 over-the-air software updates 📶
- Made our 2 millionth vehicle at our factories in Fremont &amp; Nevada 
- Launched Plaid Track Mode for maximum fun &amp; zoomies 🏁
- Hosted our second AI Day &amp; introduced Tesla Bot to the world 🤖",shipped major feature overtheair software update millionth vehicle factory fremont amp nevada launched plaid track mode maximum fun amp zoomies hosted ai day amp introduced tesla bot,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.5859}",0.5859,0.0,0.161,0.839,pos,4.578780557638898,"[(0, 0.9700711)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:52:04 +0000 2022,19,5051,419,,,,- Published our third Impact Report → ,published impact report,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041810315), (1, 0.04167031), (2, 0.041988682), (3, 0.04167017), (4, 0.7911559), (5, 0.04170467)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:52:04 +0000 2022,26,5492,433,,,,"Quick recap...

- Expanded the Supercharger network to all 50 US states &amp; reached 40k Superchargers total worldwide 
- Opened the Supercharger network to non-Tesla EVs in 15 European countries
- Started Model Y deliveries from our factories in Berlin-Brandenburg &amp; Texas! 🇩🇪🇺🇸",quick recap expanded supercharger network amp reached supercharger total worldwide supercharger network nontesla ev european country started model delivery factory berlinbrandenburg amp texas,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.1027}",0.1027,0.0,0.06,0.94,pos,4.1429146733542535,"[(3, 0.15969843), (5, 0.8124345)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608549476800802818,https://twitter.com/13298072/status/1608549476800802818,Thu Dec 29 19:44:15 +0000 2022,425,48601,4681,,,,"2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters &amp; employees for helping us accelerate the world’s transition to sustainable energy! ⚡️🚘🔋☀️❤️",huge ev tesla owner supporter amp employee helping accelerate transition sustainable energy,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.7717}",0.7717,0.0,0.521,0.479,pos,3.584962500721156,"[(0, 0.012860073), (1, 0.01283798), (2, 0.9356988), (3, 0.012874034), (4, 0.012841059), (5, 0.012888052)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1608132732873220096,https://twitter.com/13298072/status/1608132732873220096,Wed Dec 28 16:08:15 +0000 2022,256,37775,3812,,https://twitter.com/Tesla/status/1608132732873220096/video/1,,S3XY winter testing in New Zealand 🇳🇿❄️ ,xy winter testing zealand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033496134), (1, 0.033451386), (2, 0.03339393), (3, 0.8326766), (4, 0.033452023), (5, 0.033529956)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1607872494492344323,https://twitter.com/13298072/status/1607872494492344323,Tue Dec 27 22:54:10 +0000 2022,370,40207,4113,https://pbs.twimg.com/media/FlBPgtsWYAA_aOr.jpg,,,Tesla ecosystem ,tesla ecosystem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.055751935), (1, 0.056109246), (2, 0.7210051), (3, 0.055704076), (4, 0.055703867), (5, 0.055725776)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1607080893952180225,https://twitter.com/13298072/status/1607080893952180225,Sun Dec 25 18:28:37 +0000 2022,464,70543,5228,https://pbs.twimg.com/media/Fk1_jJAWYAIi0da.jpg | https://pbs.twimg.com/media/Fk1_jJFXgAEdfCy.jpg,,,Congrats to the 4680 cell team on achieving 868k cells built in the last 7 days—equal to 1k+ cars! 🔋 ,congrats cell team achieving cell built day equal car,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}",0.5267,0.0,0.298,0.702,pos,2.94770277922009,"[(0, 0.016731683), (1, 0.91641736), (2, 0.016685821), (3, 0.016730094), (4, 0.016717939), (5, 0.016717162)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1606763859120984066,https://twitter.com/13298072/status/1606763859120984066,Sat Dec 24 21:28:53 +0000 2022,11,3721,225,https://pbs.twimg.com/media/FkxfOGhXEAAqhbm.jpg | https://pbs.twimg.com/media/FkxfOGaWIAEluAJ.jpg | https://pbs.twimg.com/media/FkxfOGgXEAIdN50.jpg,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.083334975), (1, 0.08333533), (2, 0.083334886), (3, 0.083335094), (4, 0.0835294), (5, 0.5831303)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1606763859120984066,https://twitter.com/13298072/status/1606763859120984066,Sat Dec 24 21:28:50 +0000 2022,100,11301,938,,https://twitter.com/Tesla/status/1606763859120984066/video/1,,Zoom call with the big guy 🎅 ,zoom call guy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.04193623), (1, 0.04167032), (2, 0.041755103), (3, 0.04167017), (4, 0.7912635), (5, 0.041704617)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1606601574956007424,https://twitter.com/13298072/status/1606601574956007424,Sat Dec 24 10:43:59 +0000 2022,126,16808,1382,https://pbs.twimg.com/media/FkvLm84XwAEFyfb.jpg | https://pbs.twimg.com/media/FkvLm81WQAI90X_.jpg | https://pbs.twimg.com/media/FkvLm83WIAAluwC.jpg,,,"Model 🎄

📸 dhilansphotography / notbestiefares on Insta ",model dhilansphotography notbestiefares insta,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.8328708), (1, 0.033459704), (2, 0.03338244), (3, 0.033434168), (4, 0.03338013), (5, 0.033472795)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1606346513713696773,https://twitter.com/13298072/status/1606346513713696773,Fri Dec 23 17:50:28 +0000 2022,136,37675,3519,,,,Giga Texas is alive ⚡️🚘,giga texas alive,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}",0.3818,0.0,0.565,0.435,pos,1.584962500721156,"[(0, 0.041739307), (1, 0.04182695), (2, 0.041680012), (3, 0.7912257), (4, 0.04166875), (5, 0.041859325)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1605590368841388033,https://twitter.com/13298072/status/1605590368841388033,Wed Dec 21 15:45:49 +0000 2022,569,35206,3398,https://pbs.twimg.com/media/Fkgz5v6WAAEDSsf.jpg | https://pbs.twimg.com/media/Fkgz5v7XgAIKFC1.jpg,,,Supercharging powered by the sun ☀️ ,supercharging powered sun,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041975167), (1, 0.04202112), (2, 0.7907159), (3, 0.04167357), (4, 0.041673873), (5, 0.041940354)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1605228658485911553,https://twitter.com/13298072/status/1605228658485911553,Tue Dec 20 15:48:30 +0000 2022,138,26870,2856,,,,Every Tesla has an electronic powertrain that provides instant torque control—enabling more control &amp; stability in winter conditions,tesla electronic powertrain instant torque control enabling control amp stability winter condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.418295834054489,"[(0, 0.012948126), (1, 0.012859013), (2, 0.012896222), (3, 0.012854513), (4, 0.93550426), (5, 0.012937907)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1604942465110528000,https://twitter.com/13298072/status/1604942465110528000,Mon Dec 19 20:51:18 +0000 2022,143,24979,2574,,,,"Be your own utility with Solar &amp; Powerwall →
",utility solar amp powerwall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033479396), (1, 0.03334498), (2, 0.8324795), (3, 0.03354658), (4, 0.03351111), (5, 0.03363851)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1604942465110528000,https://twitter.com/13298072/status/1604942465110528000,Mon Dec 19 20:51:16 +0000 2022,239,35844,3317,https://pbs.twimg.com/media/FkXmpt_WIB0Nqfu.jpg,,,We’ve completed 500k+ Solar Panel and Solar Roof installations—that’s equal to ~4 GW of clean energy ☀️ ,completed solar panel solar roof installation equal gw clean energy,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5859}",0.5859,0.0,0.375,0.625,pos,3.121928094887362,"[(0, 0.015172064), (1, 0.015175422), (2, 0.0152544705), (3, 0.01520737), (4, 0.9239601), (5, 0.015230586)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1604579924903223296,https://twitter.com/13298072/status/1604579924903223296,Sun Dec 18 20:50:40 +0000 2022,472,86934,5237,https://pbs.twimg.com/media/FkSc711WAAAOoGy.jpg,,,Congrats to the Giga Berlin team on building 3k Model Y this week! ,congrats giga berlin team building model week,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}",0.5267,0.0,0.362,0.638,pos,2.807354922057604,"[(0, 0.021060333), (1, 0.453909), (2, 0.020864885), (3, 0.46225226), (4, 0.020861369), (5, 0.021052154)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1603512255672225792,https://twitter.com/13298072/status/1603512255672225792,Thu Dec 15 22:08:16 +0000 2022,154,23480,2739,,https://twitter.com/Tesla/status/1603512288966746130/video/1,,"Tesla Electric lets Powerwall owners generate, use &amp; export sustainable power to run their homes ",tesla electric powerwall owner generate amp export sustainable power home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.321928094887362,"[(0, 0.015216362), (1, 0.01517315), (2, 0.9239276), (3, 0.0152543895), (4, 0.015215429), (5, 0.015213098)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1603512255672225792,https://twitter.com/13298072/status/1603512255672225792,Thu Dec 15 22:08:08 +0000 2022,473,37031,4888,https://pbs.twimg.com/media/FkDR5YtWIB4wZho.jpg,,,"Introducing Tesla Electric, the electricity plan that offers low-cost clean energy for homes with Powerwall—starting in Texas → ",introducing tesla electric electricity plan offer lowcost clean energy home powerwall starting texas,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",0.5859,0.0,0.304,0.696,pos,3.7004397181410926,"[(0, 0.0119504025), (1, 0.011948154), (2, 0.012098082), (3, 0.011979805), (4, 0.01202704), (5, 0.93999654)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1603478891728887822,https://twitter.com/13298072/status/1603478891728887822,Thu Dec 15 19:55:33 +0000 2022,384,51572,4106,https://pbs.twimg.com/media/FkCzi-hWYAwCRAU.jpg,,,"Giga Texas hits 3k Model Y builds/week. 

Congrats, Tesla team! 🤘 ",giga texas hit model build week congrats tesla team,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}",0.5267,0.0,0.298,0.702,pos,3.169925001442312,"[(0, 0.016787102), (1, 0.016856117), (2, 0.016804669), (3, 0.91601974), (4, 0.016705798), (5, 0.016826628)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:18:04 +0000 2022,80,7308,486,,,,"&amp; more:
 
- Control your garage door remotely using MyQ from your touchscreen  
- Emissions Testing Mode in the Tesla app 💨 
- Always show Rainbow Road 🌈 
- Make Zoom calls with the cabin camera 
- UI cards are back, including a new media card",amp control garage door remotely myq touchscreen emission testing mode tesla app rainbow road zoom call cabin camera ui card including medium card,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,4.436605434317882,"[(0, 0.9650319)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:16:58 +0000 2022,87,8894,569,,,,Apple Music now goes to 11 🔊,apple music,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.055559423), (1, 0.055559963), (2, 0.05555932), (3, 0.05555977), (4, 0.7222022), (5, 0.055559307)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:16:29 +0000 2022,321,36842,3334,,https://twitter.com/Tesla/status/1602789582881587200/video/1,,Track Mode coming to Model Y Performance ,track mode coming model performance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.028082123), (1, 0.027955236), (2, 0.86002046), (3, 0.02796873), (4, 0.027993472), (5, 0.027979976)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:15:35 +0000 2022,4961,34910,4498,,https://twitter.com/Tesla/status/1602789357156536321/video/1,,Steam is here—bringing thousands of games to new Model S &amp; X vehicles 🎮 ,steam bringing thousand game model amp vehicle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.021005683), (1, 0.02096189), (2, 0.8951865), (3, 0.020926725), (4, 0.020897163), (5, 0.021022039)]",2
