查找条件,发文用户,发文id,发文链接,发文时间,转发,点赞,评论,媒体资源图片,媒体资源视频,含有hashtags,全文,clearn_comment,scores,compound,Negtive,Postive,Neutral,comp_score,entropy_values,主题概率,主题类型
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1523667790661840896,https://twitter.com/13298072/status/1523667790661840896,Mon May 09 14:14:44 +0000 2022,60,6106,651,,https://twitter.com/Tesla/status/1523667790661840896/video/1,,"Fun on tap 🎢

🎥 @saradietschy ",fun tap,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106}",0.5106,0.0,0.767,0.233,pos,1.0,"[(0, 0.05599472), (1, 0.055567745), (2, 0.7213797), (3, 0.05556724), (4, 0.055567745), (5, 0.055922862)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:37 +0000 2022,58,5852,509,https://pbs.twimg.com/media/FSFHx_OWUAEGjCu.jpg,,,"In 2021, we received almost 3 million job applications. 

Join us! ",received job application join,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,0.0,0.423,0.577,pos,2.0,"[(0, 0.83280444), (1, 0.033772282), (2, 0.033336036), (3, 0.033397432), (4, 0.033346966), (5, 0.033342846)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:36 +0000 2022,277,54006,4020,https://pbs.twimg.com/media/FSFHxsKXMAAyN2o.jpg,,,We created nearly 100k direct new jobs in just one decade – and are planning to grow for years to come ✌ ,created direct job decade planning grow,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}",0.25,0.0,0.286,0.714,pos,2.584962500721156,"[(0, 0.8807844), (1, 0.02384609), (2, 0.02381291), (3, 0.023813281), (4, 0.023892207), (5, 0.02385113)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:35 +0000 2022,27,4177,424,,https://twitter.com/Tesla/status/1522577065702273025/video/1,,"At the end of their usable life, we recycle battery packs to build brand new batteries ",usable life recycle battery pack build brand battery,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.75,"[(0, 0.018547352), (1, 0.018560985), (2, 0.018540466), (3, 0.018595336), (4, 0.018542279), (5, 0.90721357)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:28 +0000 2022,9,2357,220,https://pbs.twimg.com/media/FSFHvu9XsAAi1GJ.jpg,,,"Tesla EVs have much lower average lifecycle emissions vs. gas vehicles. This will improve as the electrical grid gets cleaner, while burning gas does not ",tesla ev lower average lifecycle emission gas vehicle improve electrical grid cleaner burning gas,"{'neg': 0.124, 'neu': 0.618, 'pos': 0.258, 'compound': 0.34}",0.34,0.124,0.258,0.618,pos,3.6644977792004623,"[(0, 0.011160812), (1, 0.011134455), (2, 0.944259), (3, 0.011132531), (4, 0.011134183), (5, 0.011179024)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:27 +0000 2022,104,3896,553,https://pbs.twimg.com/media/FSFHvYcXIAEQeQj.jpg,,,"Scale is also critical. By 2030, we’re aiming to sell 20M electric vehicles/year – compared to 0.94M in 2021 ",scale critical aiming sell electric vehicle compared,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.277,0.0,0.723,neg,2.807354922057604,"[(0, 0.8956069), (1, 0.020859994), (2, 0.020922778), (3, 0.020840809), (4, 0.020849051), (5, 0.020920478)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:25 +0000 2022,21,2775,285,https://pbs.twimg.com/media/FSFHvDqWQAATTpa.jpg,,,Transportation &amp; energy sectors are some of the biggest emitters of greenhouse gases – that’s why we offer a complete ecosystem ,transportation amp energy sector biggest emitter greenhouse gas offer complete ecosystem,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,0.0,0.174,0.826,pos,3.459431618637298,"[(0, 0.013910947), (1, 0.013901958), (2, 0.93036574), (3, 0.01389902), (4, 0.013908433), (5, 0.014013873)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:24 +0000 2022,32,2763,308,https://pbs.twimg.com/media/FSFHuv-WUAADFtL.jpg,,,"In the past decade, our solar panels produced more than enough clean energy to power every Tesla factory and every vehicle during that time ",decade solar panel produced clean energy power tesla factory vehicle time,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.5859}",0.5859,0.0,0.348,0.652,pos,3.459431618637298,"[(0, 0.0139939925), (1, 0.013984179), (2, 0.014025373), (3, 0.013984181), (4, 0.93002474), (5, 0.01398755)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:22 +0000 2022,16,3125,289,https://pbs.twimg.com/media/FSFHuRFXIAEjq7p.jpg,,,"In 2021, our customers avoided 8.4M metric tons of CO2e emissions ",customer avoided metric ton emission,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",-0.34,0.375,0.0,0.625,neg,2.321928094887362,"[(0, 0.027798992), (1, 0.027779616), (2, 0.86091644), (3, 0.027859097), (4, 0.02780409), (5, 0.027841732)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:20 +0000 2022,16,3483,336,,https://twitter.com/Tesla/status/1522577004037554176/video/1,,"To accelerate the world’s transition to sustainable energy, we build products that replace some of the world’s biggest polluters ",accelerate transition sustainable energy build product replace biggest polluter,"{'neg': 0.235, 'neu': 0.588, 'pos': 0.176, 'compound': -0.1779}",-0.1779,0.235,0.176,0.588,neg,3.169925001442312,"[(0, 0.016686175), (1, 0.016677022), (2, 0.36210242), (3, 0.01675276), (4, 0.016691716), (5, 0.5710899)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1522576940959514626,https://twitter.com/13298072/status/1522576940959514626,Fri May 06 14:00:05 +0000 2022,417,40769,4603,,,,"The future is undoubtedly electric  
→ 2021 Impact Report ",future undoubtedly electric impact report,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.8602134), (1, 0.027781254), (2, 0.028156), (3, 0.027781125), (4, 0.028178224), (5, 0.027889997)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1521344018768023553,https://twitter.com/13298072/status/1521344018768023553,Tue May 03 04:20:53 +0000 2022,407,70960,5064,,,,"Tesla's 2022 Annual Shareholder Meeting will be on August 4th in Austin, TX. Thank you for your support of Tesla!",tesla annual shareholder meeting august austin tx support tesla,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}",0.6369,0.0,0.426,0.574,pos,2.94770277922009,"[(0, 0.016700175), (1, 0.016702237), (2, 0.9165361), (3, 0.01668454), (4, 0.016684541), (5, 0.016692368)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1520155279769317377,https://twitter.com/13298072/status/1520155279769317377,Fri Apr 29 21:37:16 +0000 2022,516,71022,5963,,,,Tesla Cyber Rodeo,tesla cyber rodeo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041760202), (1, 0.042122424), (2, 0.79089326), (3, 0.041738078), (4, 0.04173805), (5, 0.041747995)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1516891846437388288,https://twitter.com/13298072/status/1516891846437388288,Wed Apr 20 21:29:33 +0000 2022,66,6282,712,,,,Tesla Q1 Earnings Call and Q&amp;A → ,tesla earnings call amp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.83214897), (1, 0.033494465), (2, 0.033753086), (3, 0.033433177), (4, 0.03362288), (5, 0.033547454)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1513886756923445254,https://twitter.com/13298072/status/1513886756923445254,Tue Apr 12 14:28:24 +0000 2022,108,12916,1226,,,,The single-piece rear casting in Model Y replaces 70+ underbody parts,singlepiece rear casting model replaces underbody,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.02392369), (1, 0.023853473), (2, 0.023847347), (3, 0.023844974), (4, 0.023826946), (5, 0.88070357)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1512813356264177672,https://twitter.com/13298072/status/1512813356264177672,Sat Apr 09 15:23:08 +0000 2022,33,8803,651,https://pbs.twimg.com/media/FP6XvO7XoAg4wG-.jpg | https://pbs.twimg.com/media/FP6XvRmXoAoKZiJ.jpg | https://pbs.twimg.com/media/FP6XvTrXIAgsZG2.jpg | https://pbs.twimg.com/media/FP6XvTqX0AsnB-b.jpg,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.08333497), (1, 0.083335325), (2, 0.08333488), (3, 0.08333509), (4, 0.08352908), (5, 0.58313066)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1512813356264177672,https://twitter.com/13298072/status/1512813356264177672,Sat Apr 09 15:23:05 +0000 2022,382,70773,5397,https://pbs.twimg.com/media/FP6XuIkXsAgFkqC.jpg | https://pbs.twimg.com/media/FP6XuJbWQAQBICE.jpg | https://pbs.twimg.com/media/FP6XuOhXsAEYPl0.jpg | https://pbs.twimg.com/media/FP6XukJXEAMGnuv.jpg,,,Thank you to everyone who came out to celebrate the first Giga Texas deliveries and party with us. Yeehaw! ,celebrate giga texas delivery party yeehaw,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.7506}",0.7506,0.0,0.615,0.385,pos,2.584962500721156,"[(0, 0.023857046), (1, 0.8800981), (2, 0.023865523), (3, 0.024254577), (4, 0.023811337), (5, 0.024113411)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1512440179507744774,https://twitter.com/13298072/status/1512440179507744774,Fri Apr 08 14:40:13 +0000 2022,191,12109,1800,,https://twitter.com/Tesla/status/1512440179507744774/video/1,,Giga Texas y’all ,giga texas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.05570695), (1, 0.0558954), (2, 0.055580627), (3, 0.7212857), (4, 0.055556245), (5, 0.055975094)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1512220364771938305,https://twitter.com/13298072/status/1512220364771938305,Fri Apr 08 00:06:45 +0000 2022,361,10667,1730,,,,Cyber Rodeo livestream begins in 2h at ,cyber rodeo livestream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041669592), (1, 0.041959304), (2, 0.7913617), (3, 0.041669864), (4, 0.041669995), (5, 0.04166951)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1511954202511167490,https://twitter.com/13298072/status/1511954202511167490,Thu Apr 07 06:29:07 +0000 2022,150,11988,1310,,,,Cyber Rodeo livestream will start at 9 pm CT on April 7,cyber rodeo livestream start pm ct april,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020834919), (1, 0.020930566), (2, 0.89565426), (3, 0.020835055), (4, 0.020896543), (5, 0.020848678)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1510306433610432512,https://twitter.com/13298072/status/1510306433610432512,Sat Apr 02 17:21:28 +0000 2022,131,9978,1181,,,,Production and deliveries in Q1 exceeded 300k vehicles ,production delivery exceeded vehicle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033561748), (1, 0.832463), (2, 0.033463635), (3, 0.033441458), (4, 0.033489883), (5, 0.033580292)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1509994532548624385,https://twitter.com/13298072/status/1509994532548624385,Fri Apr 01 20:42:05 +0000 2022,765,37474,4653,,,,Flying Through Giga Berlin,flying giga berlin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041844096), (1, 0.7910933), (2, 0.0416683), (3, 0.04192084), (4, 0.041668564), (5, 0.041804902)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1506347849965002753,https://twitter.com/13298072/status/1506347849965002753,Tue Mar 22 19:11:28 +0000 2022,317,24717,2240,,https://twitter.com/Tesla/status/1506347849965002753/video/1,,First Model Y deliveries at Giga Berlin ,model delivery giga berlin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033517037), (1, 0.8326157), (2, 0.033388425), (3, 0.033555094), (4, 0.033367984), (5, 0.033555765)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1501601492175888384,https://twitter.com/13298072/status/1501601492175888384,Wed Mar 09 16:51:08 +0000 2022,76,17477,964,https://pbs.twimg.com/media/FNbCmFfXsA86QX9.jpg | https://pbs.twimg.com/media/FNbCmFhWYAI8qHc.jpg | https://pbs.twimg.com/media/FNbCmFkXsAElSvH.jpg,,,🎨 at Giga Berlin ,giga berlin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.055930026), (1, 0.72102827), (2, 0.05555624), (3, 0.056080632), (4, 0.055556368), (5, 0.05584849)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1500386369683832833,https://twitter.com/13298072/status/1500386369683832833,Sun Mar 06 08:22:41 +0000 2022,256,33179,2969,,,,"Giga Berlin darf eröffnen 🇩🇪🚘 

Come join the team! ",giga berlin darf er ffnen join team,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.296,0.0,0.268,0.732,pos,2.807354922057604,"[(0, 0.89530665), (1, 0.021075709), (2, 0.020848425), (3, 0.021003556), (4, 0.020857168), (5, 0.020908503)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1496199836353409035,https://twitter.com/13298072/status/1496199836353409035,Tue Feb 22 19:06:53 +0000 2022,94,9439,891,https://pbs.twimg.com/media/FMOR0WeXMAYmuvF.jpg | https://pbs.twimg.com/media/FMOR0WfXIAoipOX.jpg | https://pbs.twimg.com/media/FMOR0WhWUAI7Mw7.jpg | https://pbs.twimg.com/media/FMOR0W1XEAUd_pk.jpg,,,First Model Y deliveries in the UK ,model delivery uk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041792314), (1, 0.04252651), (2, 0.041836344), (3, 0.04191972), (4, 0.041721858), (5, 0.7902032)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1494754912311418881,https://twitter.com/13298072/status/1494754912311418881,Fri Feb 18 19:25:16 +0000 2022,504,48745,3868,https://pbs.twimg.com/media/FL5vqDMWUA8qyMp.jpg,,,Celebrating our one millionth 4680 cell in January ,celebrating millionth cell january,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,0.0,0.552,0.448,pos,2.0,"[(0, 0.033481743), (1, 0.83307296), (2, 0.033335745), (3, 0.033431645), (4, 0.03333613), (5, 0.033341773)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1488882589599416323,https://twitter.com/13298072/status/1488882589599416323,Wed Feb 02 14:30:46 +0000 2022,53,4821,573,,,,View a breakdown of your charging history and gas savings in the Tesla app,view breakdown charging history gas saving tesla app,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.0,"[(0, 0.01858833), (1, 0.018727887), (2, 0.9068096), (3, 0.018648999), (4, 0.018630736), (5, 0.018594481)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1487181414927933440,https://twitter.com/13298072/status/1487181414927933440,Fri Jan 28 21:51:02 +0000 2022,39,5411,558,https://pbs.twimg.com/media/FKOHpGkWQAA1QBe.jpg | https://pbs.twimg.com/media/FKOHpHBWYAEjCQJ.jpg | https://pbs.twimg.com/media/FKOHpHaXEAIwgzj.jpg | https://pbs.twimg.com/media/FKOHpIbXoAEd7PB.jpg,,,We started equipment testing at Giga Berlin through the vehicle production process in late 2021 ,started equipment testing giga berlin vehicle production process late,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.169925001442312,"[(0, 0.91595817), (1, 0.016861102), (2, 0.016692646), (3, 0.016828993), (4, 0.01676244), (5, 0.016896622)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1487181414927933440,https://twitter.com/13298072/status/1487181414927933440,Fri Jan 28 21:51:00 +0000 2022,38,5220,417,https://pbs.twimg.com/media/FKOHosVXsAMOlcz.jpg | https://pbs.twimg.com/media/FKOHotCXwAEixSK.jpg,,,Giga Shanghai continues to be our main export hub ,giga shanghai continues main export hub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.023839025), (1, 0.023846785), (2, 0.023850165), (3, 0.8808132), (4, 0.023810597), (5, 0.02384022)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1487181414927933440,https://twitter.com/13298072/status/1487181414927933440,Fri Jan 28 21:50:58 +0000 2022,3,1900,127,https://pbs.twimg.com/media/FKOHoL_XEAIA5Kb.jpg,,,Our Fremont factory achieved record production in 2021 ,fremont factory achieved record production,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027962111), (1, 0.02814536), (2, 0.027889777), (3, 0.027928712), (4, 0.8602269), (5, 0.027847094)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1487181414927933440,https://twitter.com/13298072/status/1487181414927933440,Fri Jan 28 21:50:56 +0000 2022,34,2698,295,https://pbs.twimg.com/media/FKOHnpGWYAAfITi.jpg | https://pbs.twimg.com/media/FKOHnpMWQAUQQbq.jpg | https://pbs.twimg.com/media/FKOHnpvX0AYlP57.jpg | https://pbs.twimg.com/media/FKOHnqjXoA0ruTs.jpg,,,"In late 2021, we started building Model Ys at Giga Texas. After final certification of Austin-made Model Y, we plan to start deliveries to customers ",late started building model y giga texas final certification austinmade model plan start delivery customer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.7735572622751845,"[(0, 0.010451732), (1, 0.010506421), (2, 0.01045883), (3, 0.010471412), (4, 0.010441233), (5, 0.9476704)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1487181414927933440,https://twitter.com/13298072/status/1487181414927933440,Fri Jan 28 21:50:54 +0000 2022,58,7445,728,,,,2021 was a breakthrough year for EVs. Thank you to Tesla employees &amp; owners! ,breakthrough ev tesla employee amp owner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.023934145), (1, 0.023867374), (2, 0.88043284), (3, 0.023931773), (4, 0.023864714), (5, 0.023969153)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1484455459197227008,https://twitter.com/13298072/status/1484455459197227008,Fri Jan 21 09:18:55 +0000 2022,625,70305,6335,https://pbs.twimg.com/media/FJnYWl3WUAUCdeh.jpg | https://pbs.twimg.com/media/FJnYWl5XEAE1YZ9.jpg,,,Graffiti art at Giga Berlin ,graffiti art giga berlin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033435784), (1, 0.8330042), (2, 0.033335075), (3, 0.033475384), (4, 0.033335358), (5, 0.033414222)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1481334108265586691,https://twitter.com/13298072/status/1481334108265586691,Wed Jan 12 18:35:47 +0000 2022,101,12022,1112,https://pbs.twimg.com/media/FI7BhJqXIAUcc9k.jpg | https://pbs.twimg.com/media/FI7BhJqXIAYM4aW.jpg | https://pbs.twimg.com/media/FI7BhJsXMAcNLj8.jpg,,,"Solar Roof keeps snow &amp; ice off your roof

📸: @Xenius101 ",solar roof snow amp ice roof,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.2516291673878226,"[(0, 0.02387742), (1, 0.023815906), (2, 0.88033324), (3, 0.023871534), (4, 0.024081817), (5, 0.024020035)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1480567947525595137,https://twitter.com/13298072/status/1480567947525595137,Mon Jan 10 15:51:20 +0000 2022,805,47882,6064,https://pbs.twimg.com/media/FIwIsnCWQAQqytq.jpg | https://pbs.twimg.com/media/FIwIsm_XEAMcxKJ.jpg | https://pbs.twimg.com/media/FIwIsm-XwAYQYCF.jpg | https://pbs.twimg.com/media/FIwIsoJX0AMg_0O.jpg,,,"Drive anywhere in the US using the Supercharger network, now in all 50 states ",drive supercharger network,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041695192), (1, 0.041880526), (2, 0.041720983), (3, 0.79122293), (4, 0.041683223), (5, 0.041797146)]",3
