内容,主题概率,主题类型
光顾 京东 生鲜 京东 自营 产品 物流 很快 宝贝 完好无损 冬天 天黑 晚上 送货 小哥 辛苦 送下 生活 愉快 感动 一瞬间 包装 完好无损 味道 浓郁 馅料 十足 一口 好吃,"[(0, 0.012728357), (1, 0.013235375), (2, 0.9740363)]",2
丸子 全家 品牌 这家 丸子 口味 丸子 柔韧 饱满 可单 做菜 边炉 好吃 饱腹 口味 每次 特惠 好几 大包 物流 特别 下单 第二天 早上,"[(0, 0.014106908), (1, 0.9692691), (2, 0.016624045)]",1
价格 实惠 味道 不错 物流 速度 很快 还会 好评,"[(0, 0.037096016), (1, 0.039130513), (2, 0.92377347)]",2
京东 商城 购物 价格便宜 质量 保证 快递 物流 特别 鱼丸 好吃 味道 特别,"[(0, 0.026197897), (1, 0.62614906), (2, 0.34765303)]",1
京东 商城 购物 价格便宜 质量 保证 快递 物流 特别 快递 小哥 服务 特别,"[(0, 0.028980436), (1, 0.9416459), (2, 0.029373629)]",1
味道 不错 质量 不错 火锅 好吃 京东 冷链 值得 信赖 收到 活动 划算 快递 公司 速度 很快 快递 服务态度,"[(0, 0.35936153), (1, 0.2961149), (2, 0.3445236)]",0
单买 特意 评论 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 一大 袋量 煮熟 特别 显大 建议 性价比 鱼丸 超市 规格 鱼丸 便宜 超值 推荐 京东 送货 很快 包装 仔细 快递 小哥 背着 保温箱 送来 服务 一如既往 满意,"[(1, 0.9031185), (2, 0.08958334)]",1
包装 完整 日期 京东 促销 性价比 平时 喜欢 健身 高蛋白 低脂 生鲜 京东 物流 给力 售后服务 信赖 京东 满意,"[(0, 0.01850061), (1, 0.96256566), (2, 0.018933762)]",1
品牌 好评 送货 速度 快递 小哥 负责 保温箱 留下,"[(0, 0.9146088), (1, 0.042017605), (2, 0.043373596)]",0
第一次 购买 味道 物流 很快 五星 好评,"[(0, 0.045292757), (1, 0.05234411), (2, 0.9023631)]",2
丸子 分量 很足 味道 包装 严实 快递 小哥 冷藏箱 带来 放心 价格 实惠 吃火锅 必备 食材 豆腐 牛肉丸 做香锅 火锅 不错 体验 期待 后续 更好 一种 快递 食材 表现,"[(0, 0.7429967), (1, 0.013652179), (2, 0.24335112)]",0
买过 好多 味道 不错 物流 很快 好评,"[(0, 0.044482913), (1, 0.046548836), (2, 0.90896827)]",2
京东 冷冻 新鲜 食品 实惠 吃火锅 各种各样 好吃 京东 生鲜 丸子 口味 筋道 汤汁 好吃 京东 物流 很棒,"[(0, 0.019283313), (1, 0.5328373), (2, 0.4478794)]",1
海欣鱼 豆腐 真的 好吃 价格比 市场 那种 按斤 散装 豆腐 好吃 每次 吃火锅 方便面 烧烤 离不开 海欣鱼 豆腐 喜欢 京东 生鲜 冷冻 食品 送货到 安心,"[(0, 0.01409649), (1, 0.97214955), (2, 0.013753952)]",1
喜欢 回购 价格便宜 物流 喜欢 京东 购物 猫咪 喜欢,"[(0, 0.035150025), (1, 0.9267587), (2, 0.038091302)]",1
京东 自营 产品 物流 当天 送达 全程 冷链 配送 快递 专业 海欣 福州 鱼丸 斤装 一袋 鱼丸 味道 火锅 油炸 适合 挺好吃 日期 新鲜 食用 放心,"[(0, 0.015223314), (1, 0.014621237), (2, 0.9701555)]",2
冷鲜 食品 京东 购买 东西 昨天 下单 京东 物流 保鲜 飞常好 保鲜盒 放在 门口 晚上 回来 冰块 干冰 食物 完好 融化 强烈推荐 购买 牛丸 好吃 香味儿 特别 浓厚,"[(0, 0.01383202), (1, 0.01344786), (2, 0.97272015)]",2
海欣瀨尿 牛肉丸 餡足 爽口 質感 小火 美味 青菜 豆腐 什麼 一鍋 肉丸 切片 食材 物流 很快 送來 還是 品質 保證 放心 購物 放心 值得 信賴,"[(0, 0.9722742), (1, 0.013778007), (2, 0.013947786)]",0
墨鱼 挺好吃 活动 墨鱼 天气 太热 上火 火锅 不错 一大 一斤 七八 鱼丸 物流 收到 货都 冰冻 没化冰 满意,"[(0, 0.020249682), (1, 0.018281117), (2, 0.9614692)]",2
京东 冷链 物流 一如既往 硬实 味道 煮烂 单个 大小 正合适 包装盒 硬实 关注 这家 京东 是从 是因为 新冠 原因 活动 赶上 下手 好多 实惠,"[(0, 0.014487818), (1, 0.96868825), (2, 0.016823925)]",1
京东 同类 商品 各有千秋 选来 选去 选中 这款 感觉 性价比 不错 好大 一份 活动 特别 合适 味道 不错 新鲜 家里人 喜欢 品牌 值得 信赖 物流 很快 好评 还会 购买,"[(0, 0.1275611), (1, 0.012659677), (2, 0.85977924)]",2
蟹肉 冷冻 食品 京东 送货 挺快 保温箱 还装 干冰 不错 活动 每次 半价 多买 放在 冰箱 慢吃 火锅 很棒 喜欢,"[(0, 0.018574994), (1, 0.020549448), (2, 0.9608756)]",2
购物 体验 快递 小哥 细致 周到 服务 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮,"[(0, 0.012954015), (1, 0.013422563), (2, 0.9736234)]",2
海欣 福州 鱼丸 口感 细腻 柔滑 弹有 肉馅 新鲜 美味 营养 面条 火锅 煮汤 很香 很鲜 百搭 美味 关键 不用 担心 鱼刺 老少皆宜 全家 喜欢 京东 购物 实体店 省钱 省力 省时 物流 服务 东西 值得 分享 推荐,"[(1, 0.12991896), (2, 0.860365)]",2
价格 不算 便宜 牌子 买过 好评 送货 速度 超级,"[(0, 0.046967626), (1, 0.04149103), (2, 0.9115413)]",2
牛肉丸 京东 平台 京东 自营 物流 全国 抗击 疫情 京东 自营 物流 一如既往 辛苦 京东 快递 小哥 保证 物品 发货 客户 第一 时间 收到 物品 购物 首选 京东 平台 一如既往 手动 点赞 不错,"[(0, 0.8476089), (1, 0.13982922), (2, 0.01256182)]",0
灌汤 福州 鱼丸 收到 包装 完好无损 保鲜 送货 食品 结实 福州 出差 喜欢 鱼丸 带回 家里 家人 喜欢 鱼丸 好吃 口感 纯正 鲜香 可口 满意 购买 涮锅 食材 满意 京东 购买 方便快捷,"[(0, 0.011488285), (1, 0.011837189), (2, 0.97667456)]",2
海欣 丸子 放心 超市 回来 吃火锅 做菜 不错 出门 京东 采购 打算 吃火锅 丸子 冻货 东西 不错 口感 日期 新鲜 物流 很快 送到 活动 力度 希望 活动,"[(0, 0.012983552), (1, 0.014674082), (2, 0.9723424)]",2
撒尿 牛丸 全家人 吃火锅 必不可少 袋子 味道 很正 汁水 鲜美 有劲 京东 生鲜 包装 每次 冰袋 京东 上卖 生鲜 放心 到货 很快 快递 小哥 一大早 送来,"[(0, 0.01566918), (1, 0.6309162), (2, 0.35341462)]",1
海欣 鱼丸 系列产品 多样 鱼丸 豆腐 蟹肉 喜欢 这款 爆汁 鱼丸 咬一口 味道 火锅 麻辣 香锅 烧烤 好吃 海欣 产品 百余年 历史 值得 信赖 品牌 京东 东西 质量 放心 物流,"[(0, 0.012004752), (1, 0.014259595), (2, 0.97373563)]",2
过年 时期 购买 送货 速度 快速 鱼丸 不错 好吃 京东 生鲜 真的 不错 送来 时冻 结实 泡沫 冰袋 真不错,"[(0, 0.019797977), (1, 0.019838842), (2, 0.9603632)]",2
好吃 爆汁 味道 真心 不错 好吃 家人 喜欢 还会 购买 快递 超级 给力 送到 更好,"[(0, 0.02400233), (1, 0.024927426), (2, 0.95107025)]",2
买过 牌子 包心 鱼丸 不错 包心 鱼丸 味道 喜欢 鱼丸 吃火锅 合适 疫情 期间 京东 快递 很快 东西 推荐 购买 一包,"[(0, 0.016706241), (1, 0.019108046), (2, 0.96418566)]",2
几个 鱼丸 真的 好吃 收到 一大 放进 锅里煮 泡起来 很大 一个团 感觉 有劲 关东煮 京东 几个 试一试 没想到 真的 好吃 京东 物流 时期 速度 很快 不错 支持 京东 生鲜 不错 几个 关东煮 口味 不错 几个 鱼丸 福袋 不错 好评,"[(1, 0.010434987), (2, 0.9805094)]",2
收到 海欣 正宗 爆汁 鱼丸 火锅 烧烤 食材 丸子 好吃 火锅 弹得 肉馅 孩子 喜欢 送货 很快 京东 品质 一如既往 价格 优惠 一下子 好多 火锅 专用,"[(0, 0.014289416), (1, 0.0148706315), (2, 0.9708399)]",2
喜欢 吃濑尿 牛肉丸 京东 活动 力度 特意 海欣 品牌 值得 信赖 毫不犹豫 下手 两种 牛肉丸 京东 物流 一如既往 当天 上午 下单 下午 宝贝 到家 耽误 晚餐 那要 牛肉 弹力 一口 好吃 超市 性价比 超市 东西 介绍 朋友,"[(0, 0.011576689), (1, 0.9763846), (2, 0.012038743)]",1
依然 京东 快递 丸子 味道 好吃 可惜 那口子 口福 猪肉 撒尿 牛丸 夸张 不错,"[(0, 0.023641156), (1, 0.023563609), (2, 0.95279527)]",2
好吃 丸子 火锅 吃不完 牌子 丸子 第二次 喜欢 价格便宜 味道 买来 夹心 新意 京东 真的 送货 送来 结实 满意 购物,"[(0, 0.016869467), (1, 0.019895487), (2, 0.9632351)]",2
撒尿 牛丸 冬天 砂锅 食材 放上 撒尿 牛丸 咬一口 香喷 肉汁 感觉 超级 平时 超市 赶上 疫情 小区 只能 京东 网购 先买 一袋 到货 一锅 放进 撒尿 牛丸 出锅 品尝 味道 汤汁 感觉 上差 一点 时期 不错 快递 小哥 服务 热情周到 疫情 期间 休息 送货 京东 点赞,"[(2, 0.9841378)]",2
意见 特别 喜欢 鱼丸 一下子 好多 平时 味道 鲜美 喜欢 京东 太冷 项链 配送 不错 快递 速度 当天 下单 晚上 打开,"[(0, 0.01701761), (1, 0.73632956), (2, 0.24665284)]",1
京东 开通 冰鲜 配送 实在 本来 快递 小哥 收件 快递 小哥 负责 回来 收件 宝化 保温箱 保温箱 胶带 封好 当面 打开 海欣 圆子 全家 喜欢 满意,"[(0, 0.014991719), (1, 0.969457), (2, 0.015551317)]",1
物品 描述 京东 快递 小哥 风险 时期 用户 送货 企业 表扬 货品 此前 美食 节目 介绍 总想试 终于 期待 开来 炖菜 解馋 味道 没买 犹豫,"[(0, 0.018624552), (1, 0.96699834), (2, 0.014377135)]",1
秒杀 牛肉 丸子 好开心 十几块 一斤 划算 中午 面时 两颗 味道 不错 京东 送货 快递 服务 没到 小区 短信 提醒 越来越 喜欢 京东 购物 第一次 京东 冷冻 食品 还给 泡沫 箱子 干冰 讲究 不去 东西 不想 实体 超市 京豆 抵现 领豆 乐趣 快来,"[(1, 0.6981751), (2, 0.29309952)]",1
京东 生鲜 送货 本来 显示 第二天 送到 满意 不错 提前 当天 晚上 送到 包装 严实 冰袋 老人 批评 吃个 火锅 兴师动众 鱼丸 怎么着 鱼丸 灵魂,"[(0, 0.014510837), (1, 0.9701676), (2, 0.015321621)]",1
海欣牌 港式 撒尿 牛丸 食用 无需 解冻 下锅 开水 煮沸 分钟 即可 食用 火锅 炖菜 操作 简单 实用 撒尿 牛丸 口感 不错 含肉率 还行 外皮 弹性 内陷 鲜嫩 多汁 时期 京东 快递 约定 时间 派送 不错,"[(0, 0.010049211), (2, 0.9804316)]",2
好吃 小丸子 打开 一看 大包 超出 想象 味道 价格 不贵 真的 好吃 家里 多备 火锅 特别 感谢 京东 快递 真的 很快 京东 购物 体验 真的 自营 好吃,"[(0, 0.012861385), (1, 0.9714675), (2, 0.015671156)]",1
天冷 吃火锅 火锅店 太贵 不爽 正好 京东 活动 价格 合适 快递 速度 很快 当天 下单 第二天 冰块 冷链 配送 放心 肉质 口感 下次 活动 还会,"[(0, 0.6427002), (1, 0.01548764), (2, 0.34181216)]",0
火锅 食材 分量 味道 不错 时期 京东 送货 请问 支持 京东 支持 快递 小哥 春节 停业 肺炎 肆虐 停业 客户 工作 更要 支持 京东 希望 京东 越来越,"[(0, 0.0135307005), (1, 0.01428451), (2, 0.9721848)]",2
产品 单买 一包 惊喜 开水 芹菜 分钟 上菜 撒尿 牛丸味 很足 分开 两顿 包装 鲜肉 一袋 袋口 介绍 吃法 火锅 运输 京东 生鲜 配送 收到 还凉 放入 冰柜 支持 京东 生鲜,"[(0, 0.9770495), (1, 0.011373191), (2, 0.01157729)]",0
过年 生鲜 生鲜 小哥 每次 确保 家里 人才 送货 保证 新鲜 京东 生鲜 种类 鱼丸 鮮滑 细腻 牛羊肉 量足且 质量 烹饪 很快 牛骨 火锅 超级 好吃 家里人 喜欢 京东 生鲜 值得 信赖,"[(0, 0.011551329), (1, 0.976297), (2, 0.012151625)]",1
丸子 吃火锅 天冷 春节 在家 过年 好吃 火锅 佩服 京东 快递 送到 感谢 快递 小哥 好评 真诚 感谢,"[(0, 0.019900378), (1, 0.019709202), (2, 0.96039045)]",2
京东 购物 电商 平台 管理 规范 大气 从来不 消费者 吃亏 京东 自营 质量保证 厂家 发货 价格 实惠 活动 价格 实惠 服务态度 快递 小哥 热情 工作 麻利 快递 电话 百问不厌 送到 家里人 电话 记着 赞此 家店 活动 力度 价格 实惠 好吃,"[(1, 0.9813091)]",1
海欣牌 香港 撒尿 牛肉丸 价钱 便宜 京东 冷链 运输 速度 挺快 东西 拿到 牛肉丸 说实话 味道 食用 味道 太重 吃友们 看着 中肯 评价 感觉 这家 牛肉丸 味道,"[(0, 0.013749398), (1, 0.6126385), (2, 0.37361217)]",1
好几种 丸子 活动 价格 实惠 看着 味道 京东 购物 第一天 下单 第二天 到货 送货上门 上楼 实在 京东 快递 态度 不错 超市 好吃 下次 感觉 煮汤 面条 不错,"[(0, 0.013977004), (1, 0.01557419), (2, 0.9704488)]",2
买点 丸子 煮汤 天气 喜欢 煮汤 暖和 活动 实惠 送货上门 超市 好几种 丸子 看着 不错 样子 味道 京东 物流 速度 很快 京东 快递 态度 上楼 不错,"[(0, 0.013579516), (1, 0.013938468), (2, 0.972482)]",2
海欣 品牌 肉丸子 品牌 品质 值得 信赖 质量 肉质 鲜美 份量 很足 缺斤少两 禽类 产品 京东 生鲜 满减 活动 价格 太香 值得 拥有 推荐 京东 物流 一概,"[(0, 0.82403266), (1, 0.014041306), (2, 0.16192608)]",0
京东 快递 配送 到家 速度 确实 很快 货到 南京 当天 送上门 东西 多家 价格 下手 包装 很棒 分拆 发货 小盒子 气泡 摔坏 满意 东西 不用说 自营 东西 一向 放心 试看 回头 再来 追评,"[(0, 0.011172086), (1, 0.011518439), (2, 0.9773094)]",2
昨天晚上 火锅 汁儿 鱼丸子 口感 好吃 外面 鱼丸 猪肉 肉汁 京东 快递 晚上 下单 第二天 有时候 早上 下单 晚上 冷冻 产品 京东 保鲜 箱子 装着,"[(0, 0.014938506), (1, 0.9676061), (2, 0.017455336)]",1
第一次 牌子 鱼丸子 晚上 几个 好吃 肉馅 生产日期 近期 生产 保质期 京东 快递 小哥 晚上 送到,"[(0, 0.021625824), (1, 0.023004347), (2, 0.95536983)]",2
选择 京东 京东 自营 旗舰店 东西 保障 购买 产品 无论是 品质 价格 服务 售后 保障 特别 食用 放心 安心 海欣 厂家 东西 质量 过关 火锅 必备 放心 生鲜 包装 严实 快递 小哥 给力,"[(0, 0.011257798), (1, 0.012101761), (2, 0.9766404)]",2
选择 京东 京东 自营 旗舰店 东西 保障 购买 产品 无论是 品质 价格 服务 售后 保障 特别 食用 放心 安心 海欣 厂家 东西 质量 过关 火锅 必备 放心 生鲜 包装 严实 快递 小哥 给力,"[(0, 0.011257777), (1, 0.012094053), (2, 0.97664815)]",2
冬天 标配 热乎 火锅 火锅 能少 丸子 撒尿 肉丸子 一口 爆汁 满口 京东 活动 赶紧 囤货 满减 活动 真的 划算 冰箱 一下子 满仓 足够 京东 冷链 物流 包装 泡沫 箱放 几袋 干冰 到货 冷气 十足,"[(0, 0.010686367), (1, 0.8900884), (2, 0.09922528)]",1
物流 很快 火锅 食材 京东 买过 几次,"[(0, 0.045943733), (1, 0.048961025), (2, 0.9050952)]",2
物流 东西 一如既往,"[(0, 0.101908274), (1, 0.10109661), (2, 0.7969951)]",2
到货 保鲜 一流 用冰 袋装 保鲜盒 送来 快递 小哥 服务态度 元旦 快到 想着 买点 好吃 过个 想到 好久 没吃过 丸子 京东 没想到 一斤 价格 肯定 接受 没吃过 到时候 追评,"[(0, 0.012449894), (1, 0.0123285325), (2, 0.9752216)]",2
京东 物流 很快 每次 活动 冰箱 填满,"[(0, 0.048907217), (1, 0.89949787), (2, 0.05159494)]",1
好吃 丸子 面包心 好吃 一次性 价格便宜 便宜 日期 新鲜 好吃 还会来 京东 东西 第二天 快递 给力 送货上门 超市,"[(0, 0.019934094), (1, 0.80481017), (2, 0.1752558)]",1
一趟 福州 爱上 福州 包心 鱼丸 喜欢 福州 包心 鱼丸 超市 小包装 京东 单买 两袋 收到 两包 够吃 好几顿 真的 超值 划算 超市 便宜 好多 不错 昨天晚上 下单 今天上午 收到 京东 快递 快递 小哥 细心 冰块 快递 拿到 手冰,"[(0, 0.0107180355), (1, 0.97958577)]",1
周星驰 电影 喜欢 香港 撒尿 牛丸 喜欢 香港 撒尿 牛丸 超市 小包装 京东 单买 两袋 收到 两包 够吃 好几顿 真的 超值 划算 超市 便宜 好多 不错 昨天晚上 下单 今天上午 收到 京东 快递 快递 小哥 细心 冰块 快递 拿到 手冰,"[(0, 0.80596757), (1, 0.18417877)]",0
喜欢 福州 包心 鱼丸 超市 小包装 京东 单买 两袋 收到 两包 够吃 好几顿 真的 超值 划算 超市 便宜 好多 不错 昨天晚上 下单 今天上午 收到 京东 快递 快递 小哥 细心 冰块 快递 拿到 手冰,"[(0, 0.19918136), (1, 0.78959846), (2, 0.011220165)]",1
海欣 正宗 爆汁 鱼丸 火锅 烧烤 食材 丸子 味道 好吃 很赞 火锅 丸子 鱼丸 粉丝汤 味道 鲜美 包装 日期 近期 海欣 产品 信赖 还会 回购 物流 效率 很快 包装 冰袋 保护 鱼丸 满意 购物,"[(0, 0.010468527), (1, 0.011153729), (2, 0.97837776)]",2
东西 生产日期 新鲜 京东 快递 一如既往 口感 很弹 正宗 潮汕 牛肉丸 味道 火锅 炖菜 加点 蔬菜 做个 汤汁 味道 牛肉 含量 满减 优惠 京东 提供 优惠 美味 食品,"[(0, 0.012968661), (1, 0.012867981), (2, 0.97416335)]",2
肉质 细嫩 感觉 味道 不错 火锅 选择 朋友 聚餐 食饭 家人 聚会 吃火锅 真的 开心 肉丸 实在 真的 不错 快递 小哥 送货上门 真的 太赞 感谢 京东 商城 带给 生活 实惠,"[(0, 0.01181199), (1, 0.012460195), (2, 0.9757278)]",2
海欣 产品 买过 多款 豆腐 蟹肉 鱼丸 味道 不错 杂味 鱼丸 去年 买过 非常适合 火锅 每次 涮锅 几个 感觉 吃火锅 米线 放俩 对味 一会 幸福感 京东 物流 生鲜 京东 小哥 保鲜 送到 再装 保鲜袋 交货 收到 结实 不错,"[(2, 0.9808475)]",2
十二 活动 商品 丸子 火锅 真的 太好了 很劲道 口感 杂牌 丸子 好吃 家里 越来越 不想 动手 京东 自营 买过 几次 商品质量 保证 退换货 物流 送货上门,"[(0, 0.013804176), (1, 0.014167848), (2, 0.972028)]",2
京东 快递 一如既往 次日 到达 京东 快递 大件 小件 送到 门口 自说自话 放到 快递 合作 驿站 火锅 必不可少 材料 很鲜 糖水 京东 物美价廉,"[(0, 0.9687939), (1, 0.015405149), (2, 0.015800934)]",0
速度 支持 京东 家里 京东 送货 速度 早上 下午 收到 京东 双十 十二 平时 送货上门 电话 质量 放心 正品 下次 还会,"[(0, 0.96091723), (1, 0.02015661), (2, 0.018926153)]",0
一到 活动 一大堆 京东 方便快捷 快递 小哥 态度 特别 商品 超市 优惠 京东 售后 态度 不像 售后 态度 真的 人怕 京东 消费 好几年 放心 省心 一到 活动 双开门 冰箱 家里 好多,"[(0, 0.011586684), (1, 0.011758098), (2, 0.9766552)]",2
一到 活动 一大堆 京东 方便快捷 快递 小哥 态度 特别 商品 超市 优惠 京东 售后 态度 不像 售后 态度 真的 人怕 京东 消费 好几年 放心 省心 一到 活动 双开门 冰箱 家里 好多,"[(0, 0.01158875), (1, 0.011770306), (2, 0.97664094)]",2
一到 活动 一大堆 京东 方便快捷 快递 小哥 态度 特别 商品 超市 优惠 京东 售后 态度 不像 售后 态度 真的 人怕 京东 消费 好几年 放心 省心 一到 活动 双开门 冰箱 家里 好多,"[(0, 0.011587611), (1, 0.011763047), (2, 0.97664934)]",2
双十 一刚 钱包 鼓起来 十二 一堆 感谢 京东 促销 活动 价廉物美 大冷 快递 送货上门 省去 好多 时间 精力 昨天 试吃 海欣 鱼丸 感觉 味道 不错 夹心 味道 不用 味道,"[(0, 0.012116474), (1, 0.012021796), (2, 0.9758617)]",2
海欣 这款 小丸子 喜欢 活动 几包 喜欢 京东 东西 年节 大促 家庭主妇 多快好省 梦想 优惠 价格 心仪 产品 牙医 推荐 购买 舒适 买过 几次 一年 爸妈 京东 快递 小哥 点个 服务周到 态度 一流,"[(0, 0.0110473195), (1, 0.01185751), (2, 0.9770951)]",2
不错 实惠 味道 多种多样 京东 份量 价格 一共 多种 口味 味道 很浓 很鲜 喜欢 物流 速度 很快 隔天 包装 碎裂 服务 周到 京东 好样,"[(0, 0.014690427), (1, 0.015321646), (2, 0.9699879)]",2
不错 实惠 味道 多种多样 京东 份量 价格 一共 多种 口味 味道 很浓 很鲜 喜欢 物流 速度 很快 隔天 包装 碎裂 服务 周到 京东 好样,"[(0, 0.014690406), (1, 0.0153153045), (2, 0.9699943)]",2
第一次 网上 牛丸 选择 京东 自营 海欣 品牌 香港 撒尿 牛丸 口味 牛丸 记着 冬天 时节 京东 商城 搜索 搜到 果断 下单 京东 自营 物流 速度 没得说 很快 牛丸 开心,"[(0, 0.012198218), (1, 0.013249659), (2, 0.9745521)]",2
推荐 购买 鱼丸 理由 外面 鱼丸 内部 夹心 味美汁 火锅 特别 适合 京东 生鲜 冷链 运输 收到 确保 食品 冷鲜 适逢 京东 促销 活动 期间 价格 特别 实惠 推荐 购买 食用,"[(0, 0.0123773925), (1, 0.7341924), (2, 0.25343028)]",1
不错 丸子 孩子 每次 涮羊肉 丸子 丸子 很耐 时间 丸子 好吃 一点 刚捞 别着急 流油 特别 丸子 不错 快递 给力 送到 结实 感谢 快递 小哥,"[(0, 0.013942087), (1, 0.015051069), (2, 0.9710069)]",2
喜欢 小丸子 包心 好多 喜欢 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.98126984)]",1
喜欢 小丸子 包心 好多 喜欢 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.98127395)]",1
喜欢 小丸子 包心 好多 喜欢 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.98126286)]",1
喜欢 小丸子 包心 两袋 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.9808954)]",1
喜欢 小丸子 包心 两袋 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.98088914)]",1
产品质量 性价比 味道鲜美 几年 京东 自营 产品 放心 信得过 喜欢 京东 购物 京东 自营 一是 方便快捷 二是 货品 可靠 放心 当今 假冒 成风 货真 犹为 希望 京东 努力 京东 购物 信得过 坚守 底线 不忘 初心 京东 加油 非常感谢 京东 商城 给予 优质 服务 仓储 管理 物流配送 送货 配送 热情 京东 商城 售后 管理 客户 购物 无忧 放心 购物 购物 体验,"[(1, 0.987718)]",1
京东 东西 特别 鱼丸 购买 每次 活动 火锅 特别 肉馅 好吃 丸子 进锅 特别 吃火锅 推荐 购买 送货 很快 京东 物流 快递 送货到 快递 小哥 热情 赶紧 下单,"[(0, 0.013810043), (1, 0.6013976), (2, 0.38479236)]",1
鱼丸 收到 好几样 天冷 吃火锅 回购 京东 物流 很快 快递 小哥 态度,"[(0, 0.031071594), (1, 0.029833328), (2, 0.9390951)]",2
牛肉丸 不想 超市 选择 京东 自营 物流 速度 飞快 隔天 送到 食物 品质 保证 值得 信赖 收到 牛丸 发现 保鲜 特别 专用 泡沫 箱子 干冰 物流 师傅 送到 家门口,"[(0, 0.9718046), (1, 0.014189262), (2, 0.014006155)]",0
每隔 一段时间 优惠 酬宾 京东 冷链 物流配送 专业 配送 小哥 专业 白天 在家 几个 冷冻 专用箱 整齐 摆在 门口 下班 回到 家满 惊喜 丸子 火锅 配料 神器 超市 味道 价格 占优,"[(0, 0.97182953), (1, 0.01150095), (2, 0.016669525)]",0
海欣 福州 鱼丸 家里 购款 袋子 百年 鱼丸 世家 鱼丸 细腻 弹性 味道 特别 早上 煮面 中午 煲汤 吃火锅 好吃 牌子 值得 信任 京东 送货 服务 送来 放在 保温箱 一点 日期 新鲜 京东 超市,"[(0, 0.011905335), (1, 0.58539975), (2, 0.40269497)]",1
品牌 鱼丸 购买 促销 多买 几袋 味道 品种 制品 营养 下班 几个 鱼丸 方便快捷 一点 有益健康 京东 自营 商品 不错 上午 下单 晚上 到家 收货 冷链 物流 快递 到家 送货上门 冰柜 盒子 很严 京东 物流 点赞,"[(0, 0.010939225), (1, 0.010810774), (2, 0.97825)]",2
心怡 宝贝 收到 质量 颜值 值得 推荐 京东 老客户 信赖 京东 物品 服务 一年 京东 活动 太给力 红包 减了 物有所值 值得 信赖 品质 代言 快递 服务 快递 小哥 敬业 从来不 包裹 放入 快递 细节 企业 形象 祝福 京东 商铺 生意兴隆 财源 强烈要求 红包 拼团 领京豆,"[(0, 0.9841894)]",0
海欣 两包 很快 买来 几包 口感 真的 火锅 面条 鲜味 增加 胃口 增加 京东 物流 速度 依旧 快递 师傅 服务态度 约定 时间 准时 送达 家里 专业 冰包 存放 到手 满意,"[(0, 0.012543686), (1, 0.012570447), (2, 0.9748859)]",2
丸子 好吃 真的 不错 放在 锅里煮 不用 等化开 好吃 肥羊 肥牛 火锅 底料 米线 不错 京东 物流 真的 很快 第二天 朋友 家里 吃火锅 比去 海底 便宜 好吃 真的 喜欢 活动 囤货,"[(0, 0.012058499), (1, 0.9739736), (2, 0.013967886)]",1
回购 生鲜 信赖 京东 物流 服务 五星 好评,"[(0, 0.04718762), (1, 0.51927805), (2, 0.43353435)]",1
天气 吃火锅 送货 速度 很快 箱子 里边 冰冻 状态 点赞,"[(0, 0.92936), (1, 0.0346937), (2, 0.035946317)]",0
包装 送货 品质 京东 冷链 物流 速度,"[(0, 0.89943665), (1, 0.0524757), (2, 0.048087597)]",0
方便快捷 送货到 真的 价格 超市 价格 超市 价格 便宜 真心 不错 上班 时间 超市 选购 京东 下单 送货到 下班 东西 支持 京东,"[(0, 0.17976353), (1, 0.80118334), (2, 0.019053128)]",1
好吃 丸子 上次 夏天 家里 不吃 涮羊肉 一类 丸子 汤放上 好吃 涮羊肉 实在 冬天 涮羊肉 孩子 想起 丸子 一袋 东西 随买 随有 涮羊肉 最佳 拍档 送货 感谢 快递 小哥 辛苦,"[(0, 0.01187581), (1, 0.9741212), (2, 0.0140029695)]",1
